nif	year	amortizacion
"A08552622"	2013	
"A07068430"	2008	
"A08197881"	2017	
"A50055532"	2016	
"A08197881"	2016	
"A28049153"	2009	
"A08515116"	2011	
"A33026105"	2012	
"B63533095"	2012	
"A74255282"	2014	
"B63533095"	2007	
"A28923662"	2009	
"A05122460"	2017	
"B83156745"	2008	
"A33603317"	2008	
"A28814135"	2007	
"A11608999"	2012	
"A11005840"	2008	
"F04030672"	2011	
"B08375677"	2017	
"A28017531"	2016	
"B57487159"	2010	
"A83401273"	2013	
"A35036599"	2009	
"A07033491"	2011	
"A84039338"	2009	
"A08193591"	2007	
"F10109296"	2016	
"B20759023"	2017	
"A41010257"	2016	
"A80632573"	2014	
"B81365181"	2017	
"B18018176"	2016	
"A08192858"	2016	
"A35026590"	2017	
"A14580385"	2009	
"B06368674"	2008	
"B91629634"	2016	
"A07009814"	2015	
"A78990603"	2010	
"A14023139"	2014	
"A48547558"	2008	
"A50050236"	2014	
"A08392938"	2014	
"A28372803"	2017	
"A08552622"	2008	
"B29212644"	2009	
"B60544046"	2008	
"B38005377"	2015	
"A28154029"	2016	
"A17013913"	2017	
"B84309616"	2009	
"B31007354"	2010	
"A38008256"	2008	
"A08170151"	2011	
"A12014569"	2009	
"B45017613"	2010	
"A36561595"	2008	
"A20054854"	2017	
"B78077724"	2015	
"A12004131"	2011	
"B84603935"	2012	
"A46145728"	2014	
"B15862667"	2009	
"B12023065"	2008	
"B57487159"	2011	
"A46055992"	2014	
"A33055138"	2010	
"A17013657"	2013	
"A07067713"	2016	
"A08145385"	2010	
"A48077184"	2017	
"A31406945"	2017	
"A28285765"	2017	
"A96785225"	2011	
"A28687978"	2010	
"B36002970"	2007	
"A63414486"	2010	
"A28711893"	2012	
"A08147555"	2011	
"A08147555"	2010	
"A96918867"	2010	
"A01376888"	2016	
"B41033143"	2016	
"A20054854"	2010	
"A08146730"	2014	
"A31189350"	2014	
"B35015262"	2010	
"A28253656"	2009	
"A48050124"	2017	
"B85692374"	2009	
"A08147555"	2007	
"A33008921"	2010	
"A07028210"	2013	
"A18008334"	2014	
"B43907112"	2011	
"B84570803"	2012	
"A16010126"	2013	
"A28505337"	2009	
"A33202474"	2008	
"B46074829"	2014	
"A33202474"	2010	
"A33202474"	2011	
"A33202474"	2012	
"A84534874"	2008	
"A03681186"	2007	
"A03062197"	2017	
"A02436152"	2011	
"A08183485"	2014	
"B97705990"	2008	
"B30029110"	2014	
"B64055445"	2009	
"B97466981"	2009	
"B28361350"	2008	
"A28411585"	2017	
"A28345148"	2011	
"B46441275"	2007	
"A78355278"	2008	
"B81907776"	2009	
"A32002107"	2015	
"B84822832"	2009	
"A39005095"	2008	
"F01131978"	2007	
"A28465680"	2013	
"A01016450"	2017	
"A07046659"	2017	
"A08422412"	2017	
"F28698488"	2016	
"A03021409"	2016	
"B03019601"	2016	
"B07762099"	2008	
"A37010295"	2012	
"A24004426"	2016	
"A20036232"	2017	
"A08779407"	2008	
"A31001027"	2008	
"A01006055"	2007	
"A08132565"	2017	
"A09010125"	2016	
"B08013963"	2016	
"A31933088"	2013	
"A28192532"	2007	
"B28340388"	2015	
"A29018223"	2008	
"F03290871"	2017	
"B84348622"	2008	
"A24020828"	2008	
"A24009086"	2015	
"A39013867"	2011	
"A08126492"	2011	
"A48093538"	2008	
"A32002107"	2013	
"A10301240"	2009	
"A02436152"	2013	
"A58346305"	2009	
"A36600518"	2013	
"A08354441"	2007	
"B97389209"	2013	
"A91291435"	2008	
"B12002457"	2016	
"A08126492"	2010	
"B30558290"	2010	
"B03091527"	2012	
"B85225282"	2012	
"B91372748"	2009	
"A28934735"	2015	
"B18252338"	2017	
"A25005331"	2011	
"A16010225"	2009	
"A08024317"	2016	
"A01014794"	2013	
"A08120859"	2011	
"A03167939"	2012	
"B83495101"	2017	
"B31072705"	2012	
"A38842316"	2009	
"A02005122"	2015	
"A26000174"	2015	
"B28554608"	2015	
"A08117806"	2017	
"A08106031"	2011	
"A41057209"	2010	
"A28294718"	2012	
"A08576753"	2012	
"A17007014"	2011	
"B08194276"	2013	
"A43035435"	2016	
"A97789861"	2008	
"B08304610"	2014	
"A81410227"	2007	
"A30009815"	2013	
"A07021256"	2007	
"A08241267"	2008	
"A41057209"	2012	
"A07009814"	2016	
"B83211318"	2008	
"B78496759"	2012	
"A84780055"	2007	
"A96773940"	2011	
"A83102426"	2007	
"A12004131"	2008	
"A08730277"	2017	
"A84911825"	2010	
"A33606682"	2012	
"A03057221"	2008	
"A41080144"	2015	
"A92152602"	2016	
"A81041147"	2007	
"A82843129"	2007	
"A08145385"	2011	
"B12027843"	2016	
"A39005574"	2015	
"B18012831"	2010	
"A43029339"	2016	
"A07033178"	2007	
"A08377046"	2013	
"B44181634"	2007	
"B91629634"	2009	
"A48067359"	2017	
"B53548384"	2008	
"A11010469"	2007	
"A01004993"	2011	
"A38013272"	2009	
"B21365630"	2008	
"A45006459"	2011	
"A28058725"	2009	
"A33036807"	2007	
"B84598192"	2017	
"A33610106"	2007	
"A53242152"	2014	
"A80482334"	2008	
"A48093983"	2015	
"A28554707"	2014	
"A31933088"	2012	
"A45017142"	2011	
"A78379989"	2016	
"A29008174"	2016	
"A04413340"	2008	
"A10294585"	2009	
"F08203663"	2008	
"V30558738"	2009	
"A63736359"	2010	
"B28934081"	2014	
"A23010200"	2011	
"A07244023"	2013	
"A33055138"	2008	
"A85279107"	2008	
"B38425070"	2007	
"B20815643"	2008	
"A24009086"	2012	
"B11018462"	2017	
"A28487460"	2013	
"A01004993"	2012	
"A08091894"	2011	
"A08091894"	2010	
"B39019468"	2008	
"A53242152"	2017	
"B12662722"	2007	
"A08225633"	2011	
"B03020740"	2013	
"A01014794"	2010	
"B09417932"	2010	
"A14026199"	2007	
"A28539013"	2010	
"A37021631"	2015	
"A08012676"	2010	
"A08354441"	2011	
"B39019468"	2010	
"A08075293"	2015	
"B28341832"	2010	
"A29018223"	2010	
"B29682135"	2011	
"A12029468"	2011	
"A63746275"	2009	
"B36853935"	2010	
"A45562329"	2010	
"A08183485"	2013	
"B35028281"	2011	
"A74136060"	2008	
"A03035417"	2015	
"A11301645"	2016	
"A28225241"	2010	
"A12001418"	2014	
"A36603637"	2013	
"B61252185"	2017	
"A28123875"	2017	
"A33603317"	2009	
"A07067713"	2017	
"A20020277"	2009	
"A09000308"	2017	
"A61427183"	2008	
"A08595324"	2008	
"V11317633"	2016	
"A74255282"	2013	
"A46008827"	2007	
"A03050572"	2017	
"A20063038"	2014	
"B60338290"	2014	
"A07427081"	2009	
"B43907112"	2014	
"B63677223"	2007	
"A28613347"	2009	
"A28192532"	2012	
"B61175725"	2013	
"B04348579"	2010	
"A47024104"	2016	
"A08033474"	2015	
"A08033474"	2012	
"A53817359"	2012	
"B28757730"	2010	
"A81487027"	2008	
"B46151411"	2012	
"B38828687"	2009	
"A14616031"	2007	
"B03034501"	2016	
"B46166013"	2009	
"A28040996"	2012	
"B03035854"	2011	
"A36610590"	2014	
"B53260998"	2016	
"G38004297"	2014	
"A30041883"	2012	
"A08346116"	2012	
"A08026197"	2011	
"A08646143"	2012	
"B84504455"	2007	
"A47007281"	2015	
"B28563476"	2016	
"A08010779"	2007	
"A16004665"	2008	
"A28465680"	2009	
"A50060011"	2013	
"A08024317"	2007	
"B64055445"	2015	
"A14023139"	2011	
"A03028321"	2017	
"A12018354"	2017	
"A41112012"	2007	
"B62236781"	2012	
"B08258857"	2016	
"A28586592"	2015	
"A79092573"	2009	
"A04413340"	2011	
"B33605031"	2011	
"A36010676"	2011	
"A91291435"	2010	
"A32006744"	2010	
"A08012676"	2012	
"A31001027"	2009	
"A43016286"	2012	
"A08010779"	2017	
"B96199807"	2008	
"V11317633"	2013	
"A08010779"	2013	
"A08010779"	2012	
"A08010779"	2011	
"A08010779"	2010	
"A08010779"	2008	
"A82843129"	2013	
"A48117188"	2010	
"B28538874"	2016	
"A20005351"	2009	
"F12039442"	2011	
"B31071178"	2014	
"B31881055"	2015	
"A06419220"	2007	
"A30038020"	2017	
"B17016254"	2011	
"A50032325"	2014	
"A08008518"	2012	
"A11000288"	2012	
"A08303869"	2009	
"A28647758"	2015	
"B96683347"	2008	
"A08007056"	2014	
"A84534627"	2012	
"A73350399"	2011	
"A01009265"	2007	
"A28101707"	2015	
"A59990580"	2009	
"A12524278"	2008	
"A08297509"	2014	
"A08699720"	2016	
"B43907112"	2013	
"B14028732"	2017	
"A28650307"	2016	
"A16010225"	2016	
"A20054854"	2014	
"A50615160"	2007	
"A08568826"	2012	
"A04047700"	2011	
"A28515567"	2007	
"B25015017"	2015	
"A46078556"	2012	
"B83766485"	2010	
"A13010046"	2012	
"A78018421"	2014	
"A11010469"	2014	
"A50012822"	2015	
"A28429280"	2012	
"B41006578"	2010	
"A07016256"	2013	
"B83852160"	2009	
"B31777691"	2017	
"A28711273"	2008	
"B03026382"	2013	
"A08622870"	2013	
"B31631062"	2016	
"B03020740"	2008	
"A35008168"	2007	
"A07427081"	2010	
"A35008168"	2012	
"A35008168"	2013	
"B08156036"	2007	
"A07256100"	2014	
"A62400718"	2007	
"A36616746"	2016	
"A08533945"	2012	
"A07244023"	2012	
"F41114141"	2015	
"A28515567"	2016	
"A28173573"	2017	
"B03077039"	2017	
"A96966049"	2008	
"B03101748"	2009	
"A07058084"	2017	
"A01292846"	2014	
"B92091404"	2007	
"A35012012"	2012	
"A45018926"	2016	
"B61425682"	2011	
"A35012012"	2015	
"A35012012"	2017	
"A97789861"	2009	
"B03044641"	2008	
"A08106031"	2009	
"A83826362"	2011	
"B12002457"	2015	
"A29076270"	2013	
"V57525560"	2009	
"A26008664"	2012	
"A07086515"	2013	
"B11604402"	2017	
"A46055497"	2013	
"A08026197"	2010	
"A08426249"	2016	
"A07078405"	2007	
"A08241267"	2013	
"A46016374"	2017	
"A63746275"	2010	
"F50011139"	2013	
"A84911825"	2008	
"B20035424"	2011	
"A08274805"	2008	
"B11018462"	2011	
"A28603611"	2016	
"A35016658"	2013	
"A30012959"	2016	
"B83588657"	2008	
"A37010295"	2010	
"B46043238"	2009	
"A84434224"	2010	
"A81931214"	2013	
"A28523470"	2012	
"A53559530"	2009	
"B57362105"	2010	
"A62704457"	2010	
"B85160976"	2011	
"A28270452"	2007	
"A41762386"	2013	
"B50776657"	2017	
"A35019637"	2008	
"A35569102"	2007	
"A62703806"	2008	
"A08375537"	2008	
"B84894377"	2011	
"A08201238"	2013	
"A74255282"	2012	
"B60024353"	2010	
"A08568826"	2014	
"B26451849"	2010	
"A11005840"	2007	
"B35329077"	2009	
"B97389209"	2009	
"B50038033"	2015	
"A06244131"	2016	
"B28701340"	2014	
"A08533119"	2012	
"B28376184"	2009	
"A28494896"	2013	
"A09022963"	2008	
"A28143782"	2013	
"A22271209"	2013	
"B61967774"	2013	
"A28729424"	2014	
"A07049133"	2017	
"B41031980"	2010	
"B31881055"	2016	
"B08459273"	2015	
"A58346305"	2012	
"A46008827"	2015	
"B28360360"	2012	
"A01004993"	2014	
"B84570803"	2009	
"B63149637"	2007	
"A07042237"	2015	
"A30038020"	2013	
"A18565705"	2017	
"B35054006"	2012	
"A07038441"	2014	
"A46009023"	2016	
"A07036569"	2017	
"A42000471"	2012	
"A83741967"	2012	
"B50051705"	2014	
"B74114182"	2008	
"B83393223"	2010	
"A45063039"	2016	
"A08024317"	2013	
"B92091404"	2008	
"A28419778"	2017	
"B24016693"	2014	
"A14580385"	2011	
"A24011330"	2014	
"B08271694"	2013	
"A57082570"	2012	
"F12039442"	2012	
"A07033491"	2013	
"A38024345"	2007	
"A07033178"	2017	
"A07033178"	2016	
"A07033178"	2015	
"B61967774"	2017	
"B28538874"	2008	
"A31394356"	2016	
"A01008234"	2015	
"A38371159"	2012	
"B30025449"	2007	
"B08094237"	2017	
"A08699720"	2008	
"B57423519"	2007	
"A20806329"	2007	
"A85125078"	2009	
"A28011286"	2010	
"A07028210"	2016	
"A08196446"	2010	
"A07015787"	2014	
"A08094567"	2007	
"A20017604"	2012	
"A28117224"	2016	
"B28691350"	2016	
"A08377046"	2010	
"A06388052"	2017	
"A35036599"	2017	
"B31089071"	2017	
"A45002128"	2016	
"A03021409"	2017	
"B95271326"	2007	
"B50057330"	2017	
"A07024896"	2017	
"A06017941"	2012	
"B03101748"	2013	
"A07021256"	2017	
"A45445210"	2007	
"A07021256"	2013	
"A36610590"	2010	
"B84822832"	2016	
"A28415487"	2014	
"A14616031"	2008	
"B74102872"	2009	
"A07019698"	2011	
"A07019698"	2010	
"B31798929"	2009	
"A07019698"	2009	
"A07019698"	2008	
"B12023065"	2007	
"A01015510"	2010	
"A83741967"	2009	
"B61567970"	2013	
"A84039338"	2007	
"A31030901"	2008	
"A26015503"	2012	
"B50027846"	2016	
"B31829195"	2010	
"A25005331"	2014	
"B84504455"	2011	
"A08560823"	2012	
"B28757730"	2009	
"A30032130"	2017	
"A38027637"	2010	
"A08299406"	2015	
"A08117806"	2013	
"A01012830"	2011	
"B20759023"	2012	
"A79092573"	2007	
"B62133384"	2013	
"A78355278"	2011	
"A35047778"	2008	
"A36605772"	2012	
"B27014398"	2012	
"A48000939"	2009	
"A83932475"	2007	
"B33605031"	2015	
"A07016025"	2011	
"A28429280"	2017	
"B12523601"	2009	
"B84599422"	2009	
"A26011320"	2014	
"A28192532"	2013	
"A17007014"	2009	
"B74102872"	2007	
"B83393223"	2009	
"B95422721"	2010	
"A48050439"	2008	
"A35098482"	2009	
"B17014887"	2008	
"B28072205"	2014	
"A12016093"	2014	
"A08241267"	2014	
"A79092573"	2008	
"A23205289"	2008	
"A12105029"	2013	
"V04509865"	2007	
"F10026128"	2012	
"A06445746"	2008	
"A22005797"	2016	
"B41088642"	2016	
"A28127462"	2016	
"B60544046"	2010	
"A05007687"	2011	
"A31035413"	2014	
"B03028099"	2014	
"B26011627"	2007	
"A74136060"	2013	
"B83481002"	2010	
"B46076287"	2017	
"B97861843"	2011	
"A06337331"	2015	
"A06337331"	2007	
"A16010126"	2011	
"A29018223"	2012	
"B43636075"	2007	
"B62173604"	2010	
"B74246927"	2012	
"B57487159"	2013	
"A13012869"	2012	
"A74255282"	2008	
"B64555980"	2015	
"B84069491"	2008	
"A41059445"	2007	
"A08518979"	2013	
"B46022513"	2016	
"B82612896"	2008	
"A06016208"	2017	
"A08024317"	2015	
"A48093983"	2016	
"A35047778"	2013	
"A41191313"	2017	
"B46090692"	2012	
"B08565988"	2016	
"B63533095"	2014	
"A06011381"	2013	
"B74114182"	2010	
"A48114318"	2008	
"A82501545"	2009	
"A96773940"	2012	
"A46022117"	2010	
"B31077514"	2013	
"A84451848"	2012	
"A21391917"	2010	
"F37014560"	2017	
"A78355278"	2012	
"A16010126"	2009	
"A06011381"	2017	
"B30000574"	2014	
"B14819643"	2010	
"B28554608"	2016	
"A34129635"	2013	
"F25002338"	2016	
"A08036709"	2014	
"B31744709"	2009	
"A08141038"	2013	
"B11576006"	2010	
"A35510650"	2010	
"A05007687"	2013	
"F12039442"	2015	
"A28154029"	2014	
"A30603757"	2014	
"A05007687"	2012	
"B83826230"	2009	
"A31189350"	2009	
"F12039442"	2007	
"A09013947"	2017	
"B03077039"	2015	
"B95486213"	2013	
"A12021366"	2012	
"A36615896"	2017	
"A41011271"	2011	
"A08008518"	2011	
"A24010381"	2008	
"B15862667"	2013	
"A09018730"	2014	
"B23219009"	2012	
"A28012656"	2015	
"B47572367"	2011	
"B28028348"	2008	
"A33202474"	2009	
"A08244220"	2007	
"B34224923"	2009	
"A08202582"	2012	
"A35008168"	2008	
"A25026733"	2010	
"B31881055"	2011	
"A45006459"	2015	
"B03039781"	2016	
"A84534627"	2011	
"A28715183"	2016	
"A47017074"	2015	
"A20018610"	2012	
"B12007456"	2011	
"A62400718"	2016	
"B28692309"	2013	
"B43587120"	2007	
"A35610666"	2013	
"A20029104"	2014	
"A08117806"	2015	
"A23004369"	2015	
"A45063039"	2015	
"A35735083"	2007	
"B64555980"	2014	
"A28137255"	2007	
"B36002970"	2015	
"A35735083"	2012	
"B84309616"	2011	
"A07123441"	2012	
"A85280253"	2007	
"A48077184"	2009	
"A35753094"	2007	
"V83443390"	2014	
"A04006417"	2017	
"A28505337"	2007	
"B12681060"	2009	
"A28190973"	2017	
"A08453219"	2015	
"A07019698"	2016	
"A46031027"	2013	
"A95249199"	2008	
"A35811272"	2007	
"A84911825"	2009	
"A35811272"	2009	
"A35811272"	2010	
"B97356471"	2008	
"A07016025"	2008	
"B28337038"	2008	
"A35753094"	2008	
"A58017187"	2009	
"F10109296"	2008	
"B08245805"	2009	
"A30038764"	2010	
"A08012676"	2016	
"C08164253"	2009	
"A46023347"	2008	
"B43579424"	2013	
"B60241437"	2016	
"A58494048"	2016	
"B92972066"	2013	
"A26000174"	2013	
"A82854811"	2012	
"A08392938"	2008	
"B32362410"	2011	
"A48059943"	2016	
"A03402468"	2007	
"A03197308"	2012	
"A03167939"	2014	
"B11900602"	2007	
"A28200384"	2017	
"A03010170"	2016	
"A40004210"	2010	
"B01128552"	2013	
"B31077514"	2012	
"A31933088"	2009	
"A08033474"	2016	
"A03097946"	2017	
"A03097946"	2015	
"A13010046"	2013	
"A46056255"	2017	
"A29661394"	2008	
"B31850977"	2008	
"A23004369"	2012	
"A01016591"	2011	
"A15685324"	2012	
"A36002830"	2016	
"A36605772"	2008	
"B28692309"	2010	
"A03088580"	2007	
"B85010643"	2009	
"B06013841"	2011	
"B31829195"	2008	
"A63746275"	2011	
"A28396042"	2017	
"B85133544"	2009	
"A03076270"	2015	
"A63645220"	2010	
"A03076270"	2007	
"B96952635"	2010	
"B30044440"	2008	
"A08646143"	2017	
"A26297663"	2007	
"B28498210"	2008	
"B32002164"	2017	
"A28410850"	2014	
"A35753094"	2014	
"A45018926"	2012	
"A28011716"	2016	
"A08623191"	2010	
"B08136905"	2008	
"A04005302"	2017	
"B41033267"	2015	
"B12008553"	2014	
"A06008411"	2010	
"B11009917"	2014	
"A03062197"	2007	
"B50997949"	2009	
"A28040996"	2013	
"A01011881"	2011	
"A02012714"	2011	
"A43355403"	2007	
"A48403927"	2013	
"A24011165"	2010	
"A03057486"	2012	
"A03057486"	2008	
"A07068430"	2016	
"A36010676"	2010	
"A03057221"	2011	
"A03057221"	2009	
"B08488660"	2010	
"A48081061"	2013	
"B63805295"	2013	
"A36010676"	2016	
"A28341055"	2014	
"A57346926"	2009	
"B78496759"	2008	
"B46084208"	2010	
"A03047628"	2012	
"A81487027"	2009	
"A80632573"	2013	
"A48114151"	2010	
"A35515485"	2007	
"A03041183"	2016	
"A13010046"	2011	
"A33618257"	2014	
"A48077184"	2016	
"A17003336"	2011	
"A31035413"	2015	
"A32225419"	2017	
"B28538874"	2011	
"F38004289"	2013	
"A45020450"	2010	
"A33617218"	2014	
"A08024317"	2017	
"A47007281"	2016	
"B46051116"	2013	
"A28399186"	2012	
"B32362410"	2009	
"A62332580"	2015	
"A08242992"	2014	
"A24004426"	2014	
"A28404614"	2016	
"A03032653"	2012	
"A41018854"	2011	
"A08640039"	2016	
"B60024353"	2013	
"A85125078"	2008	
"A28058758"	2017	
"B08147696"	2010	
"A28539013"	2011	
"B38002655"	2012	
"A46081881"	2013	
"B20070082"	2011	
"B33605031"	2014	
"A18017244"	2016	
"A48040232"	2015	
"A28238723"	2015	
"B47009840"	2017	
"A35811272"	2008	
"A38842316"	2011	
"B50997949"	2012	
"C08164253"	2010	
"A01007442"	2012	
"A84911445"	2012	
"A48000939"	2016	
"B15015712"	2015	
"A03026523"	2017	
"A07084940"	2009	
"A14015101"	2010	
"B28028348"	2014	
"A28111342"	2009	
"B84768761"	2007	
"F49006554"	2013	
"A33015454"	2010	
"A41762386"	2015	
"A48802854"	2012	
"A03021409"	2012	
"A28019461"	2009	
"V03315637"	2012	
"A60362266"	2017	
"A48034110"	2016	
"A36040442"	2015	
"A31194905"	2008	
"B62173604"	2008	
"B35642198"	2007	
"A46031845"	2016	
"A37010295"	2011	
"V61861548"	2013	
"A28389880"	2016	
"A78879079"	2009	
"A79492104"	2014	
"B84654201"	2008	
"A03011392"	2016	
"G38004297"	2016	
"B30020226"	2009	
"A28111342"	2013	
"B03044641"	2011	
"A17018052"	2008	
"A79492104"	2010	
"A12512497"	2008	
"A03010170"	2014	
"A30035810"	2017	
"A28283794"	2017	
"B95486213"	2010	
"A08197881"	2015	
"B48969885"	2008	
"A23004369"	2014	
"B29369758"	2017	
"A85426971"	2009	
"A28290799"	2007	
"B92217975"	2007	
"A08515116"	2007	
"A53552634"	2012	
"A08603888"	2013	
"A28208825"	2015	
"A60963287"	2010	
"A08194284"	2016	
"A38762167"	2007	
"A15038326"	2007	
"A03076270"	2016	
"A23372832"	2013	
"B25006222"	2007	
"B37416575"	2010	
"A28404614"	2015	
"A02006419"	2017	
"B21015474"	2012	
"B08195653"	2012	
"A01017557"	2010	
"A36600518"	2008	
"B35028281"	2014	
"A84451848"	2016	
"B29053808"	2015	
"A62415641"	2011	
"F38004289"	2008	
"B26231191"	2010	
"A03167939"	2007	
"B57423519"	2008	
"A36561595"	2007	
"A01376888"	2008	
"A01376888"	2007	
"A33018425"	2014	
"A36561595"	2012	
"A09028184"	2015	
"A08009490"	2011	
"A07244023"	2011	
"B14028732"	2013	
"B46105771"	2014	
"B81762684"	2007	
"A08401184"	2009	
"A33606682"	2011	
"A41191313"	2010	
"B84227461"	2010	
"A97163653"	2017	
"A24009086"	2011	
"A53552634"	2014	
"A03035417"	2016	
"A28087013"	2017	
"A36600518"	2007	
"B28569127"	2014	
"A57346926"	2008	
"A01020809"	2014	
"B83603746"	2012	
"A36600518"	2012	
"A01016591"	2009	
"A36600518"	2014	
"A01020809"	2012	
"A78343977"	2013	
"B08912669"	2008	
"A15685324"	2010	
"A41081290"	2014	
"A21006507"	2011	
"A08128910"	2013	
"A28505337"	2010	
"B18022988"	2016	
"B45018017"	2007	
"A01017557"	2011	
"A02006021"	2007	
"B43907112"	2010	
"A45005477"	2017	
"A01014794"	2012	
"A38026605"	2013	
"A48050439"	2009	
"A03010568"	2016	
"B06368674"	2007	
"B41094459"	2009	
"A28582450"	2007	
"B78077724"	2013	
"B18694349"	2014	
"A08699720"	2014	
"A21009295"	2007	
"A43030626"	2013	
"A83741967"	2007	
"A08009490"	2010	
"B42141176"	2016	
"B03035854"	2009	
"A35811272"	2011	
"A28429280"	2014	
"A24015406"	2011	
"B20193017"	2008	
"B92116979"	2013	
"B46167078"	2017	
"A47022165"	2010	
"B36621068"	2007	
"B83257295"	2013	
"A08021768"	2012	
"B61967774"	2011	
"A17001793"	2017	
"A92954130"	2012	
"B31777691"	2010	
"A01010164"	2011	
"A01009414"	2017	
"A01009414"	2015	
"A48034110"	2007	
"A22174932"	2014	
"A01009075"	2016	
"A01009075"	2009	
"A08075293"	2014	
"A31829203"	2011	
"A01008234"	2017	
"B46118303"	2015	
"A35019637"	2011	
"A30006308"	2016	
"A28487601"	2013	
"A28399186"	2011	
"B03072493"	2017	
"A63736458"	2008	
"A21006507"	2007	
"A28040996"	2016	
"A38013744"	2007	
"A36605772"	2009	
"B57362105"	2011	
"A36605772"	2011	
"A08689796"	2015	
"B61967774"	2010	
"B10317188"	2010	
"B39551973"	2007	
"B50002849"	2016	
"A43016757"	2009	
"B80470628"	2011	
"B83045674"	2010	
"B08136905"	2011	
"A08194284"	2014	
"C28863686"	2007	
"B36002970"	2008	
"A08182206"	2010	
"A33014176"	2012	
"A01006055"	2011	
"A08244220"	2009	
"A08713869"	2017	
"A23004369"	2009	
"B38380473"	2010	
"A85270965"	2011	
"B33876459"	2008	
"A08121279"	2015	
"A12021366"	2011	
"B08078396"	2010	
"A41022237"	2017	
"A48077184"	2013	
"A41042904"	2017	
"B30010797"	2016	
"B85225282"	2015	
"A78018421"	2010	
"A41112012"	2010	
"A30038764"	2011	
"A45005790"	2011	
"A04047700"	2010	
"A48094486"	2007	
"A06017941"	2009	
"A39000849"	2009	
"A08146870"	2015	
"A28295806"	2007	
"B32362410"	2013	
"A30032130"	2014	
"A14023139"	2013	
"B85294916"	2011	
"A08441495"	2015	
"A45063039"	2017	
"A46002184"	2015	
