nif	year	total_activo
"A45002219"	2009	62082.52
"A82683434"	2014	62085.14
"A40006371"	2014	62117.94
"B37014388"	2009	62148.95
"A28145498"	2014	62182.45
"A28293884"	2013	62193.01
"A08291924"	2012	62245.96
"A78428596"	2012	62254.71
"A43020643"	2011	62256.06
"A28273241"	2009	62285.21
"A46048815"	2009	62285.22
"A38014114"	2016	62287.35
"A21006507"	2014	62315.7
"B43241769"	2016	62325.1
"A81487027"	2011	62326.51
"A30033898"	2016	62328.12
"A48031686"	2014	62332
"A28456820"	2009	62444.87
"A12461802"	2012	62488.36
"B84537315"	2014	62517.5
"A22013072"	2007	62554.49
"A23010705"	2010	62567.14
"B78077724"	2008	62569
"A46036380"	2009	62575.4
"B09417932"	2015	62654.64
"B92217975"	2014	62672.74
"A43035542"	2017	62673.83
"A10011641"	2012	62699.11
"A48031686"	2008	62758.61
"B28354355"	2017	62763.7
"F49006554"	2017	62768.01
"B47009626"	2014	62788.95
"A46045936"	2012	62830.26
"A82683434"	2011	62856.03
"B14030720"	2014	62869.8
"A30033898"	2017	62894.5
"A38010997"	2013	62933.25
"B47009626"	2013	62947.26
"B81335473"	2016	62954.06
"B08407322"	2016	62960.13
"A08513178"	2014	62990.91
"A28074078"	2013	63018.12
"B81335473"	2010	63078.2
"A01013077"	2015	63091.48
"A28451649"	2015	63141.87
"A30033898"	2015	63155.91
"B15032485"	2014	63168.05
"B62725320"	2016	63191.44
"A46086773"	2012	63241.71
"A08332363"	2010	63262.73
"A22174932"	2007	63281.46
"A85280253"	2016	63290
"B99029365"	2016	63296
"A09028184"	2014	63305.2
"B57208878"	2013	63319.95
"A29003951"	2016	63325.33
"A28025435"	2010	63353.91
"B91372748"	2015	63374.39
"A28058725"	2015	63385.39
"A30005920"	2014	63407.88
"B48714133"	2014	63458.95
"A40006371"	2016	63539.7
"B60420692"	2009	63543.21
"B58875048"	2009	63612.61
"A08012270"	2016	63620.32
"F03842671"	2007	63621.13
"A45015872"	2014	63653.32
"A28058725"	2016	63655.67
"A38023925"	2009	63661.6
"A82335746"	2010	63668.73
"A80482334"	2010	63739.51
"B96246350"	2016	63757.86
"A78990603"	2014	63765.11
"A28016947"	2013	63805.8
"A28627446"	2012	63807.94
"A17013657"	2016	63812.62
"B91235622"	2011	63830.29
"A46269155"	2013	63854.46
"A43035542"	2012	63862.7
"A48025845"	2007	63880.4
"A12021556"	2016	63882.97
"A28623379"	2016	63886.63
"A08031544"	2013	63897.29
"A08384190"	2012	63935.27
"A48031686"	2009	63958
"B60171162"	2011	63979.09
"A48002984"	2016	63979.87
"A06244131"	2017	63994.27
"B81335473"	2011	64000.34
"A28814135"	2011	64007.18
"A08604316"	2012	64092.12
"B91372748"	2014	64115.67
"A81487027"	2012	64188.16
"B11630886"	2013	64213.3
"A08182206"	2017	64229.25
"A28290799"	2014	64235.37
"A08431090"	2008	64258
"A14020713"	2011	64263.53
"A46045936"	2014	64322.63
"B29682135"	2012	64364.06
"B08407322"	2017	64371.33
"A46023255"	2014	64405.89
"A79049797"	2012	64407.81
"A07161821"	2017	64436.29
"A12461802"	2016	64475.9
"A26023606"	2013	64479.98
"A08766099"	2015	64480.3
"A46023255"	2013	64485.65
"B99029365"	2014	64514.27
"A12021556"	2017	64543.85
"A08439291"	2008	64552.47
"B96952635"	2010	64568.73
"A12021556"	2008	64578.48
"A33013202"	2008	64587
"A35005743"	2017	64599.94
"A30023238"	2017	64634.77
"A33117995"	2009	64636.62
"A08766099"	2011	64741.47
"B43361724"	2013	64762.73
"A36632875"	2013	64787.84
"A46269155"	2011	64788.47
"A17011297"	2014	64789.29
"A04006417"	2011	64806.78
"A45017241"	2014	64821.05
"A78990603"	2010	64853.38
"B08407322"	2015	64927.98
"A08431090"	2009	64930
"B99029365"	2015	64946
"B43241769"	2011	64953.46
"A82335746"	2009	64980.36
"A28058725"	2017	65007.05
"A28627446"	2011	65016.13
"A28491637"	2010	65020.06
"A81931214"	2016	65020.56
"A23016157"	2011	65053.14
"F10027423"	2013	65056.06
"A46052809"	2011	65065
"B99029365"	2017	65069
"A81931214"	2017	65084.38
"A07084940"	2016	65155.77
"A47010095"	2016	65230.53
"A45015872"	2015	65250.1
"A45445210"	2009	65282
"A25529074"	2015	65282.67
"B12541496"	2013	65293.85
"A06008361"	2017	65337.93
"A07052244"	2014	65365.95
"A78389608"	2015	65372.73
"B81335473"	2009	65386.65
"A35610666"	2017	65400.64
"B36007904"	2014	65432.6
"F20025441"	2010	65512
"A08489007"	2015	65527.6
"A80245129"	2008	65558.03
"A08384638"	2010	65584.74
"A28283067"	2009	65611.23
"A08014813"	2015	65692.59
"A07059058"	2014	65794.67
"A28695021"	2013	65806.09
"A22174932"	2010	65810
"A21006507"	2012	65835.7
"A82275306"	2012	65902
"B30009039"	2010	65908.45
"A12524278"	2013	65929.97
"B83325076"	2010	65974.77
"A28245009"	2011	65987.17
"A04006417"	2010	66031.73
"B41591165"	2015	66088
"A08012270"	2013	66113.14
"B73070914"	2014	66150.69
"A48002984"	2014	66217.91
"A96773940"	2012	66230
"A28359073"	2015	66248.57
"A28245009"	2012	66254.92
"A06008361"	2015	66270.98
"A47010095"	2017	66327.47
"A80245129"	2010	66328.76
"A78428596"	2013	66337.88
"A12003950"	2013	66342.58
"A08012270"	2015	66343.94
"A33013202"	2010	66389
"A12021556"	2007	66396.94
"A09028184"	2013	66401.79
"A20029104"	2010	66449.79
"A33018425"	2011	66451.64
"B95087482"	2010	66496
"A47005095"	2014	66504.77
"A08439291"	2010	66514.27
"A33018425"	2007	66520.25
"A36226645"	2017	66534.8
"B81335473"	2015	66548.63
"A23016157"	2015	66571.52
"A28074078"	2012	66580.87
"A08397002"	2007	66623.63
"A81408817"	2009	66646.76
"A38014114"	2010	66703.06
"B82612904"	2008	66763.71
"B27013713"	2017	66779.2
"A28025435"	2012	66785.51
"G38004297"	2011	66827.43
"B84150994"	2017	66853
"A15007750"	2011	66862.88
"A08026197"	2012	66911
"A03681186"	2010	66917.41
"A28025435"	2011	66951.62
"B60024353"	2009	66953.82
"B61729737"	2012	66954.8
"A33013202"	2009	66970
"A17005968"	2017	66973.66
"A96773940"	2011	66976.42
"A22013072"	2009	66980
"A28074078"	2011	67012.02
"A08274805"	2017	67019.64
"A08106031"	2014	67072
"A08358442"	2016	67072.92
"A12461802"	2013	67079.64
"B99029365"	2013	67094.23
"A08604316"	2016	67105.86
"B83393223"	2011	67131.44
"V30558738"	2013	67143.55
"A33117995"	2011	67175.94
"A62332580"	2016	67197.28
"A07161821"	2010	67288.68
"A46269155"	2009	67309.85
"B35042092"	2007	67322.61
"A81487027"	2010	67322.61
"A12011672"	2009	67368.77
"B28376184"	2017	67405.33
"A28422335"	2007	67426.67
"A28016947"	2014	67441.62
"A38010997"	2014	67448.85
"A46086773"	2013	67454.38
"B60171162"	2012	67516
"B62409065"	2009	67522.18
"A08513178"	2015	67523.1
"B46140885"	2011	67538.69
"B60420692"	2010	67545.89
"A28404614"	2008	67551.02
"A07084940"	2015	67568.95
"A35610666"	2016	67654.44
"A08132656"	2014	67677.79
"A09021825"	2014	67697.83
"B28557064"	2010	67728.23
"A08031544"	2014	67758.16
"A43020643"	2015	67798.26
"A08106031"	2016	67848
"A28357093"	2015	67907.34
"A08014813"	2013	68042.98
"B57208878"	2017	68084.92
"B36010098"	2013	68098.45
"A21006507"	2013	68105.45
"B41591165"	2016	68109.09
"A12010948"	2014	68168.55
"A28283794"	2014	68170.65
"A50018837"	2011	68173.63
"B48714133"	2013	68182.41
"B81335473"	2014	68183.84
"A38023925"	2010	68196.8
"A08106031"	2015	68202
"A82275306"	2010	68211.47
"B08359093"	2011	68228.81
"B62385067"	2014	68234.88
"A33055138"	2012	68248.32
"A08397002"	2010	68298
"A28074078"	2014	68307.05
"A35005743"	2013	68374
"A30009146"	2007	68389.11
"A08384190"	2014	68459.53
"B37012069"	2012	68470.51
"B14008999"	2008	68503.29
"A46111654"	2013	68534.4
"B43361724"	2015	68547.06
"F03842671"	2008	68658.98
"A08358442"	2017	68731.65
"A38014114"	2011	68735.41
"A25041146"	2017	68747.01
"B81335473"	2013	68774.09
"A43020643"	2012	68787.82
"A07061161"	2015	68797.31
"A08106031"	2017	68835
"A78990603"	2009	68916.92
"A41035742"	2013	68933.46
"A28155240"	2011	68937.93
"A17011297"	2016	68958.01
"A82335746"	2007	68997.65
"A83150060"	2010	69017
"A08513178"	2017	69029.62
"A33018425"	2009	69050.7
"A28627446"	2013	69058.27
"A22008106"	2017	69084.94
"A28155240"	2010	69088.24
"A28749976"	2012	69096.38
"A07161821"	2012	69121.56
"A43020643"	2014	69155.61
"A28404614"	2009	69156.36
"A08604316"	2015	69172.19
"A50049519"	2007	69181.36
"A08014813"	2017	69191.94
"A22008106"	2016	69209.35
"A08012270"	2017	69215.34
"A81487027"	2008	69216
"A82275306"	2013	69238
"A29018223"	2007	69269.55
"A20038915"	2011	69271.45
"B62173604"	2013	69326
"A08276438"	2010	69354.14
"A12017919"	2013	69389.73
"B15032485"	2016	69452.58
"A28362127"	2009	69464.77
"B46132387"	2016	69490.31
"B46151411"	2009	69536.55
"A28283067"	2010	69550.29
"B82612904"	2009	69619.21
"B62385067"	2015	69637.54
"A08358442"	2014	69650.97
"B30009039"	2011	69654.39
"A08439291"	2012	69661.09
"A82683434"	2015	69673.26
"A80482334"	2011	69775.85
"A28451649"	2014	69776.78
"A28487007"	2013	69829.05
"A32015844"	2007	69832.49
"B95087482"	2009	69994
"A48037592"	2011	70002
"B81231516"	2011	70045.91
"A28359073"	2016	70093.46
"B57208878"	2016	70094.11
"A45015872"	2016	70131.77
"A15010564"	2007	70154.71
"A06008361"	2016	70167.71
"A08384638"	2017	70236.57
"A35005743"	2014	70255
"A06244131"	2014	70264.41
"A81593808"	2011	70277.67
"A78990603"	2008	70312.84
"B82393778"	2013	70315.13
"A08384638"	2016	70376.46
"A12029039"	2013	70430.48
"A06244131"	2015	70445.22
"F10027423"	2016	70457.88
"A47010095"	2015	70480.99
"F10027423"	2015	70501.44
"A28451649"	2013	70510.99
"B28193340"	2012	70513.46
"A07161821"	2011	70589.08
"B60171162"	2013	70627
"B19001551"	2016	70634.32
"A31071913"	2012	70637.58
"A12011672"	2014	70646.27
"A07061161"	2016	70649.48
"A08192965"	2015	70723.66
"B57208878"	2015	70735.28
"A48084909"	2011	70755.83
"A48037592"	2010	70797
"A12010948"	2013	70893.56
"A38027637"	2014	70899.08
"B97389209"	2011	70922.66
"A24011165"	2015	70923
"A23016157"	2014	70968.63
"A78879079"	2009	70980.41
"A07036569"	2014	71015.44
"A47010095"	2013	71099
"A08012270"	2014	71103
"A12461802"	2014	71115.95
"A21006911"	2011	71121.24
"A33018425"	2008	71167.77
"A41017161"	2015	71185.11
"B85225282"	2015	71198.83
"B08243693"	2009	71228
"A46052809"	2012	71254
"A07018112"	2013	71293.48
"A06017941"	2016	71295.93
"A28125920"	2007	71316.32
"A41017161"	2014	71346.42
"A28058725"	2009	71417
"B08265183"	2014	71428
"B08265183"	2013	71437
"A48084909"	2017	71464
"A33117995"	2012	71473.06
"A08291924"	2014	71495.14
"A02003754"	2014	71527.73
"A08384190"	2013	71536.48
"A50057322"	2014	71557.47
"A28451649"	2012	71590.98
"A15016595"	2009	71593.13
"B08243693"	2007	71597.77
"A78879079"	2012	71613.13
"A28200384"	2009	71668.17
"A48002984"	2015	71703.73
"A28627446"	2014	71746.15
"B08243693"	2008	71809
"A78389608"	2014	71901.87
"B30041115"	2016	71913.36
"A22174932"	2009	71920.51
"A14020713"	2013	71937.59
"A45015872"	2017	71939.76
"B15032485"	2017	71961.77
"B46020541"	2015	71962.34
"A06017941"	2015	71990.59
"A08109365"	2010	72022.91
"A78990603"	2017	72039
"A82275306"	2015	72059
"A20029104"	2011	72096.05
"A80482334"	2012	72096.46
"B08271694"	2013	72097.88
"A12095295"	2015	72136.87
"F10027423"	2012	72189.49
"B08359093"	2012	72193.2
"A79049797"	2008	72236.66
"A46036380"	2012	72301.27
"A30033898"	2014	72352
"B95087482"	2008	72374.79
"B43361724"	2012	72436.7
"A28110971"	2010	72487.26
"A08291924"	2015	72565.07
"A28058725"	2010	72567
"A28362127"	2010	72636.53
"A46105532"	2012	72649.23
"A28033702"	2016	72656
"A28404614"	2012	72675.78
"A28145498"	2016	72684.08
"A28404614"	2011	72684.39
"A28145498"	2015	72705.12
"B84537315"	2015	72721.31
"A31071913"	2009	72802.15
"A08274987"	2010	72844.36
"A08604316"	2017	72887.29
"A82854811"	2008	72918.53
"A28245009"	2010	72920.97
"A21006911"	2012	72936.77
"B81864894"	2015	72950.71
"A45002219"	2010	72954.7
"B62173604"	2014	72967.2
"A12023693"	2009	72967.85
"A08291924"	2013	72978.7
"A12023693"	2007	73049.7
"A82275306"	2014	73129
"A46105532"	2011	73150.05
"A35610666"	2015	73206.78
"A33117995"	2013	73264.82
"B46020541"	2014	73338.3
"A79939112"	2011	73354.72
"A12023693"	2010	73373.05
"B81335473"	2012	73403.7
"A08384638"	2011	73421.27
"B83393223"	2012	73424.37
"A28422335"	2008	73428.58
"A02003754"	2015	73440.07
"A12095295"	2017	73456.74
"A22008106"	2015	73481.94
"B50031749"	2009	73505.59
"A28491637"	2011	73529.59
"A46086773"	2010	73564.08
"A78389608"	2016	73592.29
"A46105532"	2013	73634.63
"A08014813"	2014	73704.52
"A08766099"	2012	73714.73
"A81408817"	2010	73718.56
"A24011165"	2017	73720
"A41035742"	2014	73730.03
"A17011297"	2015	73764.48
"A28033702"	2013	73781
"A08110249"	2007	73785.44
"A08384638"	2015	73838.08
"B47009626"	2015	73849.2
"G38004297"	2012	73861.02
"A78428596"	2014	73893.94
"A35610666"	2014	73909.04
"B20023982"	2015	73945.04
"A26023606"	2017	73954.89
"B83588657"	2013	73974.93
"A23016157"	2012	73993.23
"A30009146"	2008	73996.27
"A81200511"	2017	74064.14
"A28623379"	2017	74066.2
"B28250090"	2014	74078.82
"B83814251"	2014	74132.73
"A41035742"	2012	74157.7
"A12014569"	2007	74208.04
"A60045903"	2009	74236
"B46132387"	2017	74294.12
"A74255282"	2016	74302.44
"B29006574"	2015	74327.82
"B28227866"	2010	74327.99
"A12011672"	2013	74349.52
"B08271694"	2017	74378.48
"B37014388"	2010	74411.08
"B43241769"	2014	74423.15
"A28362127"	2008	74425.87
"B83325076"	2009	74535.47
"A46092094"	2007	74548.64
"B57208878"	2014	74587.52
"A43035542"	2013	74597.15
"A12023693"	2011	74638.9
"B28255016"	2007	74639.84
"B60420692"	2016	74654.46
"A12461802"	2015	74872.85
"B61729737"	2013	74895.16
"B78459815"	2015	74909.56
"A31071913"	2013	74915.48
"A07059058"	2017	74928.82
"A38348413"	2017	74952.65
"A82683434"	2012	74956.16
"A41017161"	2017	74958.01
"B14008999"	2009	74975.35
"A14018634"	2014	75057.59
"A33117995"	2007	75105.66
"B62916077"	2014	75118.8
"A12095295"	2013	75153.48
"A35610666"	2013	75168.05
"A81200511"	2016	75171.51
"A12003950"	2017	75183.34
"B83325076"	2011	75198.57
"A33013202"	2017	75220.12
"A02003754"	2013	75224.46
"A46105532"	2017	75262.02
"B03002441"	2013	75282.85
"A08397002"	2008	75314.2
"A78879079"	2011	75326.23
"A28058725"	2011	75351
"A12011672"	2011	75368.32
"A38014114"	2015	75380.36
"A40006371"	2015	75388.43
"A08192965"	2009	75397.05
"A08397002"	2017	75471.48
"A48037592"	2008	75542
"A28259141"	2007	75619.69
"A08439291"	2009	75623.12
"A33055138"	2013	75698.96
"A28058725"	2012	75761
"A28145498"	2011	75763.06
"B96952635"	2012	75771.18
"B27015965"	2011	75800.31
"A08276438"	2016	75803.94
"A12011672"	2012	75821.3
"A29003951"	2011	75857.9
"A10011641"	2013	75898.55
"A50057322"	2015	75921.41
"B50031749"	2010	75925.91
"A28292084"	2015	75930.41
"A12029039"	2014	75950.14
"A22174932"	2008	75989.16
"A20038915"	2007	75998.7
"A79049797"	2007	76046.04
"A07161821"	2013	76074.83
"A46105532"	2014	76098.52
"A12017919"	2014	76165.87
"A15010564"	2008	76175.93
"A28456119"	2011	76193.45
"A46105532"	2010	76203.61
"B31744709"	2016	76229
"B60420692"	2015	76242.84
"F03842671"	2009	76275.82
"B28419703"	2011	76298.94
"A46052809"	2013	76327
"A46105532"	2016	76327.27
"A43020643"	2013	76359.44
"B31744709"	2017	76374
"A04047700"	2010	76413.3
"B03002441"	2014	76443
"B78459815"	2017	76443.62
"A14020713"	2015	76476.78
"A28700383"	2012	76487.61
"A28293884"	2017	76565.55
"A12023693"	2008	76572.73
"B08359093"	2015	76628.55
"A47002878"	2012	76639
"A47010095"	2012	76701
"A08397002"	2013	76709
"A60045903"	2008	76715
"A28085520"	2014	76717.56
"B08271694"	2014	76725.01
"A06017941"	2017	76752.63
"A03681186"	2011	76757.54
"A50057322"	2017	76761.2
"A97617773"	2016	76818.35
"B83814251"	2016	76871.18
"A01007442"	2015	76878.2
"A46036380"	2011	76930.48
"A08110249"	2009	76930.85
"A48084909"	2016	76947
"B82612904"	2015	76977.64
"A82275306"	2009	76978.54
"B46132387"	2014	76982.77
"A96945530"	2010	76998.64
"A48084909"	2012	77018.2
"B30009039"	2014	77038.72
"A79939112"	2013	77059.33
"A12023693"	2012	77107.82
"A08397002"	2009	77171
"B08359093"	2010	77213.15
"A28198356"	2008	77222.44
"A30033898"	2013	77272.52
"A08332363"	2011	77283.84
"A08109365"	2011	77301.11
"B31744709"	2015	77304
"A80482334"	2016	77308.25
"A78389608"	2017	77309.88
"A28085520"	2013	77337.46
"B48714133"	2017	77368.28
"B81864894"	2008	77380
"A17013657"	2017	77457.55
"B08359093"	2014	77504.01
"A33018425"	2012	77505.89
"A33055138"	2014	77514.45
"A46105532"	2015	77540.53
"B28193340"	2013	77557.89
"B60420692"	2017	77621.48
"B46020541"	2016	77631.3
"A28074078"	2015	77715.19
"A38027637"	2016	77737.87
"A23010705"	2011	77738.35
"A20038915"	2010	77854.06
"A04012258"	2011	77905.02
"B62916077"	2016	77915
"B08359093"	2013	77925.23
"A08110249"	2008	77955.2
"A46111654"	2014	78083.43
"A08110249"	2010	78149.52
"A29003951"	2012	78197.76
"B82612904"	2016	78304.96
"A80482334"	2009	78404.8
"B62385067"	2013	78483.8
"A45002219"	2011	78501.1
"A47002878"	2013	78503
"B28569127"	2007	78562.96
"A08612061"	2014	78580.2
"A15009665"	2007	78621.65
"A33013202"	2016	78625.03
"A48037592"	2009	78627
"A50057322"	2013	78680.51
"A53559530"	2010	78724.42
"A08276438"	2015	78787.7
"B37012069"	2013	78791.59
"B03002441"	2015	78820.1
"A12011672"	2010	78881.64
"A28456119"	2017	78906.63
"B37012069"	2015	78968
"B38425070"	2017	78990.55
"A08274987"	2014	78993.23
"B19001551"	2017	79087.49
"A28190973"	2016	79120.76
"A50057322"	2016	79150.73
"B12541496"	2017	79178.85
"A11355526"	2010	79206.63
"A08274987"	2016	79236.13
"B46020541"	2017	79244.87
"A35397884"	2017	79283.11
"A11355526"	2012	79312.73
"A80959612"	2012	79314
"A06003800"	2015	79324.26
"A33008921"	2007	79331.54
"A21006911"	2013	79363.3
"B83814251"	2013	79395.02
"A15007750"	2012	79504.48
"B28376184"	2009	79509
"A81041147"	2007	79535.41
"G38004297"	2013	79591.13
"B07883457"	2007	79595.45
"A08276438"	2011	79701.64
"A47010095"	2014	79705
"B83814251"	2015	79738.34
"A07161821"	2014	79777.35
"A46092094"	2008	79830.96
"A81041147"	2010	79843
"A08291924"	2016	79857.16
"A08192965"	2010	79900.77
"B11630886"	2014	79921.34
"A28085520"	2015	79938.45
"A35397884"	2015	80004.06
"A04006417"	2014	80051.83
"B27015965"	2017	80056.97
"B29006574"	2016	80068.68
"A50049519"	2008	80085.38
"B78077724"	2010	80095
"A35397884"	2016	80102.48
"A38645214"	2013	80159.77
"A20038915"	2012	80332.17
"B62173604"	2015	80344
"A28293884"	2014	80347.55
"B38425070"	2010	80411.34
"A12023693"	2013	80496.73
"A08766099"	2013	80605.23
"A11355526"	2011	80669.57
"A60362266"	2008	80685.56
"A11355526"	2014	80728.04
"A12003950"	2016	80900.02
"A31071913"	2014	80942.54
"A28357093"	2014	80946.81
"B30041115"	2017	80997.2
"B37012069"	2014	81054.68
"A30603716"	2009	81094.73
"A08276438"	2017	81098.1
"A96945530"	2009	81099.54
"A08384190"	2015	81108.73
"A08192965"	2011	81119.91
"A08110249"	2011	81147.45
"A53817359"	2014	81172.7
"A61427183"	2013	81192.09
"A08116147"	2011	81243
"A46048815"	2010	81262.6
"A04012258"	2009	81271.51
"A46099776"	2007	81307.14
"A48084909"	2013	81373.44
"A33055138"	2015	81381.66
"A08612061"	2015	81409
"A28293884"	2015	81415.65
"A14020713"	2012	81494.34
"A48080147"	2015	81563.98
"B60024353"	2017	81622.91
"B60420692"	2014	81628.97
"F10027423"	2014	81651.46
"A50018837"	2015	81653.02
"B84504455"	2013	81666.41
"B62385067"	2009	81693.79
"B60024353"	2015	81705.72
"F20025441"	2017	81773
"B62173604"	2017	81788
"A33008921"	2009	81815.95
"A12021556"	2009	81864.8
"B60024353"	2016	82016.17
"A28085520"	2016	82041.52
"A82501545"	2009	82052.78
"A48084909"	2015	82066.75
"B60171162"	2014	82114
"B60420692"	2013	82117.97
"A28058725"	2014	82139
"B78077724"	2009	82198
"B62173604"	2016	82200
"A11355526"	2015	82206.6
"A12095295"	2016	82250.14
"B95087482"	2011	82262
"B96246350"	2017	82298.98
"A79939112"	2014	82336.28
"A08109365"	2012	82342.11
"A21006911"	2010	82456.01
"B29006574"	2017	82480.73
"A11000288"	2013	82510.23
"A28668127"	2017	82653.25
"A08274987"	2017	82665.06
"A48084909"	2014	82699.27
"A97617773"	2017	82737.01
"A28198356"	2009	82746.73
"A48031686"	2015	82766
"A28293884"	2016	82888.5
"A20806329"	2011	82933.33
"A14018634"	2017	82935.55
"B83481002"	2012	82937.42
