nif	year	deudores
"A17202375"	2017	13436.91
"A08288490"	2017	13442.8
"A03021409"	2008	13450.94
"B38828687"	2014	13452.68
"B31065212"	2016	13454.23
"B28419703"	2013	13455.36
"A08358442"	2008	13459.82
"B17023995"	2011	13459.87
"A08005761"	2012	13461.88
"B36007904"	2010	13464.39
"B28617256"	2013	13464.46
"A08157737"	2008	13464.59
"A46269155"	2008	13465.34
"A28133023"	2014	13466.74
"A33778739"	2008	13471.24
"A82843129"	2011	13471.56
"A30013791"	2016	13472.17
"A24022196"	2017	13472.24
"A46068862"	2011	13480.44
"A28125920"	2011	13486
"A39000450"	2008	13487.17
"A08157737"	2012	13488.67
"A08224081"	2013	13490.55
"A17011297"	2010	13493.79
"A31138761"	2008	13494.44
"A48057467"	2011	13496.03
"B36007904"	2011	13500.52
"B31744709"	2017	13505
"A08005761"	2008	13507.72
"A28133023"	2008	13510.89
"A78320736"	2009	13511
"A08136806"	2009	13511
"A02003754"	2009	13512.74
"A46077053"	2017	13518.28
"B38022570"	2013	13523.52
"B59162701"	2007	13524.58
"B63031660"	2014	13525
"A07018112"	2016	13526.51
"A23010705"	2010	13526.96
"A30005920"	2012	13530.4
"A58415779"	2009	13531.02
"A20020277"	2008	13535.74
"B81009151"	2008	13537.26
"A14022099"	2017	13538.54
"A30013791"	2015	13538.91
"A08274987"	2011	13544.85
"A28400323"	2015	13547.7
"A48108484"	2011	13558.46
"A28030062"	2008	13561.26
"A36621522"	2014	13563.08
"A29003951"	2008	13563.4
"A07018112"	2015	13563.64
"A07016991"	2016	13571.65
"A46068862"	2012	13575.95
"B50475839"	2013	13576.24
"A17055153"	2009	13581.79
"A28117026"	2012	13584
"A46078556"	2007	13587.8
"A28202075"	2012	13590.82
"A08157737"	2011	13599.04
"A23010705"	2009	13604.66
"A24022196"	2015	13606.29
"A28013894"	2007	13608.72
"A38018404"	2013	13610.9
"A08290405"	2016	13612.06
"A28117026"	2011	13614.68
"B28138196"	2014	13615.37
"A30418255"	2017	13619.25
"A43029339"	2010	13619.96
"B30000574"	2015	13621.23
"B96683347"	2008	13621.65
"A46134250"	2010	13628.29
"A08288490"	2016	13628.89
"A30005920"	2011	13635.33
"A61351540"	2016	13640
"A18291476"	2015	13643.26
"A41017161"	2013	13645.1
"A40006371"	2016	13651.52
"A28359073"	2009	13654
"A31007743"	2008	13656.35
"B48841282"	2014	13656.57
"A28133023"	2015	13657.51
"A83150060"	2011	13660
"B18751461"	2016	13664.12
"A20779849"	2014	13664.25
"A46052809"	2008	13665
"A38018404"	2016	13665.95
"A28494896"	2015	13668.47
"B82852831"	2010	13672.4
"B84348622"	2017	13674.49
"A78521168"	2009	13675.35
"A26010413"	2010	13686.18
"A33689530"	2011	13688.76
"B57175283"	2014	13694.46
"A39000450"	2009	13703
"A48064182"	2015	13704
"A07016256"	2012	13705
"A06008361"	2011	13709.15
"A12461802"	2014	13709.38
"A26023606"	2015	13712.95
"B80146517"	2011	13715
"B60171162"	2008	13718.7
"A38024907"	2011	13718.74
"A08005761"	2011	13719.54
"B61967774"	2013	13722.19
"B60653466"	2013	13724.82
"B36684157"	2011	13726.67
"B28617256"	2015	13727.5
"A12524278"	2016	13732.92
"A46003265"	2007	13734.63
"A48020200"	2010	13736.03
"A48084909"	2011	13737.22
"B31078058"	2013	13737.83
"A20020277"	2007	13738.48
"A12019295"	2015	13745.22
"A08513178"	2009	13745.73
"A30041719"	2010	13747.23
"A07016256"	2011	13752
"A12329223"	2013	13754.15
"A22001721"	2014	13759.45
"A82275306"	2007	13763.66
"A11355526"	2011	13766.61
"A78020732"	2014	13768.33
"A17202375"	2016	13769.51
"A82485335"	2009	13775.01
"A08238578"	2011	13776.62
"A47010095"	2011	13778.03
"A08031544"	2010	13780.44
"A43020643"	2009	13781.38
"A42000901"	2010	13784.34
"A28487007"	2013	13790.48
"A08105256"	2014	13798.88
"B46012324"	2008	13799.53
"A28148898"	2017	13801
"A46336152"	2012	13803.32
"A62415641"	2010	13803.33
"A12095295"	2010	13808.35
"A43020643"	2008	13808.53
"B46140885"	2017	13810.25
"A83048363"	2013	13813.67
"A28133023"	2017	13816.82
"A39012638"	2009	13818.42
"A58349929"	2017	13820.73
"A17023813"	2009	13823.57
"A38027637"	2012	13825.34
"B50029263"	2013	13829.07
"A06014930"	2009	13830.12
"A08630063"	2017	13830.59
"B30009039"	2009	13833.12
"A12029039"	2017	13838.31
"A28427516"	2015	13849.18
"B28250090"	2013	13852.4
"B99029365"	2014	13854.95
"A41762386"	2014	13859.8
"B46020541"	2013	13863.56
"A12329223"	2014	13865.38
"A40006371"	2011	13870
"A30005920"	2008	13871.79
"A35499318"	2017	13872.24
"B28617256"	2009	13873.63
"A08199168"	2010	13880.06
"A50068923"	2012	13882.57
"A41002544"	2013	13889.9
"A53283511"	2014	13891.55
"A11209749"	2016	13892.74
"A08361016"	2013	13895.42
"A15017163"	2015	13897.86
"B28241495"	2016	13899
"B84348622"	2015	13919.78
"A48108484"	2010	13923.22
"F38008579"	2013	13926.1
"A26010413"	2011	13933.92
"A21006507"	2007	13934.05
"B30000574"	2017	13934.51
"A08031544"	2008	13935.78
"A08014813"	2007	13939.61
"A47002878"	2015	13941
"A28110971"	2007	13942.09
"A96945530"	2015	13949.05
"A20031076"	2007	13949.38
"F38008579"	2010	13950.11
"A28013894"	2008	13953.09
"A21006507"	2008	13960.32
"A08274987"	2013	13961.15
"A46045936"	2014	13961.19
"A28475770"	2011	13968.55
"A46336152"	2013	13974.73
"A28133023"	2007	13977.17
"A33605072"	2011	13977.72
"B46140885"	2008	13978.65
"B12541496"	2009	13979.51
"A28712479"	2007	13979.96
"A46134250"	2012	13982.58
"A08274987"	2016	13992.21
"B81009151"	2015	14000.54
"A78521168"	2017	14001.5
"A03063583"	2016	14003.25
"B97307086"	2013	14006.9
"B28307536"	2014	14009.59
"B35007376"	2009	14011.61
"A30005920"	2010	14011.7
"A28143782"	2012	14016.75
"A11355526"	2008	14017.27
"B17228081"	2011	14020.91
"B01213032"	2015	14025.04
"A28842003"	2008	14028.47
"A17034844"	2013	14036.29
"B28617256"	2007	14037.94
"A12003950"	2013	14047.44
"B01213032"	2017	14047.51
"A53283511"	2010	14051.77
"A46134250"	2011	14052.73
"A12011672"	2008	14054.6
"A28266989"	2010	14056.56
"A31038839"	2014	14057
"A28030062"	2012	14057.5
"A07161821"	2011	14057.86
"A15009665"	2008	14061.5
"A33126244"	2010	14062.26
"A28420602"	2016	14067.59
"A08274805"	2007	14068.18
"A08182206"	2007	14068.45
"A28420602"	2015	14068.83
"A28435931"	2014	14075.16
"A30005920"	2015	14075.49
"V30405880"	2010	14085.05
"A46066791"	2007	14094.79
"A33689530"	2012	14096.69
"B17019373"	2014	14099.17
"F41114141"	2007	14102.59
"B36853935"	2007	14103.35
"A48084909"	2012	14105.24
"A08026197"	2017	14110
"A46134250"	2013	14110.4
"A08384638"	2016	14111.93
"A50066562"	2007	14115.96
"B59162701"	2015	14122.37
"A08220014"	2013	14125.25
"A28313351"	2008	14141.67
"A15685324"	2016	14144.31
"A81931214"	2011	14145.92
"B60241437"	2010	14151.83
"A07013055"	2012	14153.02
"B43241769"	2012	14156.95
"A28642122"	2016	14168.54
"A08288490"	2015	14169.65
"A42004598"	2012	14174.42
"A08304933"	2011	14176.64
"B48969885"	2012	14181.73
"A78521168"	2010	14182.15
"A48002984"	2007	14184.62
"A15009665"	2009	14186.68
"A28202075"	2013	14189.79
"A38666897"	2010	14208
"F10027423"	2011	14222.42
"B60241437"	2011	14231
"A28306868"	2010	14231.12
"A58346305"	2015	14231.99
"B08988149"	2012	14239.42
"A03035417"	2007	14244.78
"A46007548"	2010	14255.51
"B19001551"	2009	14261.74
"A28266989"	2015	14265
"B95087482"	2007	14268.86
"A14030027"	2016	14271.66
"B28255016"	2008	14274.79
"A28494896"	2010	14277.27
"A50032002"	2017	14278.96
"B12002457"	2014	14289.32
"B28617256"	2010	14293.13
"A28155240"	2013	14305.45
"A10011641"	2009	14307.47
"A15000391"	2014	14313.8
"A28002640"	2012	14322.48
"A82307117"	2009	14323
"A11000288"	2013	14324.53
"A28051597"	2014	14325.68
"A32002644"	2013	14333.23
"B73456147"	2017	14337.86
"A48002984"	2008	14343.15
"A30013791"	2017	14345.25
"A78428596"	2008	14350.54
"A39000849"	2010	14353.04
"A07013907"	2007	14353.79
"A28695021"	2012	14354.19
"A58415779"	2008	14359.68
"B38005377"	2012	14363.57
"A28313351"	2016	14365.31
"A41920943"	2014	14371.33
"B59886531"	2013	14374
"A36614691"	2011	14374.36
"A45562329"	2017	14374.37
"A58415779"	2007	14376.08
"A30418255"	2007	14380.42
"B12002457"	2013	14386.96
"B11050176"	2010	14388.95
"B59886531"	2008	14389
"B27007897"	2010	14390.72
"A28292084"	2012	14395.79
"B37012069"	2016	14402.15
"B62850094"	2013	14405.58
"B28059012"	2009	14407
"A28306868"	2012	14410.35
"B95388450"	2017	14419.95
"B46140885"	2016	14422.92
"A08031544"	2009	14431.78
"A84434224"	2015	14432
"A08513178"	2007	14433.86
"A18484360"	2014	14434.81
"B28118800"	2015	14440.21
"A28827335"	2011	14441.06
"A08576753"	2012	14447.6
"A48062418"	2008	14448.28
"A48020200"	2012	14449.22
"A04012258"	2009	14449.28
"A28306868"	2011	14450.01
"A07016991"	2017	14450.18
"A58061383"	2015	14457.15
"A28049492"	2017	14459.83
"B48841282"	2013	14463.65
"A28695021"	2017	14465.39
"A21006911"	2016	14472.4
"A28266989"	2011	14476.03
"A17023813"	2011	14479.71
"A11209749"	2015	14482.11
"A28712479"	2012	14482.27
"A28292084"	2010	14485.29
"A30603716"	2010	14488.04
"B46132387"	2012	14488.37
"A36611903"	2013	14489.69
"A46068862"	2016	14490.36
"A03021409"	2009	14492.88
"A46052809"	2010	14495
"A08199168"	2016	14496.33
"A14000533"	2012	14497.32
"B85036887"	2014	14498.48
"A28171601"	2009	14500.27
"A31071913"	2009	14500.56
"B81009151"	2009	14500.59
"A06008361"	2014	14500.99
"A12081790"	2014	14502.46
"A28435931"	2016	14502.59
"A15000391"	2013	14503.89
"B80146517"	2010	14513
"B36684157"	2010	14520.29
"A20039426"	2013	14525
"A43028588"	2015	14526.12
"A36643450"	2010	14528.68
"A30005920"	2007	14528.74
"A08157737"	2014	14530.39
"A48062418"	2010	14538.01
"A08667370"	2012	14538.19
"A46068862"	2013	14540.27
"B48714133"	2009	14540.91
"A43110337"	2009	14542.81
"A12015673"	2009	14549.4
"A60016037"	2015	14554.36
"A50027929"	2012	14556.14
"B31009715"	2013	14558.91
"A01012103"	2013	14577.7
"B17019373"	2010	14578.37
"A33778739"	2011	14582.28
"A33689530"	2013	14583.31
"A58393778"	2013	14583.88
"B08136905"	2016	14585.17
"A82307117"	2014	14587
"A36014595"	2014	14587.47
"A12029039"	2015	14590.47
"A48057467"	2012	14595.19
"B03002441"	2013	14599.57
"A57277709"	2012	14604.72
"B45006616"	2017	14605.86
"A46035770"	2015	14613.94
"A28002640"	2009	14617.51
"A11355526"	2017	14617.59
"B31009715"	2012	14619.08
"A28131274"	2013	14621.57
"A41212572"	2016	14623.53
"A08361016"	2011	14632.02
"B36853935"	2012	14634.78
"A28359073"	2010	14635
"B12541496"	2012	14637.29
"B28118800"	2013	14654.56
"A48025845"	2016	14659.38
"A18291476"	2012	14661.84
"A73350399"	2017	14665.54
"A15506934"	2014	14667.17
"A15685324"	2017	14670.39
"A41002544"	2015	14670.46
"A73093734"	2014	14682.52
"B59162701"	2014	14688.63
"A58061383"	2016	14692.13
"A02013985"	2010	14693.23
"F03842671"	2008	14698.48
"A08291924"	2011	14709.99
"A08513178"	2010	14713.28
"A46003265"	2009	14720.84
"A28283794"	2009	14724.07
"B31009715"	2011	14728.68
"A08257529"	2013	14735
"A08031544"	2007	14737.66
"B17019373"	2017	14752.85
"A12095295"	2011	14758.57
"A01007442"	2007	14767.41
"A08078719"	2008	14770.33
"A46052809"	2007	14772.85
"B28255016"	2017	14774.87
"A79939112"	2008	14777.08
"A24020562"	2013	14785.47
"B08013963"	2013	14786.14
"A30418255"	2011	14796
"A23016157"	2014	14803.52
"B47572367"	2014	14804.34
"A22008106"	2014	14810.9
"A48020200"	2015	14814.71
"B46201158"	2016	14823
"A08274987"	2010	14823.11
"B28617256"	2014	14823.73
"A48062418"	2015	14829.6
"A08384190"	2010	14833.35
"B84348622"	2016	14833.69
"A46007548"	2011	14835.28
"A96569207"	2011	14835.36
"A39000450"	2011	14836
"B38005377"	2007	14836.12
"A28642122"	2017	14838.62
"B46140885"	2010	14838.94
"A47005095"	2007	14842.63
"A45562329"	2016	14842.96
"B08243693"	2016	14844
"A47005095"	2008	14844.22
"B31065212"	2017	14844.58
"A29003951"	2007	14849.93
"A08274987"	2012	14850.14
"A28137255"	2009	14857.88
"A35115856"	2012	14859.88
"B50067586"	2009	14860.02
"A36226645"	2014	14870.73
"B30605760"	2014	14871.75
"A26004960"	2016	14874
"A01019702"	2010	14875.56
"A39012638"	2017	14877.98
"A28013894"	2010	14880.41
"A03021409"	2010	14897.02
"A29507456"	2014	14899.12
"A38027637"	2007	14900.89
"A17011297"	2016	14907.39
"A08361016"	2015	14908.28
"A46269155"	2010	14909.07
"A63414486"	2014	14912
"A29005782"	2007	14913.6
"A28814135"	2016	14922
"A17202375"	2011	14923
"A28518090"	2008	14926.22
"A06003800"	2016	14928.14
"A36226645"	2010	14928.53
"B12002457"	2012	14933.9
"B46140885"	2009	14934.23
"A35023746"	2016	14940
"A28700383"	2007	14944.2
"A36611903"	2012	14944.57
"B08136905"	2013	14948.85
"A39000849"	2012	14953.54
"B03002441"	2017	14958.43
"V30405880"	2017	14961.61
"B08619405"	2014	14962.35
"B01213032"	2016	14968.19
"A08136806"	2011	14971
"A46269155"	2014	14974.31
"A07061161"	2017	14979.21
"B08136905"	2014	14982.51
"B46020541"	2011	14986.28
"A33016403"	2015	14988.22
"B12541496"	2008	14989.04
"A01061373"	2011	14991.62
"A50057322"	2013	14991.65
"A28198661"	2012	15000
"A48002984"	2011	15000.96
"B31009715"	2008	15001.39
"A12015673"	2012	15002.89
"A28273043"	2010	15007.33
"A08005761"	2013	15019.51
"A82275306"	2017	15034
"A08507741"	2014	15036.62
"A58346305"	2011	15039.91
"A81487027"	2010	15043.85
"B61729737"	2007	15052.93
"A30021877"	2016	15055.51
"A17011297"	2011	15061.86
"A11355526"	2009	15065.63
"B83257295"	2009	15065.67
"A28435931"	2017	15072.19
"A08906208"	2017	15080.31
"A08136806"	2012	15087
"A45562329"	2012	15089.58
"A58346305"	2010	15094.85
"B35007376"	2010	15097.36
"A07061161"	2012	15097.54
"A47005095"	2014	15101.31
"A46077053"	2011	15103.1
"A36614691"	2014	15109.3
"A50057322"	2017	15110.07
"B30605760"	2015	15113.97
"A33689530"	2014	15114.36
"A08224081"	2014	15116.68
"A47010095"	2017	15117
"B63100150"	2015	15123.79
"A28145498"	2013	15127.5
"A08520629"	2017	15135.88
"A36008886"	2009	15156.13
"A08238578"	2010	15171.58
"A50043298"	2014	15171.88
"A08657017"	2013	15174.99
"A08604316"	2008	15177.15
"A47002878"	2009	15189
"A39000849"	2011	15191.19
"B59162701"	2016	15201.51
"A24056319"	2017	15206.43
"A08513178"	2011	15207.42
"A08031544"	2011	15213.56
"A08148991"	2016	15218.88
"A32002644"	2010	15236.63
"A30005920"	2009	15237.17
"A08131153"	2008	15241.37
"A58061383"	2010	15247.64
"A48114318"	2007	15251.67
"A47002878"	2008	15253
"A43020643"	2007	15270.02
"F03842671"	2009	15273.1
"A26004960"	2017	15274
"B17023995"	2012	15277.04
"B27008390"	2010	15277.15
"A08384638"	2014	15277.45
"B80470628"	2014	15282.66
"B46140885"	2014	15286.75
"A08612061"	2011	15295.12
"A28420602"	2014	15299.8
"A24022196"	2010	15310.66
"B36007904"	2017	15312.64
"A17000993"	2015	15313.66
"A17023813"	2010	15330.12
"A31071913"	2012	15333.66
"A04325494"	2014	15336.26
"A28002640"	2011	15337.32
"A36008886"	2010	15341.09
"A17011297"	2017	15342.05
"A04006417"	2008	15345.97
"C28863686"	2007	15347.23
"B28354355"	2009	15348.02
"A01010164"	2010	15359.02
"A13005384"	2012	15364.41
"A48002984"	2012	15368.17
"A11209749"	2014	15370.88
"A20031076"	2008	15383
"B57551350"	2016	15393.21
"B15032485"	2012	15394.41
"B08194359"	2007	15395.8
"A08238578"	2009	15395.82
"A36008886"	2008	15399.95
"A38018404"	2015	15404.37
"A47005095"	2013	15409.57
"B28617256"	2016	15414.6
"B38005377"	2013	15414.62
"A28155240"	2012	15419.86
"A78320736"	2012	15430
"A13002134"	2017	15440.9
"A08005761"	2015	15443.68
"B60420692"	2012	15444.53
"B28255016"	2016	15455.04
"A08199168"	2012	15457.53
"A36008886"	2011	15459.71
"A48093868"	2017	15466.33
"F38008579"	2009	15468
"A41035742"	2011	15469.55
"A03017308"	2014	15472.49
"A30023238"	2016	15476.25
"A20029104"	2008	15476.71
"A28313351"	2009	15476.77
"A38024907"	2012	15481.84
"A28002640"	2008	15481.92
"A33608563"	2010	15485.29
"A28131274"	2014	15485.34
"A36011385"	2014	15500.32
"A46052809"	2011	15512
"A28146579"	2013	15514.52
"B30020226"	2013	15515.58
"A58061383"	2012	15516.06
"B03002441"	2014	15523.6
"B48472500"	2016	15527.01
"B57175283"	2015	15527.54
"B10005932"	2007	15534.26
"A50032002"	2011	15535.76
"A28600278"	2015	15536
"A11000288"	2015	15539.77
"A08290405"	2014	15541.54
"A08220014"	2015	15561.13
"A06008361"	2010	15566.41
"A36006021"	2007	15568.38
"A28025435"	2013	15571.37
"A38018404"	2014	15575.25
"A58349929"	2015	15576.79
"A58415779"	2010	15576.82
"B46164463"	2013	15580.95
"A78020732"	2015	15583.92
"A46068862"	2014	15585.16
"B08243693"	2017	15593
"A73093734"	2016	15594.19
"V30405880"	2011	15601.72
"A08906208"	2016	15605.72
"A01007442"	2010	15619.01
"A63746275"	2014	15622.2
"A33778739"	2014	15626.38
"A43110337"	2008	15630.37
"A28030062"	2009	15632.52
"B46102364"	2017	15636.03
"A36611903"	2014	15636.69
"B17019373"	2012	15643.74
"A17000993"	2012	15645.82
"A28700383"	2008	15651.72
"A31138761"	2016	15651.78
"A28273043"	2015	15652.16
"A14000533"	2013	15655.61
"A08384638"	2010	15657.91
"A12095295"	2012	15659.58
"B84504455"	2014	15668.24
"A28518090"	2017	15675.4
"A28137255"	2008	15678.55
"B99029365"	2015	15681
"A12019295"	2017	15695.49
"A17011297"	2012	15701.92
"A18431064"	2013	15702.36
"B11050176"	2011	15710.88
"A41035742"	2012	15712.6
"F38008579"	2012	15712.67
"A57277709"	2016	15729.14
"B30034573"	2012	15730.53
"B43004852"	2017	15732.72
"A12017919"	2013	15733.01
"F38008579"	2014	15756.14
"B57551350"	2017	15758.16
"B63100150"	2016	15759.71
"A28228690"	2013	15764.74
"A38024907"	2015	15771.09
"A28074078"	2007	15773.59
"A08078719"	2009	15790.39
"A35091057"	2010	15795.25
"B60420692"	2011	15813.29
"A48025571"	2015	15831
"A48093868"	2011	15839.98
"A08094435"	2014	15841.7
"B47531462"	2014	15847.07
"A01010164"	2015	15853.14
"A40006371"	2012	15856
"B59162701"	2012	15860.52
"B48714133"	2015	15877.53
"A28013894"	2009	15890.47
"A57277709"	2015	15891.69
"A28125920"	2008	15892
"A03063583"	2012	15896.14
"A28357093"	2017	15915.44
"A28889939"	2014	15924.39
"A41010521"	2014	15929.99
"A60045903"	2008	15933
"A08157737"	2013	15936.07
"A24022196"	2016	15938.16
"A96569207"	2009	15939.81
"A28030062"	2010	15948.95
"A30021877"	2015	15954.17
"B17228081"	2013	15955.12
"A18291476"	2013	15966.7
"V30558738"	2016	15973.58
"B08284002"	2015	15975.14
"A58061383"	2011	15976.06
"A17034844"	2011	15982.14
"A04006417"	2011	15983.75
"A28518090"	2010	15986.93
"B17023995"	2016	15990
"A08005688"	2015	15998.5
"A58061383"	2013	16010.18
"A15017163"	2014	16010.99
"A13002134"	2012	16011.46
"A08384190"	2008	16012.9
"B41008970"	2013	16013.47
"A48062418"	2011	16030.2
"A17005968"	2008	16032.87
"B60653466"	2017	16035.58
"B31083199"	2017	16044.14
"A08157737"	2007	16048.42
"A46077053"	2010	16049.58
"A28306868"	2013	16051.41
"A08576753"	2014	16055.62
"A14000533"	2014	16066.19
"B46140885"	2011	16071.03
"A46052809"	2012	16075
"A28023422"	2014	16082.13
"A07013907"	2008	16085
"B14008999"	2009	16096.16
"A07326473"	2008	16101.76
"A08290405"	2015	16110.34
"B28250090"	2014	16111.41
"B85225282"	2014	16115.27
"A08276438"	2008	16121.21
"A28827335"	2013	16123.65
"A39000450"	2010	16124
"A50068923"	2013	16125.88
"A08238578"	2012	16128.43
"A07016256"	2013	16139
"A46068862"	2009	16146.38
"A32226037"	2017	16152.85
"A03017308"	2013	16155.43
"A48020358"	2013	16157.57
"B31009715"	2007	16161.47
"A28133023"	2012	16165.44
"B46201158"	2017	16168
"A26297663"	2009	16173.61
"A43028588"	2014	16178.85
"A07013055"	2013	16183.27
"A53283511"	2015	16187.9
"A38030680"	2013	16193.58
"A59119917"	2017	16200.89
"V48566475"	2015	16202.05
"A30032130"	2014	16203.04
"A08274987"	2014	16204.05
"A07161821"	2007	16204.41
"A28117398"	2010	16204.67
"B28617256"	2017	16207.9
"A36226645"	2011	16208.75
"B83325076"	2011	16212.81
"A39022124"	2014	16223.5
"A28012359"	2014	16223.55
"B30009039"	2008	16229.05
"A17005968"	2010	16233.31
"A28171601"	2010	16244.4
"B17019373"	2011	16247.7
"A47010095"	2010	16251.89
"A22001721"	2015	16252.39
"A58061383"	2017	16264.04
"A28074078"	2008	16265.17
"B10005932"	2008	16275.35
"A28475770"	2014	16282.64
"A36602381"	2009	16283.68
"A12003950"	2015	16286.55
"A17011297"	2014	16287.78
"A17005968"	2007	16287.87
"B17019373"	2013	16288.25
