nif	year	bai
"B62385067"	2013	5245.485
"A08224107"	2013	5246.385
"A28002640"	2009	5252.713
"B01218932"	2012	5255
"A35046911"	2008	5257
"A41049503"	2008	5257.962
"A29003951"	2015	5272.67
"A28164374"	2012	5280.451
"A33018425"	2017	5281.655
"A12021556"	2011	5282.274
"A78018421"	2007	5289
"B27015965"	2007	5291.14
"A43019868"	2012	5292.841
"A35023746"	2017	5293
"B58222548"	2010	5296.163
"A28485761"	2009	5303.369
"B31744709"	2011	5305
"A36011385"	2013	5309.361
"B58222548"	2011	5311.294
"A22009492"	2013	5320.621
"B37012069"	2012	5323.933
"A82485335"	2017	5323.984
"A12016143"	2013	5325.18
"B37012069"	2009	5325.789
"B31798929"	2011	5328.756
"A79047916"	2017	5331.35
"A46048815"	2009	5336.545
"B30000574"	2017	5338.148
"A32015844"	2009	5338.92
"A30603716"	2011	5339.466
"A28456119"	2008	5342.24
"B36853935"	2012	5342.95
"A38015459"	2014	5349.664
"A45012226"	2012	5350.293
"A22174932"	2007	5354.53
"A43702745"	2015	5367.695
"B27015965"	2008	5368.274
"B28241495"	2017	5371.11
"A38024345"	2013	5372.583
"A14018634"	2010	5376.538
"A08257529"	2017	5377.59
"B03002441"	2012	5378.102
"B28250090"	2008	5379.24
"A08157737"	2007	5381.629
"B62409065"	2017	5382.501
"A30023204"	2016	5382.808
"A28374148"	2013	5383.427
"B30558290"	2017	5384.165
"B27015965"	2015	5385.836
"A82307117"	2014	5386
"A96569207"	2012	5388.17
"A47005095"	2007	5399.7
"A28292084"	2013	5399.924
"B36853935"	2009	5400.94
"B28617256"	2016	5405.56
"A35046911"	2012	5406
"A26023606"	2014	5412.888
"A07161821"	2012	5413.128
"A79092573"	2008	5415.7
"B27015965"	2009	5416.998
"A38023925"	2010	5417.526
"A03681186"	2010	5417.777
"A33008426"	2016	5418.475
"A28146579"	2016	5423.462
"A33006404"	2011	5423.47
"A50068923"	2013	5428.888
"B08156036"	2007	5430.75
"A07161821"	2013	5431.547
"A46463311"	2013	5433.879
"B12541496"	2010	5434.904
"A20038915"	2013	5435.332
"A03066933"	2011	5438.964
"A28110971"	2013	5439.323
"B97389209"	2016	5441.254
"A46003265"	2017	5443.141
"A30032619"	2012	5443.84
"B43009091"	2017	5445.816
"A01061373"	2010	5445.94
"A62704457"	2011	5449.568
"B03002441"	2010	5449.857
"A30046379"	2015	5453.66
"A08014813"	2013	5454.132
"B46140885"	2010	5460.454
"A79259388"	2013	5460.949
"A06003800"	2016	5461.273
"B41008970"	2013	5470.011
"B29682135"	2011	5471.911
"B46164463"	2017	5477.931
"A08604316"	2014	5483.183
"B31798929"	2017	5485.633
"A10011641"	2012	5487.161
"F20025441"	2010	5488
"A28293884"	2013	5493.246
"A28440576"	2015	5496.149
"A08276438"	2012	5505.443
"A28077709"	2014	5506
"B83325076"	2015	5520
"A30023238"	2013	5520.958
"A61351540"	2011	5524
"B46012324"	2007	5535.42
"A36011385"	2010	5535.472
"A07084940"	2014	5539.928
"B82852831"	2012	5541.604
"A45017241"	2010	5543.652
"A28379816"	2012	5544.267
"B37012069"	2017	5544.747
"A61797536"	2015	5546
"A03057221"	2008	5549.199
"B62059498"	2012	5556.096
"A23010705"	2008	5557.007
"B62059498"	2010	5558
"A35023746"	2015	5561
"A08257529"	2016	5566.331
"A38015459"	2017	5569.111
"A08513749"	2010	5569.629
"A33608563"	2016	5573.714
"A28294718"	2014	5574
"A30034441"	2010	5576.954
"B28241495"	2015	5578.16
"A39000187"	2015	5580.058
"A12002887"	2013	5591.027
"A12329223"	2010	5593.359
"B82424276"	2013	5598.993
"A46055992"	2007	5600.3
"A12016143"	2014	5608.271
"A28137255"	2008	5609.401
"A45019916"	2007	5611.772
"A30603716"	2007	5616.217
"A20038915"	2012	5616.282
"A20574372"	2016	5629.2
"B60420692"	2008	5629.28
"B48714133"	2012	5629.99
"A08514986"	2017	5632.568
"B29006574"	2010	5639.082
"A30023204"	2007	5639.88
"B83325076"	2016	5645
"B28250090"	2010	5648.178
"A08136806"	2013	5649
"A08513178"	2016	5651.182
"B11050176"	2011	5652.152
"A08514986"	2010	5657.302
"A80352750"	2015	5659
"A78428596"	2012	5662.323
"A35005743"	2011	5664.867
"A28002640"	2007	5668.179
"B45006616"	2013	5669.86
"A82275306"	2017	5670
"A78097656"	2013	5670.734
"A28357093"	2015	5679.236
"A08663684"	2017	5681.069
"B81762684"	2017	5685.107
"A50032002"	2013	5685.176
"A14020713"	2010	5685.228
"A28125920"	2009	5686
"A41050980"	2017	5689.636
"A79939112"	2009	5696.969
"A33617218"	2009	5701.846
"B11050176"	2013	5703.071
"A08291924"	2015	5703.74
"A20574372"	2014	5703.801
"A38348413"	2007	5709.308
"A48025845"	2015	5710.447
"A38024345"	2012	5713.221
"B20056255"	2015	5714.937
"A48084909"	2011	5719.02
"B30000574"	2013	5723.155
"A08626103"	2017	5725.021
"A29003951"	2013	5725.345
"A01013077"	2014	5733.767
"A28491637"	2008	5734.194
"A35023746"	2011	5737
"A08332363"	2009	5737.85
"A28374148"	2010	5740.171
"A39012638"	2015	5740.738
"B43110113"	2015	5749.275
"A46086773"	2007	5750.029
"A28126274"	2014	5751.007
"A03046125"	2011	5751.302
"A50057322"	2012	5765.817
"A28485761"	2015	5765.945
"A46111654"	2014	5767.376
"A28146579"	2007	5768.505
"A46048815"	2014	5774.46
"A96569207"	2013	5775.494
"A38023925"	2017	5776.579
"B10005932"	2013	5778.547
"A12001418"	2009	5788.262
"A28491637"	2017	5788.481
"A08604316"	2011	5790.786
"B28557064"	2009	5791.101
"A34003624"	2015	5792.19
"A28487007"	2016	5797.336
"A07013055"	2013	5807.401
"A08604316"	2012	5813.731
"A03028552"	2017	5816.494
"A45012226"	2009	5818.324
"A12323408"	2014	5819.333
"A43020643"	2007	5825.995
"A17013657"	2015	5828.091
"A50068923"	2012	5830.294
"A82198847"	2010	5832.546
"A41461856"	2010	5835.829
"A12021556"	2013	5841.333
"B58875048"	2007	5841.639
"A79259339"	2011	5842.832
"A80316672"	2015	5844
"B03002441"	2017	5845.088
"A30009146"	2010	5845.469
"A34169144"	2015	5847
"A79259339"	2013	5853.304
"A30034441"	2008	5855.311
"A79259339"	2012	5855.329
"A45015872"	2012	5856.979
"A46019063"	2015	5867.178
"A28085520"	2009	5869.924
"A28362127"	2015	5871.76
"A28623379"	2016	5872.581
"A15007750"	2012	5881.063
"B46132387"	2010	5881.577
"B35042092"	2015	5885
"A33117995"	2007	5888.18
"B37012069"	2010	5892.382
"A46052809"	2017	5895.274
"A08014813"	2017	5898.359
"B08407322"	2017	5902.306
"A08260663"	2012	5903.492
"A07161821"	2009	5905.794
"A30023204"	2014	5911.832
"A28024172"	2014	5913.267
"A15016595"	2010	5914.543
"B03002441"	2011	5919.548
"A41038274"	2013	5920.891
"A28485761"	2014	5925.139
"A41050113"	2016	5928.722
"A46066791"	2014	5936
"A96569207"	2014	5938.639
"A28374148"	2011	5939.56
"B28084168"	2007	5940.19
"A08513178"	2010	5944.549
"A28293884"	2015	5945.995
"A82335746"	2011	5950.377
"A28456119"	2011	5954.342
"A01061373"	2017	5955.391
"A03040854"	2017	5957.416
"A28077709"	2015	5966
"A08276438"	2007	5967.573
"A28293884"	2007	5970.099
"B22004113"	2010	5972.949
"A08637829"	2017	5997.189
"A82485335"	2013	6007.235
"B29006574"	2012	6009.99
"A08110249"	2009	6014.293
"A83048363"	2012	6014.434
"B28341790"	2010	6021.701
"B28376184"	2011	6027
"A46092094"	2009	6027.876
"A79092573"	2011	6028.9
"A08384190"	2007	6029.31
"A08274987"	2009	6037.328
"A08276438"	2009	6039.492
"A30034441"	2013	6041.896
"A08514986"	2014	6042.849
"A62415641"	2012	6064.235
"B31067697"	2014	6075.549
"A08431090"	2014	6076
"A02013985"	2013	6079.054
"A28623379"	2012	6081.394
"B03158532"	2014	6081.924
"A28374148"	2012	6087.417
"A28148898"	2017	6095
"A62035282"	2014	6095.091
"B28617256"	2014	6095.661
"B28617256"	2017	6098.386
"A32015844"	2010	6111.916
"A08513178"	2013	6113.561
"A39012638"	2012	6117.918
"A38015459"	2007	6119.492
"B63078075"	2017	6126.252
"A47010095"	2011	6126.717
"A08358442"	2009	6128.611
"A43035542"	2013	6129.98
"B28498210"	2010	6134.306
"B08407322"	2011	6147.725
"B36853935"	2015	6148.187
"B28555001"	2015	6150.207
"A08274805"	2014	6152.532
"A61797536"	2012	6155
"A08109365"	2015	6159.076
"A33605072"	2008	6160.33
"A36602381"	2016	6163.752
"A48037592"	2016	6174
"A08274987"	2007	6174.01
"A48084909"	2010	6180.043
"B82899550"	2011	6180.489
"B31798929"	2010	6185.223
"B28617256"	2011	6187.157
"B29369758"	2013	6188.971
"A08518979"	2010	6191.858
"A78018421"	2015	6196
"B82956517"	2017	6201
"A47005095"	2011	6205.139
"A79092573"	2007	6208.5
"B08407322"	2012	6208.71
"A21006911"	2009	6214.312
"A43028588"	2013	6221.137
"A13002134"	2013	6222.313
"A07161821"	2008	6224.893
"A08397002"	2007	6227.52
"A11355526"	2008	6228.919
"A28164374"	2011	6232.388
"A50032002"	2012	6233.509
"B03002441"	2013	6234.75
"A38024345"	2010	6241.271
"A45019916"	2012	6243.153
"A28923662"	2007	6244
"A28126274"	2013	6245.954
"A48110381"	2015	6246.652
"A14020713"	2013	6262.924
"A45017241"	2009	6272.198
"C08164253"	2013	6276.718
"B10010775"	2007	6277.373
"A35005743"	2015	6291.436
"A08520629"	2008	6302.56
"A20038915"	2014	6307.971
"A12019295"	2013	6309.111
"A08012270"	2007	6311.77
"A46019063"	2017	6315.207
"B80470628"	2011	6319.256
"A28658177"	2007	6319.768
"A08384190"	2015	6321.236
"A79259339"	2014	6323.634
"A19122209"	2017	6326
"B59162701"	2009	6330.417
"A20574372"	2013	6334.064
"B19179662"	2015	6340.929
"B27013713"	2015	6343.757
"A46463311"	2014	6343.829
"A46066791"	2015	6346
"A17023813"	2011	6346.447
"A46066791"	2016	6347
"A39000104"	2016	6347.309
"A16008294"	2008	6350.018
"A14020713"	2015	6352.279
"A78428596"	2013	6355.613
"A28046431"	2010	6359
"A48037592"	2014	6360
"A38010997"	2014	6366.592
"A45019916"	2013	6372.876
"B28084168"	2009	6375
"A43020643"	2010	6378.395
"A08002073"	2010	6378.803
"A08192965"	2009	6390.419
"A50018837"	2011	6391.731
"A38023925"	2015	6393.353
"A28126274"	2017	6395.3
"B03158532"	2013	6401.933
"A08132656"	2014	6402.211
"A07161821"	2010	6407.441
"A62415641"	2013	6414.194
"A08384190"	2012	6417.315
"A50057322"	2013	6420.171
"B28569127"	2008	6428.36
"A32006579"	2010	6429.492
"A28427516"	2015	6431.873
"A21006507"	2010	6435.143
"B03002441"	2014	6440.074
"A36011385"	2008	6455.78
"B28250090"	2013	6456.316
"A08514986"	2016	6457.902
"B35042092"	2009	6458
"A34003624"	2014	6459.854
"A12323408"	2012	6460.501
"A28456820"	2014	6462.973
"A79939112"	2007	6464.655
"A18024919"	2012	6466.189
"A96569207"	2015	6466.209
"A79092573"	2010	6466.3
"A20029104"	2010	6467.478
"A08377046"	2012	6468.133
"A78018421"	2009	6469
"A33608563"	2011	6470.33
"B30032445"	2015	6471.361
"B12541496"	2011	6472.32
"A33601899"	2008	6476.55
"A73350399"	2016	6480.667
"A28295806"	2014	6482.763
"A12001418"	2007	6484.8
"B03002441"	2015	6486.452
"A18024919"	2013	6486.858
"A08513178"	2007	6488.278
"A28623379"	2013	6488.363
"B37014388"	2013	6489.084
"A38024907"	2014	6492.556
"A79201075"	2010	6492.706
"B83814251"	2015	6506.412
"B28557064"	2017	6520.457
"A50049519"	2010	6522.225
"B57551350"	2015	6525.982
"B29006574"	2011	6526.281
"A82275306"	2012	6527
"A41461856"	2012	6527.577
"A36036739"	2012	6535.002
"A12011946"	2016	6537.593
"A17202375"	2013	6549
"A45015872"	2013	6551.537
"A80245129"	2015	6553.391
"A04202008"	2013	6554.086
"A08513749"	2014	6557.998
"A83048363"	2013	6560.356
"B78077724"	2010	6561
"A24011165"	2009	6561.772
"A08358442"	2011	6562.32
"A08518979"	2007	6563
"A33117995"	2008	6569.235
"A46052809"	2007	6573.63
"A07013055"	2014	6575.223
"A08513178"	2011	6575.809
"B01292903"	2007	6580
"A36006021"	2007	6583.75
"B12541496"	2014	6588.469
"B83393223"	2013	6589.924
"B35007376"	2009	6592.588
"A39012638"	2014	6600.004
"B29682135"	2014	6607.47
"A03681186"	2017	6608.06
"A08999088"	2007	6610
"A08721177"	2017	6610.05
"A08612061"	2010	6618.771
"A08358442"	2012	6636.451
"B48714133"	2010	6641.826
"A02013985"	2009	6647.182
"B35042092"	2010	6648
"A08014813"	2012	6656.509
"A28198661"	2011	6660.997
"B03158532"	2012	6663.985
"A12018354"	2013	6669.994
"A50018837"	2014	6678.665
"A82335746"	2012	6679.243
"A08257529"	2015	6686.831
"A78831369"	2017	6687
"A28011286"	2009	6694
"A79259388"	2015	6701.316
"A12323408"	2010	6701.777
"B46140885"	2016	6703.226
"A45017241"	2011	6704.504
"B08407322"	2015	6708.48
"A08109365"	2008	6712.779
"A28396042"	2012	6720
"A08274987"	2011	6723.174
"A31138761"	2011	6725.7
"A30009146"	2011	6726.941
"A78067188"	2014	6733
"B19179662"	2013	6752.1
"A31138761"	2009	6765.782
"A07052244"	2013	6768.223
"A07326473"	2011	6771
"A47005095"	2008	6773.132
"A40004731"	2013	6774.454
"B37020179"	2014	6776.965
"A08513178"	2008	6782.933
"B85692374"	2017	6785
"B28084168"	2010	6789.613
"B31027097"	2011	6793.569
"A28923662"	2015	6804
"B31744709"	2017	6810
"A23016157"	2013	6813.891
"B81907776"	2015	6814.114
"A08136806"	2014	6818
"A13002134"	2014	6819.261
"A31070378"	2013	6823.067
"B28222487"	2014	6823.56
"A80245129"	2017	6834.468
"A20574372"	2012	6839.078
"A30023204"	2017	6842.718
"A28245009"	2010	6849.171
"A96569207"	2016	6867.113
"A08110249"	2008	6881.499
"A29033420"	2014	6881.6
"A48080147"	2012	6884.249
"B30032445"	2016	6887.235
"A08274987"	2010	6890.281
"A28085520"	2012	6901.052
"A28058725"	2017	6906.61
"A28923662"	2016	6910
"A41008640"	2017	6910
"A08002073"	2009	6910.619
"A36602381"	2017	6915.611
"A24011165"	2007	6919.13
"A07326473"	2013	6922.834
"A20038915"	2016	6927.238
"A22013072"	2012	6929
"A08721177"	2010	6933.084
"B78077724"	2011	6938
"A79049797"	2011	6954.521
"B29006574"	2016	6956.994
"A07161821"	2007	6966.109
"A07326473"	2014	6976.33
"A73093734"	2016	6979.809
"A85450476"	2017	6983
"A33618257"	2007	6992.264
"A12011946"	2013	6993.19
"A36036739"	2013	7007.076
"B27013713"	2016	7009.127
"A14020713"	2011	7009.483
"A35023746"	2010	7010
"A08514986"	2015	7011.68
"A82275306"	2014	7019
"A28085686"	2015	7024.142
"A08014813"	2014	7026.269
"B28341790"	2009	7028.925
"A32015844"	2011	7029.074
"A14020713"	2012	7030.894
"A08384638"	2007	7032.24
"A47005095"	2012	7033.541
"A96945530"	2011	7055.694
"A46463311"	2015	7056.504
"A82198847"	2011	7065.232
"A28985992"	2012	7065.353
"A07265465"	2013	7070.007
"A81041147"	2011	7073
"A08224545"	2010	7078.266
"A28085520"	2007	7079.03
"B81864894"	2007	7080.63
"A73350399"	2017	7103.518
"B95271326"	2013	7105.543
"A46092094"	2010	7108.123
"A28695021"	2013	7117.189
"A79092573"	2012	7120.9
"B11050176"	2012	7121.202
"A08276438"	2011	7123.146
"A01061373"	2016	7125.44
"A46019063"	2014	7133.901
"A08110249"	2010	7134.618
"A96569207"	2017	7138.893
"A80959612"	2008	7150
"A28357093"	2011	7150.354
"B62725320"	2014	7151.883
"A41461856"	2013	7152.261
"A08358442"	2013	7155.911
"B82852831"	2011	7158.173
"A84434224"	2017	7162
"A23010705"	2015	7162.761
"A31007743"	2016	7165
"B61729737"	2016	7169.179
"B60420692"	2011	7169.61
"B12541496"	2012	7173.023
"A46052809"	2016	7173.915
"A46463311"	2016	7179.627
"B84768761"	2015	7180.162
"A50066562"	2016	7191.538
"B14008999"	2012	7195.509
"A01376888"	2012	7196.19
"A46463311"	2017	7199.722
"A01019702"	2015	7211.568
"A08002073"	2012	7214.521
"A08116147"	2015	7220
"B04348579"	2016	7231.816
"B28102556"	2008	7234.464
"A09004813"	2016	7256.658
"A47005095"	2013	7260.042
"A08384190"	2010	7270.523
"A33006404"	2012	7270.57
"A12011672"	2016	7271.416
"A08397002"	2008	7279.22
"A04012258"	2012	7280.414
"B27321249"	2017	7283.403
"A46043154"	2010	7290.747
"A12003950"	2013	7291.581
"A08192965"	2010	7314.346
"A11355526"	2009	7317.906
"A36011385"	2012	7322.228
"B28557064"	2012	7330.636
"A08014813"	2011	7333.466
"A62415641"	2015	7338.468
"A45012226"	2011	7346.875
"A08116147"	2013	7368
"B82956517"	2015	7372
"A24011165"	2008	7372.85
"A36006021"	2008	7383.2
"B46012324"	2008	7389.091
"A04202008"	2011	7398.42
"B48714133"	2013	7401.049
"A08384638"	2011	7401.39
"A08136806"	2017	7403
"B81907776"	2007	7409.016
"A48547558"	2014	7410.789
"B28341790"	2008	7411.55
"A23016157"	2014	7414.081
"A08518979"	2009	7416
"B46151411"	2012	7421.358
"A80316672"	2014	7444
"A29003951"	2011	7445.756
"B15032485"	2017	7447.565
"A08109365"	2009	7453.769
"A17023813"	2014	7456.932
"A46066791"	2017	7458
"A47005095"	2009	7458.649
"B31798929"	2015	7460.24
"A29005782"	2017	7465.647
"A79259388"	2017	7467.722
"A41050113"	2017	7469.649
"B46020541"	2016	7474.166
"A48037592"	2012	7485
"A28623379"	2011	7489.176
"A28456820"	2008	7496.498
"A30603716"	2012	7516.397
"A28923662"	2012	7519
"A08132656"	2013	7527.06
"A12323408"	2008	7533.009
"B47009626"	2014	7537.108
"A46052809"	2010	7538
"A35098482"	2012	7538.28
"A33018425"	2016	7539.421
"A79259388"	2014	7546.757
"B46020541"	2015	7547.597
"A46111654"	2013	7553.512
"B78077724"	2008	7555
"A28623379"	2014	7562.747
"B03035854"	2010	7571.12
"A82683434"	2016	7579.985
"A08513178"	2012	7591.958
"B28241495"	2011	7602.772
"B31798929"	2014	7608.302
"A07326473"	2012	7614.853
"A46099776"	2015	7616.847
"A12323408"	2007	7621.732
"A04202008"	2012	7621.76
"B60420692"	2007	7622.73
"A48037592"	2017	7623
"A82275306"	2013	7627
"C28863686"	2007	7628.15
"A12001418"	2008	7632.84
"A28357093"	2012	7642.688
"A45017241"	2014	7646.656
"A08007056"	2010	7648.454
"A39012638"	2013	7649.371
"A33006404"	2013	7655.679
"A28357093"	2016	7659.861
"A28077709"	2017	7667
"B12008397"	2013	7687.559
"A08384190"	2011	7691.799
"A17023813"	2015	7703.381
"A28293884"	2008	7708.395
"A46105532"	2012	7719.072
"B62059498"	2015	7727
"B28270411"	2013	7728.032
"A38024907"	2013	7730.514
"A39012638"	2011	7744.488
"A79259362"	2010	7748.374
"B31744709"	2013	7755
"A28709053"	2012	7755.154
"A08384190"	2014	7755.804
"A48025571"	2014	7761
"A73350399"	2014	7769.492
"A11355526"	2007	7773.99
"A08604316"	2013	7785.429
"A79259388"	2016	7798.94
"A31007743"	2008	7801.95
"B48472500"	2011	7802.572
"A62415641"	2016	7810.187
"A62415641"	2014	7810.211
"A04012258"	2011	7817.344
"A04012258"	2009	7820.902
"B28617256"	2012	7821.949
"A23010705"	2013	7822.413
"A08002073"	2014	7832.083
"B12541496"	2009	7841.608
"A79259362"	2009	7843.865
"A08110249"	2007	7843.954
"A08109365"	2012	7845.499
"A31138761"	2010	7846.641
"A81896375"	2012	7847.325
"A28198661"	2007	7847.88
"A62035282"	2015	7859.593
"B58836321"	2012	7862
"B31798929"	2013	7863.288
"A28329480"	2012	7865.452
"B18751461"	2015	7877.047
"A38348413"	2016	7911.567
"B81864894"	2017	7912
"A46003265"	2013	7914.007
"A45017241"	2012	7917.057
"A07084940"	2017	7926.241
"A82335746"	2016	7929.605
"A08002073"	2011	7930.9
"A35005743"	2012	7941
"A28078202"	2008	7950
"B81864894"	2016	7951
"B08373250"	2015	7957.74
"A61351540"	2012	7963
"G38004297"	2012	7966.065
"B83616920"	2010	7969
"A28200384"	2013	7970.113
"B84603935"	2017	7983.196
"A08663684"	2009	7996.27
"A41031303"	2015	8000
"B28419703"	2010	8012.189
"B28084168"	2008	8013
"A28491637"	2009	8018.973
"B28419703"	2013	8027.725
"A46003265"	2016	8045.948
"A28283067"	2012	8067.555
"A41050113"	2015	8075.658
"A08109365"	2007	8076.87
"B48472500"	2010	8091.505
"A50049519"	2015	8094.515
"A31007743"	2007	8121.94
"A08110249"	2011	8121.977
"A82198847"	2012	8131.313
"B43110113"	2013	8134.835
"B48714133"	2016	8142.585
"A58393778"	2012	8142.88
"A28077709"	2016	8144
"A08384190"	2013	8148.523
"A07326473"	2015	8152.813
"A08276438"	2010	8153.14
"A30041719"	2017	8159.822
"A28293884"	2014	8166.043
"A28668127"	2013	8169.574
"B46164463"	2014	8173.106
"A41050113"	2007	8173.39
"A58816554"	2015	8175.46
"A45017241"	2008	8179.121
"A46092094"	2007	8196.546
"B30000574"	2015	8200.566
"A28046431"	2014	8207.895
"B50031749"	2010	8208.422
"B30000574"	2016	8209.595
"A08405490"	2013	8211.678
"A08002073"	2013	8214.183
"B84822832"	2016	8217.551
"A08332363"	2011	8218.341
"B60420692"	2009	8219.22
"A07427081"	2012	8223.123
"F32001976"	2007	8227.62
"B82852831"	2009	8233.422
"A38348413"	2009	8236.243
"A39003025"	2016	8236.388
"A17023813"	2017	8239.526
"A28173573"	2010	8251.537
"A46099776"	2010	8254.394
"A28125920"	2013	8262
"A35005743"	2017	8263.855
"A28198356"	2015	8270.97
"A43020643"	2014	8286.059
"B08100380"	2008	8290
"A28200384"	2012	8300.665
"A46092094"	2015	8309.359
"A08518979"	2011	8312.026
"A12323408"	2011	8314.349
"B22004113"	2008	8315.632
"A20038915"	2015	8320.073
"A46099776"	2009	8323.225
"A28586550"	2017	8326.724
"A07265465"	2014	8339.403
"A58816554"	2014	8346.976
"A06017941"	2007	8354.727
"A35023746"	2009	8359
"A28456820"	2009	8369.479
"B37012069"	2011	8378.434
