nif	year	ffpp
"A45002128"	2016	
"A04006847"	2012	
"A36002830"	2015	
"A09031089"	2016	
"A46002184"	2017	
"B36913960"	2007	
"B79232096"	2007	
"A62703806"	2016	
"B39551973"	2009	
"A03050572"	2017	
"B84894377"	2011	
"V38081873"	2017	
"A08552622"	2008	
"A30032130"	2015	
"A08698862"	2012	
"A63736458"	2008	
"B30029110"	2011	
"A38842316"	2009	
"A08576068"	2017	
"F41114141"	2009	
"A08194284"	2016	
"B97705990"	2010	
"F14016729"	2014	
"V95239604"	2009	
"A08299406"	2017	
"A63047922"	2016	
"B62850094"	2008	
"A08463481"	2016	
"A12013496"	2016	
"A84430107"	2011	
"A12001418"	2017	
"B08258857"	2011	
"A08197881"	2015	
"B01015221"	2014	
"A30028559"	2013	
"A30028559"	2007	
"A30026363"	2010	
"A08197881"	2017	
"B64455447"	2008	
"A48840359"	2014	
"B29369758"	2016	
"B80470628"	2017	
"A28399186"	2012	
"A08024317"	2012	
"B03037736"	2016	
"B29053808"	2016	
"A18017244"	2016	
"A08303869"	2007	
"C08164253"	2009	
"B28569127"	2016	
"A14012819"	2014	
"B95388450"	2010	
"A45018926"	2010	
"B31071178"	2012	
"B76013721"	2009	
"A28119121"	2015	
"A08200313"	2016	
"A06419220"	2008	
"A45562329"	2008	
"A16010225"	2009	
"A31825466"	2009	
"F28698488"	2015	
"A08560823"	2009	
"A41014457"	2009	
"A46066825"	2015	
"A08201238"	2014	
"A63736359"	2010	
"A30021414"	2017	
"B84894377"	2007	
"B74102872"	2010	
"V61861548"	2007	
"A12021366"	2009	
"A28101707"	2015	
"B28692309"	2012	
"A08117806"	2016	
"F14016729"	2013	
"A16010225"	2011	
"A97789861"	2009	
"A06445746"	2011	
"A35500800"	2009	
"A28465680"	2008	
"B18751461"	2008	
"A08204851"	2016	
"B63100150"	2008	
"A08551590"	2017	
"A08438061"	2012	
"A08206419"	2014	
"A41081886"	2017	
"A28530699"	2011	
"A40004210"	2009	
"A85426971"	2009	
"A48034110"	2016	
"A16004665"	2016	
"A42000471"	2013	
"B15015712"	2012	
"A35028570"	2015	
"A08209736"	2015	
"A37010295"	2008	
"B85160976"	2009	
"B97389209"	2007	
"B84886837"	2011	
"A30009815"	2013	
"B63220917"	2007	
"A30013627"	2014	
"A30013627"	2013	
"A30013627"	2011	
"A08659302"	2017	
"A30013627"	2009	
"A26001867"	2014	
"B03039781"	2010	
"A07019698"	2017	
"A08303869"	2017	
"A18016709"	2016	
"A46031761"	2012	
"A28295806"	2008	
"A83062497"	2007	
"A28515567"	2010	
"B73456147"	2012	
"A30012645"	2007	
"B43952126"	2012	
"A08576068"	2015	
"A28487460"	2012	
"B50054154"	2017	
"B15015712"	2010	
"B32362410"	2013	
"A28491041"	2009	
"F95002150"	2016	
"A08194284"	2010	
"B39541776"	2007	
"A04413340"	2015	
"A30013627"	2015	
"B97307086"	2008	
"A30006308"	2017	
"A74136060"	2011	
"A28017531"	2011	
"A08290975"	2010	
"B28295863"	2015	
"A08136806"	2007	
"A48032981"	2007	
"V03315637"	2015	
"B03028099"	2012	
"A28539013"	2011	
"B79959961"	2014	
"A08617128"	2017	
"A08132565"	2017	
"A08242513"	2016	
"A08463481"	2013	
"B29024379"	2017	
"A46023628"	2014	
"A20055380"	2016	
"A29901386"	2012	
"F08203663"	2013	
"B47009840"	2016	
"A20020277"	2010	
"B12681060"	2010	
"B26451849"	2008	
"A08120859"	2013	
"A35029107"	2017	
"A08072209"	2015	
"A36010676"	2009	
"B46074829"	2011	
"B99029365"	2011	
"B50997949"	2010	
"A08242992"	2014	
"A20073169"	2016	
"A08242992"	2016	
"A12010914"	2007	
"B80397409"	2017	
"A32006504"	2016	
"B41088642"	2017	
"A97628242"	2007	
"A28487460"	2016	
"A46145348"	2017	
"B82424276"	2007	
"A35515485"	2009	
"A63776306"	2009	
"A06445746"	2009	
"A20029104"	2015	
"A28562429"	2016	
"A29057296"	2017	
"A28539013"	2017	
"A28399186"	2014	
"A11301645"	2012	
"A28225241"	2011	
"A28647758"	2012	
"A08257925"	2017	
"A26021527"	2017	
"B84527704"	2008	
"A08481632"	2012	
"A20806329"	2010	
"A08260507"	2016	
"A01009075"	2008	
"A28154029"	2014	
"A28270452"	2007	
"V03315637"	2012	
"F21339106"	2014	
"A28603611"	2008	
"A47011051"	2007	
"A80482334"	2014	
"B83766485"	2010	
"A20574380"	2015	
"A08270357"	2014	
"A38842316"	2012	
"A48093983"	2016	
"A28491041"	2014	
"B74148388"	2010	
"A73350399"	2011	
"A35811272"	2011	
"A29030715"	2014	
"A15020480"	2012	
"A20063038"	2015	
"B82852831"	2007	
"B99004541"	2008	
"A74136060"	2007	
"A08559932"	2014	
"A40004210"	2013	
"B83325076"	2008	
"B20759023"	2007	
"B84527704"	2017	
"A29018223"	2015	
"A21009295"	2007	
"F35006451"	2012	
"A20065744"	2014	
"A29018223"	2009	
"B34224923"	2014	
"A46145728"	2015	
"B85225282"	2013	
"A28476778"	2007	
"A28603041"	2015	
"A20049078"	2013	
"A08441495"	2014	
"A20779849"	2007	
"A39014477"	2015	
"B18751461"	2009	
"A85125078"	2012	
"V04509865"	2013	
"A28419778"	2017	
"A31933088"	2009	
"A08285157"	2016	
"A43035435"	2015	
"B06001143"	2016	
"A24025611"	2017	
"B08147696"	2017	
"A35047778"	2010	
"B84227461"	2009	
"A28606242"	2014	
"A28399186"	2011	
"B84150994"	2010	
"V30558738"	2011	
"A91291435"	2007	
"A12016093"	2017	
"A46031845"	2016	
"A09010125"	2017	
"A20055380"	2014	
"B91372748"	2007	
"A28372803"	2009	
"A08533119"	2013	
"A48032981"	2017	
"B74148388"	2011	
"A28411585"	2008	
"A46008827"	2014	
"B24014292"	2007	
"A06419220"	2010	
"A28049153"	2016	
"B45013455"	2017	
"A46081881"	2015	
"B92217975"	2007	
"B46201158"	2007	
"A63414486"	2008	
"A08299406"	2016	
"B31007354"	2013	
"A07019698"	2008	
"A29057833"	2017	
"A12004131"	2007	
"A01009075"	2014	
"A08301475"	2015	
"A11018736"	2009	
"B34007211"	2016	
"A28552404"	2015	
"A08303869"	2008	
"A28155240"	2016	
"A20070371"	2010	
"A27009737"	2010	
"B12027843"	2015	
"B37416575"	2008	
"B97466981"	2009	
"B37416575"	2009	
"A28740397"	2014	
"A08616542"	2017	
"A28647758"	2010	
"A28647758"	2013	
"A18565705"	2008	
"B36913960"	2008	
"B81231516"	2016	
"B28483345"	2010	
"A15023856"	2017	
"A28372803"	2008	
"A14037832"	2017	
"B30025449"	2011	
"A38356937"	2016	
"B61252185"	2017	
"A46099776"	2014	
"A20806329"	2008	
"A48059943"	2015	
"B84348622"	2008	
"V11317633"	2013	
"A26014035"	2013	
"F01131978"	2016	
"A41087354"	2016	
"B83741835"	2007	
"A35028570"	2017	
"B31082720"	2008	
"B21365630"	2008	
"A25017435"	2010	
"A20036877"	2017	
"B03034501"	2015	
"A46017919"	2017	
"A29030848"	2014	
"V95239604"	2007	
"B50776657"	2007	
"A08241267"	2016	
"A28539013"	2013	
"B60338290"	2014	
"B84363555"	2010	
"A31106701"	2014	
"A28472256"	2015	
"A84434224"	2008	
"A28171916"	2017	
"V04509865"	2014	
"A07067713"	2017	
"A28372803"	2013	
"A07026701"	2017	
"A28695930"	2015	
"B48605521"	2014	
"F08678054"	2010	
"A18565705"	2017	
"B84311760"	2009	
"B21376942"	2008	
"A48094486"	2015	
"A28228690"	2016	
"A97789861"	2012	
"A06016208"	2016	
"A12105029"	2013	
"A02006419"	2016	
"A32006835"	2016	
"B15021520"	2015	
"A12105029"	2016	
"B53548384"	2017	
"A28687978"	2009	
"A28686111"	2017	
"A46084984"	2016	
"B23015753"	2017	
"A23004369"	2010	
"A07015787"	2015	
"B84311760"	2007	
"A37010295"	2012	
"A28683068"	2017	
"A24014227"	2015	
"A35012012"	2015	
"A12010914"	2014	
"A08365413"	2014	
"B97356471"	2008	
"A30009146"	2009	
"A08369068"	2017	
"F35006451"	2016	
"A46008827"	2010	
"A08194284"	2012	
"A32006835"	2009	
"A80959612"	2015	
"A35031343"	2007	
"B14028732"	2012	
"F12039442"	2014	
"B50997949"	2009	
"B08367948"	2015	
"B08488645"	2015	
"A15027063"	2017	
"A50012822"	2012	
"A35500800"	2007	
"F21339106"	2008	
"A08194284"	2017	
"A01006055"	2016	
"A28198356"	2010	
"A16004665"	2010	
"B03039609"	2017	
"B74246927"	2009	
"A43030626"	2008	
"B31007354"	2016	
"B84598192"	2007	
"A28658177"	2017	
"A18291476"	2011	
"B62385067"	2007	
"B09417932"	2009	
"A08075293"	2016	
"B21376942"	2007	
"A11957792"	2007	
"B08147696"	2016	
"A18017244"	2017	
"A28011872"	2015	
"A63796395"	2011	
"V57525560"	2007	
"B08459273"	2015	
"A28650307"	2014	
"A36561595"	2010	
"A41010257"	2010	
"A08595324"	2017	
"B63533095"	2014	
"A08075293"	2015	
"B01376615"	2008	
"B15862667"	2008	
"A08426249"	2011	
"A28649747"	2011	
"A08392938"	2012	
"A08392938"	2014	
"A08392938"	2016	
"A46141362"	2016	
"A46022117"	2015	
"A28647758"	2017	
"A28647758"	2014	
"A28377331"	2016	
"A10294585"	2009	
"B08094237"	2013	
"B20793956"	2007	
"A08241267"	2015	
"B79232096"	2008	
"B31083355"	2014	
"B31089071"	2015	
"A03010568"	2011	
"A73350399"	2010	
"F37014560"	2017	
"A31061385"	2016	
"A84430107"	2007	
"B85160976"	2008	
"A84039338"	2009	
"A18017244"	2008	
"A28013407"	2014	
"A78879079"	2016	
"B62133384"	2012	
"A07028210"	2011	
"B07031149"	2017	
"C28863686"	2016	
"A46009023"	2013	
"A73350399"	2009	
"A20015368"	2007	
"A08201238"	2012	
"A35019637"	2008	
"A13001730"	2011	
"B53548384"	2014	
"B83654426"	2007	
"B99004541"	2007	
"B48045942"	2008	
"B84886837"	2013	
"B33605031"	2015	
"A48114318"	2008	
"A92954130"	2012	
"A03010568"	2012	
"A07256100"	2013	
"A36606895"	2017	
"B73212417"	2007	
"V95436002"	2011	
"A35016658"	2014	
"A84780055"	2008	
"B83495101"	2009	
"B03006681"	2015	
"A08640039"	2013	
"B78077724"	2017	
"A27009737"	2009	
"A46066825"	2016	
"F35006451"	2009	
"A46055497"	2014	
"A08422412"	2017	
"A15023856"	2012	
"A11005840"	2008	
"B61252185"	2007	
"A08321283"	2016	
"A28530699"	2015	
"B33605031"	2013	
"A28283794"	2016	
"B46441275"	2007	
"A95444519"	2008	
"A08426249"	2012	
"A08385395"	2015	
"B57423519"	2008	
"A37010295"	2007	
"B84654201"	2008	
"A74255282"	2012	
"A08289902"	2016	
"A11545795"	2007	
"B46167078"	2009	
"A08432114"	2017	
"A35036599"	2009	
"B18022988"	2016	
"A01006659"	2009	
"A97163653"	2007	
"B28137594"	2013	
"B43907112"	2010	
"A20020277"	2012	
"B36623148"	2017	
"A28586626"	2014	
"A28586626"	2013	
"B63122253"	2009	
"A48093983"	2015	
"B15015712"	2015	
"A28586592"	2015	
"A08438061"	2016	
"B46108403"	2013	
"A28603041"	2009	
"B28383362"	2017	
"A23012305"	2012	
"B08365215"	2011	
"A28012656"	2016	
"B95271326"	2009	
"A35811272"	2008	
"A08584062"	2017	
"A28013407"	2010	
"B85133544"	2009	
"A08441495"	2011	
"A28487460"	2011	
"A45006459"	2012	
"B08375677"	2013	
"A92954130"	2009	
"A62977186"	2008	
"A08075293"	2017	
"B50054154"	2016	
"A08640039"	2011	
"B38927463"	2010	
"A02006419"	2015	
"A46017919"	2013	
"A63796395"	2010	
"B97705990"	2011	
"A28013407"	2008	
"A20024832"	2014	
"B31071178"	2014	
"B92328129"	2016	
"B16007551"	2010	
"A81536112"	2015	
"A08575672"	2012	
"B11576006"	2008	
"B28385110"	2017	
"B28483345"	2012	
"A03041183"	2016	
"A25005331"	2013	
"A40004210"	2008	
"A12016093"	2015	
"A29030848"	2017	
"B74102872"	2016	
"A28399186"	2008	
"A32002107"	2012	
"A30018147"	2017	
"B43907112"	2017	
"B62785357"	2017	
"A08533119"	2015	
"B60085867"	2009	
"A08375537"	2015	
"B83541912"	2008	
"B83045674"	2007	
"A08431678"	2014	
"A32002107"	2010	
"A12004131"	2011	
"B03077039"	2010	
"A58494048"	2016	
"A28554707"	2013	
"B57423519"	2010	
"B12541496"	2007	
"A20032678"	2009	
"A15020480"	2014	
"B95422721"	2012	
"B85133544"	2011	
"B06007314"	2015	
"B84069491"	2010	
"A08481632"	2013	
"F32001976"	2013	
"A46036380"	2015	
"A08586133"	2015	
"A45011103"	2016	
"B84570803"	2012	
"A41002841"	2011	
"B31071178"	2015	
"A97163653"	2008	
"A28647758"	2009	
"D80651219"	2007	
"A08484925"	2007	
"A39025838"	2017	
"B85225282"	2011	
"A08463481"	2010	
"B28538874"	2011	
"A46081881"	2016	
"A08289902"	2015	
"F43393065"	2017	
"A28539013"	2010	
"A08009490"	2010	
"A28537595"	2014	
"B08488660"	2013	
"B63458004"	2009	
"B64455447"	2013	
"B30010326"	2016	
"A83956136"	2008	
"A30603757"	2013	
"B18018176"	2017	
"A28709053"	2017	
"A82843129"	2012	
"A14037832"	2014	
"A12524278"	2014	
"A31737455"	2007	
"B46108403"	2009	
"F12039442"	2007	
"B29369758"	2017	
"A50011717"	2016	
"A08573370"	2015	
"A28341055"	2015	
"B61175725"	2012	
"A20003026"	2017	
"B83782169"	2007	
"B08367948"	2017	
"A29057833"	2013	
"A07016025"	2008	
"A08509937"	2016	
"A08033474"	2016	
"A08201238"	2010	
"V03315637"	2009	
"A28547115"	2017	
"B46116182"	2017	
"A08698862"	2013	
"A28510246"	2013	
"A20015368"	2011	
"B15015712"	2014	
"F27007608"	2014	
"V04509865"	2010	
"A08533119"	2017	
"A28505337"	2016	
"A28505337"	2015	
"A36561595"	2009	
"A28505337"	2009	
"B74246927"	2012	
"A08699720"	2010	
"A01004993"	2011	
"A62703806"	2007	
"F08203663"	2011	
"A78879079"	2013	
"A48032981"	2008	
"B28340388"	2015	
"A46141792"	2016	
"A20063038"	2014	
"A01016591"	2014	
"A35753094"	2017	
"B20078598"	2017	
"A08093254"	2017	
"V95436002"	2012	
"A11010352"	2015	
"A25017435"	2012	
"B84570803"	2007	
"A28487460"	2015	
"A28487460"	2014	
"A08515116"	2014	
"A08515116"	2015	
"A28510246"	2012	
"A08438061"	2014	
"A28603611"	2012	
"B84599422"	2012	
"B83071928"	2007	
"B08583452"	2015	
"A20032678"	2014	
"A28483691"	2007	
"A28108793"	2016	
"F01131978"	2008	
"B84570803"	2009	
"A46075206"	2014	
"A85280253"	2009	
"B46715934"	2017	
"A42000471"	2012	
"A09028184"	2015	
"A30005920"	2017	
"A28168698"	2014	
"B83743815"	2007	
"A08192858"	2014	
"A08526345"	2016	
"B63458004"	2008	
"A08533119"	2011	
"A08533119"	2012	
"A23004369"	2013	
"B35642198"	2007	
"F21339106"	2013	
"B02419273"	2007	
"A63414486"	2010	
"A46023347"	2014	
"B15043961"	2008	
"B26451849"	2011	
"A08093015"	2014	
"B92554765"	2008	
"A15678162"	2007	
"A38762167"	2007	
"A08481632"	2017	
"F03290871"	2017	
"B84537315"	2008	
"B09319021"	2011	
"A28515567"	2011	
"A48175699"	2016	
"B38425070"	2007	
"A08426249"	2015	
"B46167078"	2016	
"A12021366"	2007	
"A20032678"	2016	
"A28649747"	2013	
"A08551590"	2009	
"A08730277"	2017	
"A31394356"	2017	
"A61939708"	2014	
"B92963628"	2007	
"A27009737"	2014	
"A08556896"	2015	
"B31881055"	2017	
"A28431161"	2016	
"B64055445"	2012	
"A91369819"	2017	
"A28431161"	2013	
"B18018176"	2016	
"A08552622"	2015	
"A73350399"	2008	
"A46145728"	2016	
"V43129667"	2017	
"A46016374"	2014	
"A20032678"	2012	
"B73212417"	2008	
"A08552622"	2011	
"B30025449"	2013	
"A28381234"	2015	
"A08242992"	2012	
"A41081886"	2013	
"A48403927"	2010	
"A16010225"	2017	
"B08704439"	2016	
"A32002107"	2014	
"A28505337"	2017	
"B03039781"	2012	
"A11605409"	2008	
"A30036214"	2010	
"F04005344"	2010	
"A08560823"	2012	
"A08560823"	2016	
"A43042324"	2012	
"A20032678"	2015	
"B63805295"	2009	
"A45002219"	2015	
"B44007227"	2015	
"A08699720"	2016	
"B46007787"	2010	
"A40004210"	2007	
"A31013543"	2017	
"A08072209"	2016	
"B31083355"	2015	
"B46074829"	2008	
"A28411585"	2015	
"A28411585"	2011	
"A43016286"	2014	
"A28411577"	2017	
"A28411577"	2016	
"A28225241"	2014	
"A08321283"	2017	
"B28465730"	2013	
"F08203663"	2014	
"B83257295"	2008	
"A08170151"	2017	
"A02005122"	2016	
"A03076270"	2017	
"B64055445"	2010	
"A28404614"	2016	
"A48403927"	2009	
"A46008827"	2016	
"B46148797"	2017	
"B85225282"	2009	
"B78069259"	2007	
"B97705990"	2007	
"B84599422"	2009	
"A28429280"	2010	
"B84150994"	2008	
"B95486213"	2013	
"V57525560"	2010	
"A36610590"	2013	
"A08573370"	2012	
"A08573370"	2016	
"A08573370"	2017	
"B64055445"	2009	
"A28159622"	2014	
"A28399186"	2013	
"A08574881"	2017	
"A28399186"	2010	
"A28530699"	2012	
"B03077039"	2012	
"A01007137"	2017	
"A45002839"	2013	
"B46095402"	2014	
"A07044530"	2017	
"A18291476"	2009	
"A03010568"	2008	
"A08575672"	2017	
"A08576068"	2014	
"A28381234"	2017	
"A08533119"	2014	
"A17014069"	2017	
"B46048328"	2017	
"B08258857"	2016	
"A02436152"	2011	
"A08009490"	2009	
"A48032981"	2015	
"A08577215"	2017	
"B03039781"	2014	
"B20690368"	2012	
"A39022660"	2016	
"A08560823"	2010	
"B38002655"	2012	
"B13004924"	2017	
"A02436152"	2009	
"A08601213"	2014	
"A27009737"	2011	
"B10317188"	2010	
"B57423519"	2012	
"F27016591"	2015	
"F38004289"	2009	
"B28692309"	2014	
"A28355931"	2011	
"B31881055"	2007	
"B08375677"	2014	
"A32006835"	2007	
"B35665991"	2007	
"A60651783"	2009	
"A28011872"	2012	
"A60474376"	2013	
"A08576068"	2012	
"A50011717"	2015	
"A01376888"	2011	
"A48094486"	2008	
"A28368280"	2011	
"A08072209"	2013	
"A07033178"	2016	
"A08609281"	2017	
"A03076270"	2016	
"A36616746"	2017	
"A38017679"	2015	
"A30292569"	2015	
"B82852831"	2017	
"B85294916"	2007	
"B85160976"	2011	
"A08241267"	2010	
"B53260998"	2015	
"B92328129"	2015	
"A07042237"	2014	
"A08463481"	2007	
"A81256661"	2012	
"A08616542"	2013	
"A28377331"	2015	
"B08459273"	2017	
"A03021409"	2007	
"A08617128"	2016	
"A35026590"	2016	
"A28119121"	2017	
"B14819643"	2007	
"A46084984"	2014	
"A16004665"	2009	
"B03051927"	2014	
"A08699720"	2012	
"B53548384"	2007	
"A08623191"	2009	
"A28123875"	2016	
"A03010568"	2013	
"A23004369"	2011	
"A31106701"	2013	
"A48094486"	2009	
"B47009840"	2012	
"B33025123"	2017	
"B08488660"	2016	
"A82843129"	2013	
"A18024950"	2009	
"A82843129"	2007	
"A08321283"	2015	
"A31065816"	2015	
"V04509865"	2011	
"A17006792"	2016	
"B74246927"	2010	
"A62703806"	2008	
"B73456147"	2009	
"A03076270"	2012	
"A08667925"	2011	
"A28306868"	2017	
"V03315637"	2007	
"A37018603"	2014	
"A08633745"	2016	
"A28372803"	2010	
"B83616920"	2008	
"A70063383"	2007	
"A41080144"	2014	
"A84911445"	2009	
"B12026183"	2015	
"B46007787"	2011	
"A38017679"	2017	
"A48061345"	2016	
"A95249199"	2007	
"B24028011"	2012	
"A08640039"	2014	
"A08640039"	2017	
"A08250425"	2011	
"F27016591"	2013	
"A28389880"	2016	
"A35036599"	2014	
"B63078075"	2007	
"A48000939"	2008	
"A22005797"	2014	
"A37018603"	2015	
"B97307086"	2009	
"B31007354"	2011	
"A48032981"	2010	
"A08711202"	2012	
"F32001976"	2014	
"B84372051"	2007	
"A08657546"	2016	
"A08657546"	2017	
"A28283794"	2012	
"B46105771"	2013	
"A16004665"	2015	
"A28740397"	2012	
"A12004131"	2017	
"A30032130"	2017	
"A46002184"	2011	
"B34224923"	2010	
"B23219009"	2013	
"A08681637"	2013	
"A01009075"	2007	
"V11317633"	2010	
"B50776657"	2017	
"B46135471"	2016	
"B15015712"	2007	
"A46089819"	2011	
"A03010170"	2016	
"B76013721"	2011	
"A28270452"	2017	
"B38828687"	2007	
"A28013407"	2015	
"B92403716"	2009	
"A12021366"	2008	
"A08552622"	2009	
"B15015712"	2017	
"B03039609"	2015	
"B83782169"	2010	
"A08677700"	2017	
"A08189615"	2014	
"B46161261"	2017	
"A45002219"	2017	
"B43009091"	2010	
"A30006308"	2015	
"A06011381"	2017	
"A08681637"	2010	
"F14016729"	2009	
"A18024950"	2007	
"A35014414"	2009	
"B84527704"	2009	
"B41021767"	2016	
"A37010295"	2017	
"A57346926"	2011	
"A08713869"	2017	
"A08689796"	2015	
"B46050910"	2016	
"A27014430"	2017	
"A08698862"	2015	
"B27321249"	2011	
"A08699720"	2014	
"A08699720"	2015	
"A23012305"	2008	
"A28225241"	2016	
"G07065709"	2015	
"B41088642"	2016	
"A28472256"	2016	
"B20078598"	2009	
"F95002150"	2013	
"A41080144"	2017	
"A28219541"	2007	
"A28219202"	2015	
"B63031660"	2007	
"A80098734"	2016	
"A03021409"	2017	
"A01009075"	2011	
"B28257434"	2014	
"B31631062"	2015	
"B30025449"	2009	
"F04005344"	2007	
"B83426387"	2007	
"A45006459"	2013	
"A30032130"	2016	
"A08539553"	2017	
"A18001412"	2012	
"A08012676"	2012	
"B09417932"	2007	
"B63805295"	2011	
"A53817359"	2010	
"B26393637"	2012	
"B08304610"	2017	
"B62785357"	2015	
"A84451848"	2012	
"B32362410"	2007	
"B16007551"	2009	
"B20078598"	2016	
"A48069991"	2007	
"B83766485"	2009	
"A18016709"	2014	
"A80632573"	2014	
"B27321249"	2010	
"A28411585"	2017	
"A17035361"	2009	
"A31035413"	2012	
"B28538874"	2015	
"A08851321"	2015	
"B83782169"	2009	
"A62332580"	2007	
"A28011872"	2014	
"A08463481"	2012	
"A26013714"	2015	
"A07067713"	2015	
"A28429280"	2017	
"A48403927"	2012	
"B57487159"	2009	
"A48034110"	2007	
"A41022237"	2017	
"A24004426"	2017	
"A45018926"	2013	
"B28094944"	2016	
"B38425070"	2008	
"B46055448"	2014	
"A43016286"	2016	
"A38485827"	2016	
"B31777691"	2007	
"A28431161"	2011	
"B41033143"	2017	
"V11317633"	2011	
"B63078075"	2008	
"A33778739"	2016	
"A25022369"	2017	
"B64455447"	2017	
"B17462961"	2015	
"A28171445"	2013	
"A17001793"	2017	
"B31071178"	2017	
"A46017919"	2015	
"A84430107"	2009	
"A28184661"	2016	
"A06388052"	2009	
"A95444519"	2007	
"A16010225"	2008	
"B31084874"	2017	
"A01017557"	2016	
"B84598192"	2011	
"A08183485"	2017	
"A30012959"	2017	
"A28156776"	2014	
