nif	year	rdo_ejercicio
"A08667925"	2011	
"A14023139"	2011	
"A08441495"	2013	
"B97356471"	2007	
"V48566475"	2008	
"A48403927"	2009	
"A85270965"	2012	
"A28368280"	2013	
"B20078598"	2017	
"A01016450"	2017	
"B08565988"	2017	
"V43661891"	2017	
"B78069259"	2007	
"A31065816"	2016	
"B03028099"	2012	
"B83211318"	2007	
"B08459273"	2016	
"A16004665"	2010	
"A08463481"	2011	
"B85294916"	2011	
"B27321249"	2008	
"A08463481"	2016	
"A08507741"	2017	
"A24009086"	2010	
"B84603935"	2012	
"A03010568"	2017	
"A28225241"	2013	
"A48049928"	2012	
"B54055140"	2013	
"A46017919"	2016	
"A31062342"	2010	
"B57551350"	2014	
"A92152602"	2014	
"B43636075"	2007	
"A29008174"	2015	
"B31631062"	2012	
"V04509865"	2013	
"V03315637"	2016	
"B47531462"	2010	
"A12004131"	2009	
"B84311760"	2011	
"A06148266"	2007	
"A28647758"	2008	
"B48124275"	2016	
"A08484925"	2007	
"B46022513"	2017	
"B95422721"	2011	
"A31035413"	2015	
"V11317633"	2017	
"A24009086"	2014	
"B50002849"	2017	
"A13010046"	2012	
"A28419778"	2017	
"A27014430"	2015	
"A04006706"	2008	
"B26451849"	2008	
"B10317188"	2007	
"A36561595"	2011	
"A46164034"	2015	
"A10301240"	2008	
"B95271326"	2010	
"B85133544"	2010	
"A28381234"	2017	
"A20049078"	2017	
"A08507741"	2016	
"A46031845"	2017	
"A28465680"	2008	
"B34226514"	2007	
"B63031660"	2007	
"F21339106"	2013	
"B61252185"	2017	
"A48032981"	2007	
"B84372051"	2007	
"A28285765"	2016	
"A08225633"	2011	
"B92709526"	2011	
"A08687204"	2017	
"A63414486"	2013	
"A08033474"	2013	
"A35026590"	2008	
"A01012921"	2016	
"B84599422"	2007	
"A28465680"	2010	
"A43029339"	2013	
"A80200868"	2017	
"A32002107"	2017	
"A08617128"	2017	
"B26231191"	2007	
"A08513541"	2017	
"A08075293"	2015	
"A28934735"	2017	
"B28337038"	2009	
"B84886837"	2009	
"A35028570"	2016	
"B38828687"	2007	
"A07068430"	2016	
"A08146870"	2016	
"B46135364"	2017	
"B11606761"	2014	
"A32006504"	2013	
"A57277709"	2011	
"B16007551"	2008	
"B83782169"	2008	
"A37010295"	2014	
"B99004541"	2010	
"A28368280"	2014	
"A17035361"	2013	
"A85280253"	2007	
"A03010568"	2010	
"A01015510"	2010	
"B76013721"	2013	
"A48092944"	2017	
"B01376615"	2011	
"A30021414"	2017	
"F32001976"	2016	
"A01009075"	2007	
"B63458004"	2015	
"A08533119"	2010	
"A18001412"	2012	
"A08533119"	2014	
"A97789861"	2010	
"B32362410"	2011	
"V30558738"	2010	
"A08533119"	2017	
"A08533945"	2008	
"B12662722"	2010	
"B95422721"	2008	
"A12010914"	2014	
"A08617128"	2016	
"B85036887"	2011	
"A25017435"	2015	
"A17039223"	2015	
"A28404614"	2015	
"A33617218"	2015	
"A08539553"	2016	
"B41042995"	2012	
"B54055140"	2008	
"B35022425"	2017	
"A18016709"	2017	
"A45005790"	2011	
"B57487159"	2009	
"B84504455"	2007	
"B08375677"	2016	
"A31009665"	2015	
"A48032981"	2013	
"B14461032"	2017	
"A08552622"	2012	
"A21391917"	2015	
"A28123875"	2015	
"A06445746"	2007	
"A08559932"	2014	
"A20040929"	2017	
"A63047922"	2008	
"A08383051"	2011	
"A31065816"	2015	
"A28198356"	2010	
"B76013721"	2011	
"B83393223"	2010	
"V48566475"	2015	
"B47506811"	2009	
"B92963628"	2008	
"A08653115"	2015	
"A85270965"	2010	
"A08560823"	2008	
"F10109296"	2015	
"A08227928"	2017	
"A31933088"	2010	
"A84780055"	2013	
"V57525560"	2013	
"A41043159"	2016	
"B35504059"	2007	
"F08203663"	2012	
"B85692374"	2010	
"A08409948"	2016	
"B08359705"	2017	
"A28487460"	2013	
"A08426249"	2010	
"B97526008"	2009	
"A28465680"	2013	
"A08426249"	2013	
"B21365630"	2009	
"B48605521"	2013	
"A46002184"	2010	
"B46103131"	2014	
"B85133544"	2011	
"A30038020"	2014	
"A28429280"	2016	
"A35753094"	2009	
"B84372051"	2008	
"B48045942"	2007	
"A08575672"	2015	
"A08575672"	2017	
"B92091404"	2008	
"A08576068"	2013	
"A28586626"	2009	
"A28381234"	2016	
"A03042504"	2017	
"A50032325"	2016	
"A35753094"	2007	
"A28603611"	2008	
"A06337331"	2017	
"A24020562"	2017	
"A28159622"	2009	
"A28617801"	2017	
"A31037294"	2013	
"A11903044"	2017	
"B33605031"	2013	
"A11012572"	2016	
"V03315637"	2009	
"A30013627"	2009	
"A28154029"	2012	
"G07065709"	2015	
"A46081881"	2017	
"A38017679"	2011	
"B32002164"	2017	
"B46715934"	2017	
"A24011330"	2014	
"A48040232"	2015	
"A11005840"	2007	
"B02419273"	2010	
"A03035417"	2016	
"A48093983"	2017	
"A07044530"	2016	
"A28650307"	2017	
"A48403927"	2010	
"B26393637"	2011	
"A14012819"	2016	
"A32005746"	2013	
"A11012572"	2015	
"A28650307"	2011	
"A63796395"	2010	
"B30025449"	2009	
"B92972066"	2012	
"F14016729"	2010	
"A16010225"	2017	
"B84311760"	2008	
"A08616542"	2011	
"B84309616"	2011	
"B38927463"	2008	
"B47472535"	2007	
"B45493418"	2007	
"B57175283"	2009	
"B60241437"	2014	
"A04006847"	2015	
"A84050301"	2010	
"B81365181"	2017	
"A08392938"	2012	
"A30604680"	2016	
"A29057833"	2017	
"B47572367"	2017	
"A15020480"	2012	
"B41006578"	2011	
"B21365630"	2010	
"A28040996"	2009	
"A58583766"	2007	
"A12021366"	2011	
"B14028732"	2015	
"B84598192"	2017	
"A28049153"	2016	
"A28128486"	2017	
"B92963628"	2013	
"A07046659"	2013	
"A31829203"	2009	
"A08552622"	2014	
"A31189350"	2014	
"A83826362"	2008	
"A46023628"	2014	
"A97628242"	2007	
"B83840900"	2008	
"B38005377"	2015	
"A03021409"	2013	
"B08094237"	2009	
"B43907112"	2007	
"A70063383"	2008	
"A10301240"	2007	
"B83242248"	2007	
"A28013407"	2014	
"A74255282"	2014	
"A17018391"	2016	
"A48093983"	2013	
"A28121820"	2017	
"A28119121"	2015	
"A30006308"	2014	
"A28119121"	2013	
"A28154029"	2015	
"B61175725"	2012	
"A46081881"	2012	
"A42000471"	2011	
"A78879079"	2017	
"A50011717"	2007	
"B46124434"	2010	
"A46145348"	2017	
"A25011610"	2007	
"B31084874"	2015	
"A03057486"	2016	
"A08426249"	2007	
"A07018625"	2007	
"A08010779"	2016	
"B64455447"	2015	
"A28110971"	2016	
"A22005797"	2015	
"A23012305"	2007	
"B08459273"	2015	
"A45002219"	2015	
"A48094486"	2009	
"A44003663"	2009	
"A39022660"	2011	
"A01020809"	2013	
"A08657546"	2016	
"A08659302"	2017	
"A28101707"	2017	
"A28101707"	2015	
"A28530699"	2009	
"A16010225"	2008	
"A01376888"	2013	
"A28022952"	2016	
"V41812744"	2016	
"A31061385"	2016	
"A28011872"	2012	
"A20073169"	2011	
"B82612896"	2007	
"B84654201"	2008	
"A32006504"	2016	
"B03037736"	2015	
"B99029365"	2007	
"B47009840"	2017	
"B20035424"	2012	
"A01009075"	2013	
"B47572367"	2012	
"A74255282"	2015	
"A12014346"	2016	
"B46148797"	2016	
"A08667925"	2012	
"B30025449"	2013	
"A12004131"	2011	
"V57525560"	2007	
"F10109296"	2016	
"F06312920"	2015	
"A08432114"	2007	
"F38004289"	2010	
"B46131371"	2014	
"A07033178"	2013	
"A63414486"	2007	
"A03167939"	2013	
"B63122253"	2008	
"B62409065"	2007	
"B84871607"	2013	
"A31013543"	2017	
"A35115856"	2013	
"A08699720"	2007	
"B36008415"	2017	
"A10294585"	2008	
"B43952126"	2010	
"A08250425"	2012	
"A07044530"	2017	
"A20038907"	2007	
"B95486213"	2012	
"A28431161"	2015	
"A03010568"	2013	
"A08681637"	2013	
"A36610590"	2007	
"B83741835"	2007	
"A79203568"	2008	
"A08687204"	2016	
"A28490548"	2012	
"A48049928"	2014	
"A30028559"	2013	
"A08568826"	2014	
"A24009086"	2009	
"A08689796"	2016	
"A07028210"	2009	
"B20035424"	2017	
"A43015338"	2017	
"B46045993"	2017	
"A48069991"	2011	
"B46163655"	2016	
"A08699720"	2016	
"A08110249"	2015	
"B35503200"	2017	
"A40004731"	2012	
"A01376888"	2014	
"A48094486"	2014	
"A48094486"	2013	
"A30011282"	2013	
"B30036826"	2014	
"A85125078"	2009	
"A53817359"	2009	
"A60651783"	2007	
"B08415424"	2007	
"A48547558"	2011	
"V11317633"	2007	
"A12025565"	2015	
"A12014569"	2015	
"A96966049"	2008	
"B74148388"	2007	
"A28053080"	2015	
"A08714602"	2015	
"B39551973"	2009	
"B84443480"	2007	
"A08422412"	2016	
"B85133544"	2012	
"B82841552"	2007	
"A47008487"	2016	
"A32006835"	2015	
"A85426971"	2008	
"A74255282"	2013	
"A20036877"	2016	
"B50051705"	2017	
"A60651783"	2016	
"A48080147"	2016	
"B92709526"	2008	
"A08197881"	2010	
"B28538874"	2007	
"A80245129"	2007	
"A20806329"	2009	
"A28040418"	2016	
"B03019601"	2016	
"A47017637"	2008	
"B31784895"	2009	
"B84348622"	2008	
"B91372748"	2009	
"A38031233"	2008	
"F10026128"	2008	
"A91369819"	2008	
"A37021631"	2016	
"A08699720"	2009	
"B08375677"	2012	
"A03021409"	2011	
"A49004484"	2008	
"A28368280"	2015	
"B47572367"	2007	
"A46099776"	2014	
"A28399186"	2014	
"F06305007"	2016	
"A35014414"	2009	
"A28156776"	2014	
"A04005302"	2016	
"B29369758"	2016	
"B18694349"	2010	
"B99004541"	2007	
"A84434224"	2010	
"A34011411"	2016	
"B84537315"	2007	
"B31072705"	2015	
"A08260507"	2015	
"A01005594"	2009	
"B04259503"	2007	
"A24025611"	2017	
"B09394289"	2008	
"A30005920"	2017	
"A03076270"	2015	
"B82852831"	2007	
"A48077184"	2013	
"A07015787"	2017	
"A01016591"	2011	
"A41010257"	2015	
"A15023856"	2017	
"A07028210"	2016	
"A43029339"	2015	
"B35980937"	2014	
"A08574881"	2017	
"A50012822"	2016	
"A95444519"	2007	
"B31850977"	2011	
"A08699720"	2010	
"A08250425"	2014	
"B64055445"	2011	
"A25529074"	2008	
"A30037873"	2015	
"A08227928"	2016	
"A28539013"	2015	
"A85450476"	2010	
"A28013407"	2012	
"A28013407"	2011	
"A28603611"	2016	
"A04006847"	2017	
"B08367948"	2016	
"A35115856"	2011	
"B25436122"	2016	
"A85280253"	2009	
"F06402697"	2010	
"B91139717"	2007	
"A70063383"	2010	
"B35029420"	2014	
"A46081881"	2014	
"A21046578"	2008	
"A06011381"	2015	
"A08616542"	2012	
"A17006479"	2010	
"A20049078"	2013	
"A08609281"	2016	
"A09031089"	2014	
"A03076270"	2016	
"B38828687"	2008	
"A28011872"	2017	
"A26008664"	2015	
"A28011716"	2016	
"V30558738"	2007	
"A30006308"	2007	
"A92954130"	2010	
"A46008827"	2017	
"V30558738"	2011	
"A10010445"	2017	
"B60338290"	2013	
"A28576411"	2017	
"A15027063"	2017	
"A08681637"	2016	
"A63736458"	2010	
"A10294585"	2007	
"B85133544"	2009	
"B02419273"	2009	
"B20759023"	2016	
"A46002184"	2017	
"B46161261"	2016	
"A33026907"	2016	
"B46045456"	2013	
"A81505752"	2016	
"A08463481"	2017	
"B50776657"	2007	
"B28072205"	2017	
"V61861548"	2007	
"A27007731"	2015	
"A32007817"	2017	
"B35110410"	2017	
"B85692374"	2008	
"A20042933"	2016	
"A08051526"	2017	
"A31024458"	2009	
"A78879079"	2016	
"A31394356"	2015	
"A46021804"	2015	
"A08657546"	2015	
"A08484925"	2014	
"A12016093"	2016	
"A01020809"	2015	
"A28143782"	2016	
"A17035361"	2011	
"A48000939"	2014	
"A84911825"	2009	
"A11018736"	2009	
"A85279107"	2012	
"A08560823"	2015	
"A07005507"	2017	
"A04413340"	2015	
"B48605521"	2012	
"B13008669"	2014	
"A20036232"	2016	
"A97617773"	2009	
"B25436122"	2015	
"A46008827"	2016	
"A70063383"	2012	
"B03034501"	2015	
"A28080646"	2017	
"A08586133"	2015	
"A12004131"	2013	
"A35019637"	2008	
"A48547558"	2010	
"A20015368"	2009	
"A08303869"	2015	
"B35597020"	2009	
"A28649747"	2012	
"A28111342"	2007	
"A81256661"	2012	
"A85279107"	2009	
"A28124311"	2017	
"A28389880"	2017	
"B31829195"	2008	
"B97466981"	2007	
"A48981641"	2008	
"A08535288"	2016	
"A84050301"	2009	
"A20032678"	2009	
"B08375677"	2007	
"B74102872"	2008	
"B73456147"	2007	
"A18024950"	2009	
"B83045674"	2007	
"A30028559"	2014	
"A26011320"	2015	
"A28392033"	2017	
"F20025441"	2016	
"A43355403"	2015	
"A20049078"	2011	
"B25015017"	2016	
"A08441495"	2007	
"A15020480"	2017	
"A29955093"	2012	
"A08533119"	2015	
"A36002830"	2015	
"A28487460"	2015	
"A48107171"	2013	
"B84069491"	2008	
"B63677223"	2010	
"B83588657"	2009	
"F27016591"	2017	
"A08713869"	2017	
"A08146870"	2012	
"A08699720"	2015	
"A08303869"	2008	
"A28647758"	2009	
"A30006308"	2011	
"A28415487"	2014	
"A36605038"	2017	
"B31089071"	2016	
"A26001867"	2014	
"B44181634"	2007	
"A28465680"	2015	
"B74114182"	2016	
"A08183485"	2017	
"A25017435"	2016	
"B57175283"	2008	
"A38014098"	2016	
"A28539013"	2011	
"B28934081"	2014	
"B46074829"	2015	
"A48069991"	2007	
"V11317633"	2011	
"A12029195"	2015	
"V38081873"	2010	
"A60651783"	2009	
"B08365215"	2011	
"A08250425"	2011	
"A07067713"	2017	
"B43952126"	2008	
"B83654426"	2007	
"A57277709"	2013	
"A18008334"	2016	
"A07019698"	2015	
"A12010914"	2008	
"B62785357"	2014	
"A07061534"	2017	
"A08572430"	2016	
"B33605031"	2014	
"A12010914"	2017	
"A08194284"	2011	
"A81256661"	2011	
"B46135471"	2014	
"B36684157"	2015	
"B11576006"	2007	
"A62415641"	2009	
"B08100380"	2017	
"A48032981"	2010	
"B28385110"	2017	
"B46124434"	2013	
"A26013714"	2015	
"B84537315"	2011	
"A39022660"	2016	
"A46008827"	2012	
"A25017435"	2011	
"A08033474"	2012	
"A85280253"	2010	
"B32362410"	2010	
"A45015765"	2017	
"A63736359"	2008	
"B31007354"	2007	
"A03035417"	2015	
"A12013496"	2015	
"B28460681"	2007	
"A12013496"	2017	
"B84570803"	2012	
"A12014346"	2017	
"B84069491"	2009	
"A12014569"	2011	
"F32001976"	2013	
"A48059943"	2008	
"A25005331"	2010	
"A25005331"	2009	
"B84768761"	2010	
"A28603611"	2007	
"B85010643"	2013	
"A18017244"	2017	
"B99029365"	2010	
"F14016729"	2014	
"A07049133"	2017	
"A13005384"	2017	
"A08270357"	2014	
"B64055445"	2008	
"A23004369"	2014	
"B37416575"	2007	
"A43016286"	2014	
"A08303869"	2013	
"A36561595"	2009	
"A30292569"	2015	
"B08375677"	2008	
"A12017919"	2017	
"A30603757"	2011	
"A28669851"	2009	
"F49006554"	2014	
"A12018354"	2016	
"A24015802"	2012	
"A28658177"	2013	
"V95239604"	2008	
"A28372803"	2016	
"A28011872"	2016	
"A32002107"	2012	
"B28692309"	2013	
"F95002150"	2015	
"A43042324"	2012	
"A38014098"	2017	
"A08640039"	2012	
"A46078556"	2012	
"B14819643"	2014	
"A04006417"	2017	
"B91190173"	2007	
"B23219009"	2016	
"B31850977"	2009	
"A08572430"	2015	
"A24009086"	2017	
"A08556896"	2016	
"A17020645"	2014	
"B41591165"	2014	
"B47484290"	2014	
"A50011717"	2009	
"B30029110"	2012	
"A91291435"	2008	
"B18694349"	2007	
"A46008827"	2008	
"A08573370"	2017	
"A14012819"	2014	
"A35500800"	2007	
"A01020809"	2014	
"A03010170"	2017	
"A08646143"	2014	
"A46031761"	2013	
"A08033474"	2011	
"A28603041"	2017	
"A46023347"	2009	
"B31777691"	2008	
"A11010352"	2015	
"A28709053"	2017	
"B57551350"	2007	
"A08170151"	2017	
"A08584062"	2016	
"A28295806"	2008	
"A28155240"	2016	
"A08369068"	2014	
"A28381234"	2015	
"F01131978"	2015	
"A31009665"	2013	
"A08330789"	2017	
"A01010701"	2016	
"A85270965"	2015	
"B84348622"	2009	
"B41076506"	2008	
"A07033178"	2015	
"B06341333"	2007	
"B01128552"	2008	
"A01004548"	2015	
"B12662722"	2007	
"A25005331"	2016	
"B28538874"	2014	
"A28012656"	2015	
"A84911445"	2008	
"A22271209"	2007	
"A08572430"	2014	
"B12024873"	2015	
"A35036599"	2010	
"A23012305"	2011	
"A23012305"	2009	
"F27016591"	2016	
"F08203663"	2017	
"A29955093"	2010	
"B57423519"	2011	
"A25005331"	2011	
"B12008660"	2013	
"A12363529"	2017	
"B85225282"	2010	
"B36684157"	2016	
"A23004369"	2013	
"B08581951"	2015	
"B36002970"	2008	
"A47008487"	2011	
"A22271209"	2008	
"B83814251"	2007	
"F27016591"	2009	
"A91369819"	2009	
"A15678162"	2008	
"A13010046"	2016	
"A22013502"	2016	
"A08194284"	2017	
"A48050124"	2017	
"A43020643"	2016	
"A28399186"	2016	
"A13001730"	2017	
"B43009091"	2010	
"B31631062"	2013	
"A18565705"	2017	
"A08363004"	2014	
"F04005344"	2010	
"A14012819"	2017	
"B83060756"	2007	
"B12026183"	2010	
"A06388052"	2016	
"A08260507"	2017	
"V30558738"	2009	
"B06422877"	2009	
"B73254898"	2008	
"A22005797"	2011	
"A28119121"	2017	
"A42000471"	2012	
"V04509865"	2014	
"B46166013"	2009	
"A12004131"	2016	
"A08640039"	2009	
"B34224923"	2012	
"B63149637"	2007	
"A21391917"	2007	
"A08481632"	2014	
"A23205289"	2009	
"A63047922"	2009	
"B41021767"	2016	
"A41014457"	2012	
"V95239604"	2011	
"B31881055"	2009	
"A84911445"	2012	
"B84150994"	2009	
"B28194926"	2017	
"A08698862"	2014	
"B73212417"	2009	
"A08539553"	2007	
"A84534627"	2011	
"B50057330"	2017	
"A08146870"	2013	
"A38485827"	2011	
"B35028281"	2011	
"B84886837"	2017	
"A15020480"	2014	
"B91372748"	2008	
"A14023139"	2015	
"A14023139"	2016	
"A16010225"	2014	
"A08481632"	2016	
"B97526008"	2007	
"B09417932"	2007	
"A20806329"	2008	
"A46084984"	2017	
"V43129667"	2015	
"A08633745"	2016	
"A43016286"	2012	
"A28013407"	2015	
"A20779849"	2008	
"B14819643"	2009	
"B97307086"	2009	
"A91291435"	2012	
"B07031149"	2016	
"B97131155"	2007	
"A06337331"	2007	
"B84822832"	2013	
"A46055497"	2014	
"A84534874"	2007	
"A01008234"	2017	
"B95486213"	2007	
"B97389209"	2010	
"B84871607"	2007	
"A62977186"	2016	
"A14029011"	2017	
"C08164253"	2007	
"B08147696"	2017	
"A28494482"	2017	
"A84911825"	2013	
"A35115856"	2009	
"A07078405"	2007	
"A14037832"	2015	
"V83443390"	2008	
"A28127462"	2017	
"A08779407"	2008	
"A50011717"	2016	
"B24008914"	2017	
"A20065744"	2014	
"A46066825"	2017	
"A48034110"	2016	
"B27321249"	2009	
"A28411577"	2016	
"A23012305"	2012	
"A20063038"	2012	
"A28554707"	2014	
"B83541912"	2008	
"B08094237"	2017	
"B84527704"	2012	
"A14580385"	2007	
"A14580385"	2008	
"A20061131"	2017	
"A20061131"	2015	
"V28664472"	2007	
"A08426249"	2009	
"A07016025"	2017	
"A03062619"	2016	
"F95002150"	2013	
"A45006459"	2008	
"A06419220"	2007	
"V57525560"	2012	
"A20054854"	2017	
"B97623938"	2007	
"A46008827"	2014	
"A20054854"	2011	
"A01000116"	2017	
"B46055448"	2012	
"V48566475"	2009	
"A37010295"	2016	
"B28028348"	2017	
"F27016591"	2014	
"A28650307"	2008	
"B03077039"	2014	
"B36002970"	2012	
"A20049078"	2009	
"A25000613"	2015	
"A08576068"	2017	
"A07019698"	2008	
"B91629634"	2017	
"A08677700"	2017	
"A48059943"	2016	
"B46105771"	2009	
"A48049928"	2011	
"A46031761"	2014	
"B03072493"	2017	
"A20063038"	2010	
"V30558738"	2017	
"B57487159"	2013	
"A95444519"	2010	
"B12008660"	2009	
"A28013407"	2013	
"A20036877"	2009	
"A27009737"	2009	
"A20036232"	2017	
"A74255282"	2011	
"B28975704"	2014	
"A08633745"	2015	
"A08551590"	2010	
"A32002107"	2010	
"B21376942"	2010	
"B83495101"	2007	
"A14023139"	2014	
"A30040083"	2014	
"A13010046"	2013	
"A20032678"	2017	
"A20032678"	2016	
"A20032678"	2015	
"A30604680"	2014	
"B20035424"	2016	
"B50938489"	2008	
"A29018223"	2011	
"A15020480"	2011	
"A15020480"	2016	
"A08036709"	2015	
"B83840900"	2007	
"B31071178"	2013	
"B57551350"	2012	
"B95422721"	2010	
"A15020480"	2013	
"B97751978"	2011	
"A31825466"	2007	
"A35014414"	2008	
"A16004665"	2009	
"A08409369"	2010	
"B08565988"	2009	
"A12029468"	2011	
"A31106701"	2013	
"B03039781"	2010	
"A08463481"	2007	
"A20020277"	2014	
"B41033267"	2016	
"A08147555"	2009	
"B60241437"	2015	
"A84534874"	2012	
"A21046578"	2007	
"A14037832"	2017	
"A28011872"	2011	
"A20018610"	2014	
"C08164253"	2008	
"B46055448"	2011	
"A28554624"	2015	
"A63746275"	2010	
"A20015368"	2010	
"A46075206"	2016	
"A33617218"	2017	
"A28012656"	2016	
"A49004484"	2016	
"A20015368"	2012	
"A12010914"	2012	
"A01020809"	2017	
"A01017557"	2016	
"A08576068"	2010	
"A53817359"	2008	
"A28411585"	2008	
"A29030848"	2016	
"A25529074"	2009	
"A63645220"	2011	
"A28110971"	2015	
"A30038764"	2011	
"B97526008"	2008	
"A20005351"	2009	
"A20005351"	2008	
"A28355931"	2017	
"B08499410"	2016	
"A20024832"	2014	
"A32143588"	2009	
"A63047922"	2007	
"B28538874"	2016	
"B92963628"	2014	
"A12524278"	2014	
"B35022425"	2007	
"B97861843"	2009	
"A08438061"	2016	
"A28154029"	2014	
"A46036380"	2015	
"F46026829"	2007	
"A18291476"	2008	
"B31083199"	2009	
"A15678162"	2007	
"B12008660"	2007	
"A28145498"	2017	
"A45006939"	2016	
"A28136711"	2017	
"A46115101"	2014	
"A07067713"	2014	
"A24007072"	2016	
"A79492104"	2016	
"A16004665"	2016	
"B83852160"	2010	
"A46070520"	2017	
"A16004665"	2017	
"A36040442"	2016	
"B85036887"	2013	
"A28638542"	2014	
"B50023142"	2017	
"B46090874"	2011	
"A28411585"	2015	
"A28647758"	2016	
"A60651783"	2013	
"F12039442"	2014	
"A18291476"	2011	
"A28650307"	2007	
"A18024950"	2007	
"A07038441"	2014	
"B85160976"	2011	
"A29018223"	2008	
"A16010225"	2007	
"A48000939"	2016	
"A08519175"	2017	
"B18006668"	2013	
"A18020271"	2012	
"A11957792"	2007	
"A16010977"	2017	
"A17007014"	2017	
"A09010661"	2015	
"B30029110"	2017	
"A17001207"	2007	
"B36014975"	2017	
"B20035424"	2013	
"A03010568"	2011	
"A17001793"	2017	
"A03076270"	2008	
"B85692374"	2012	
"A28027647"	2015	
"B28538874"	2012	
"A57346926"	2008	
"A24009086"	2016	
"A08617128"	2015	
"A08051526"	2016	
"F14016729"	2011	
"F95002150"	2012	
"A83401273"	2015	
"A29661394"	2014	
"B32362410"	2012	
"B28126886"	2017	
"A08117806"	2016	
"A85125078"	2013	
"B08094237"	2007	
"A08296790"	2017	
"A45018926"	2010	
"B73254898"	2007	
"A35046572"	2017	
"B95271326"	2008	
"B08488660"	2007	
"A08248502"	2015	
"B46163655"	2017	
"B30604854"	2017	
"B28465730"	2012	
"A45002219"	2017	
"A45002219"	2016	
"B83393223"	2012	
"A48049928"	2013	
"B84537315"	2010	
"A28368280"	2012	
"B09319021"	2010	
"B53548384"	2014	
"B28563476"	2010	
"B14028732"	2011	
"F20025441"	2015	
"A20557294"	2017	
"B15021520"	2014	
"B46130647"	2017	
"A28429280"	2015	
"B83495101"	2017	
"A08552622"	2007	
"B20049615"	2017	
"B28023679"	2014	
"B73456147"	2008	
