nif	year	inmovilizado
"A41017161"	2016	54745.43
"B57208878"	2014	54823.04
"A28058725"	2008	54867
"F03842671"	2014	54946.79
"B29006574"	2015	55006.65
"A08401184"	2011	55035.79
"A08202715"	2015	55119.24
"A28155240"	2011	55134.87
"A81487027"	2011	55138.99
"B61428611"	2007	55207.16
"A28058725"	2014	55375
"B41591165"	2016	55417.02
"A15685324"	2010	55473.19
"B11630886"	2013	55485.7
"F03842671"	2016	55527.57
"A07059058"	2014	55561.13
"A36036739"	2008	55575.43
"A28074078"	2017	55578.52
"B43361724"	2013	55607.66
"B41008970"	2012	55672.5
"A30009146"	2014	55681.33
"A28827335"	2015	55683.72
"A07084940"	2016	55710.41
"B62173604"	2013	55758
"A28023422"	2009	55767.84
"A36036739"	2007	55775.66
"A28362127"	2017	55797.26
"B29006574"	2017	55830.64
"A08999088"	2008	55844.75
"A35397884"	2014	55919.02
"A08401184"	2010	55972.34
"B62385067"	2017	55980.13
"A30009146"	2016	55997.68
"A50018837"	2017	56001.35
"A28396042"	2007	56003
"A28155240"	2010	56033.82
"A28012342"	2010	56075
"A28012342"	2012	56092
"A28012342"	2011	56145
"A80482334"	2010	56179.07
"A31449002"	2015	56455.64
"A08431090"	2010	56580
"B08243693"	2007	56582.72
"A08503005"	2009	56608
"A31007743"	2011	56681
"B81762684"	2008	56716.14
"B81762684"	2007	56716.14
"B81762684"	2009	56716.55
"B81762684"	2010	56717.93
"A85280253"	2016	56721
"A28058725"	2010	56756
"A85270965"	2016	56777.79
"A31449002"	2014	56815.59
"B31744709"	2017	56854
"B28028348"	2012	56950.2
"A06017941"	2013	56955.28
"A30009146"	2017	57018.75
"A80482334"	2009	57058.54
"B59162701"	2009	57254.5
"A33778739"	2010	57307.86
"B81335473"	2017	57344.13
"A28900975"	2014	57432.5
"A08332363"	2017	57465.83
"G38004297"	2012	57527.1
"A46105532"	2012	57547.05
"B81762684"	2011	57603.6
"B28028348"	2011	57613.27
"A28085686"	2013	57639.58
"B31684020"	2012	57665.06
"A06244131"	2017	57748.64
"B61914883"	2012	57756.51
"B01218932"	2011	57780
"B08243693"	2009	57824
"A08663684"	2013	57912.15
"B08243693"	2008	58004
"B46012324"	2014	58156.96
"A28198661"	2009	58256.53
"B61914883"	2011	58321.92
"A08999088"	2007	58326.22
"B07883457"	2008	58381.33
"A08401184"	2009	58425.33
"A07052244"	2009	58491.01
"B29006574"	2011	58499.16
"A08332363"	2016	58510.54
"A28058725"	2011	58529
"A21006911"	2011	58549.54
"B62385067"	2016	58649.05
"A38023925"	2011	58702.62
"A50049519"	2013	58736.33
"B28227866"	2013	58754.82
"A28900975"	2015	58755.1
"A16009870"	2010	58771.11
"A28814135"	2011	58788.95
"A48084909"	2017	58793
"A08332363"	2013	58828.91
"B28557064"	2013	58862.81
"A28456820"	2012	58926.36
"A96773940"	2011	58933.14
"A50032002"	2012	59014.31
"B30041115"	2014	59032.09
"A38348413"	2017	59048.85
"A35023746"	2007	59049.18
"B46012324"	2010	59062.36
"A08721177"	2016	59121.28
"A28658177"	2009	59141.37
"A28058725"	2012	59168
"A38645214"	2014	59180.66
"A08384638"	2014	59207.02
"A28058725"	2009	59208
"B62173604"	2015	59277
"A08384638"	2012	59306.63
"B01218932"	2007	59330.34
"A28407484"	2007	59468
"A60045903"	2008	59473
"B46012324"	2011	59531.3
"A46052809"	2014	59598
"A06017941"	2007	59653.51
"A35610666"	2017	59665.41
"A21006911"	2012	59665.95
"A78389608"	2015	59692.72
"A08721177"	2015	59695.85
"A08002073"	2013	59739.51
"A45445210"	2009	59740
"A08274987"	2013	59783.09
"A48084909"	2012	59787.27
"F03842671"	2013	59812.27
"A07084940"	2017	59991.13
"A33055138"	2015	60028.53
"A07161821"	2015	60231.11
"B61428611"	2011	60294.8
"B61428611"	2010	60294.8
"B28227866"	2012	60313.41
"A24011165"	2007	60419.89
"B08359093"	2012	60517.77
"A08384638"	2013	60523.83
"A07161821"	2017	60614.31
"B03002441"	2017	60678.93
"A08503005"	2010	60714
"A96773940"	2012	60771
"B60024353"	2010	60806.59
"A53559530"	2014	60859.23
"A28487007"	2017	60953.28
"B04348579"	2009	60956.5
"A82683434"	2015	60977.8
"A38015459"	2009	60982.28
"B81335473"	2016	61018.65
"B31881055"	2016	61129.93
"A08016255"	2008	61140
"A80482334"	2011	61144.29
"A07161821"	2014	61226.44
"A96945530"	2010	61375.54
"B28227866"	2014	61397.23
"A28827335"	2012	61403.99
"A21006911"	2010	61422.54
"B38425070"	2017	61472.38
"A48084909"	2013	61556.48
"A07052244"	2011	61641.07
"B62385067"	2013	61663.52
"A28456820"	2013	61672.91
"B81231516"	2015	61699.26
"A06244131"	2014	61723.75
"B60024353"	2011	61829.67
"A33055138"	2016	61831.19
"A12095295"	2014	62152.18
"A35610666"	2016	62185.45
"A07161821"	2013	62207.08
"B61428611"	2008	62265.67
"B83603746"	2012	62293.06
"B01218932"	2009	62389
"A08401184"	2012	62516.96
"F03842671"	2015	62577.58
"A28485571"	2013	62582.41
"B38425070"	2016	62588.59
"B81335473"	2010	62627.5
"A46003265"	2012	62880.87
"G38004297"	2013	62996.69
"B01218932"	2008	63030
"B81335473"	2011	63051.92
"A08999088"	2011	63160.66
"F03842671"	2012	63173.54
"A33055138"	2017	63190.79
"B43361724"	2012	63199.71
"A06017941"	2015	63231.87
"A07059058"	2017	63257.37
"A28131274"	2013	63282.8
"A50018837"	2013	63313.88
"A08999088"	2010	63390.81
"A78389608"	2014	63410.02
"A22174932"	2010	63433
"A16009870"	2012	63458.2
"B01218932"	2010	63525
"A48084909"	2016	63649
"B81335473"	2009	63715.14
"B61428611"	2009	63861.09
"A22174932"	2009	63900.77
"A28155240"	2012	63977.88
"B46012324"	2015	63993.3
"B62385067"	2015	63999.86
"B85225282"	2016	64035.12
"F03842671"	2010	64098.14
"A28456820"	2014	64108.93
"A11355526"	2007	64222.75
"B60024353"	2013	64238.98
"A06244131"	2015	64273.09
"B41008970"	2013	64355.97
"A06017941"	2014	64358.66
"B38425070"	2013	64444.77
"A21006911"	2013	64473
"A78389608"	2016	64516.6
"A38666897"	2015	64517
"A11355526"	2013	64581.28
"A08401184"	2008	64629.76
"B60024353"	2015	64667.57
"B85225282"	2017	64714.26
"B60024353"	2014	64772.7
"A11355526"	2012	64877.96
"A12512497"	2015	64944.87
"B60024353"	2016	64950.28
"A13010004"	2014	64962.18
"A28085686"	2016	64972.8
"B60024353"	2012	64981.32
"B60024353"	2017	65044.89
"F03842671"	2011	65069.71
"A83150060"	2010	65100
"B81335473"	2015	65109.79
"A07052244"	2010	65174.34
"A96945530"	2009	65189.29
"A80482334"	2012	65226.24
"A28273043"	2007	65237.41
"A11355526"	2011	65364.87
"A48031686"	2016	65441
"B08359093"	2013	65518.39
"A46086773"	2010	65519.41
"B59162701"	2010	65575.05
"B62385067"	2014	65668.84
"A28407484"	2008	65758.92
"A28273043"	2014	65792.5
"A28058725"	2013	65860
"A24011165"	2017	65865
"A09354176"	2015	65905.58
"A08274987"	2012	65907.41
"A13008339"	2012	65937.27
"B58836321"	2014	66141
"A11355526"	2015	66237.65
"A48031686"	2017	66324
"A81041147"	2010	66345
"A11355526"	2014	66371.48
"A46003265"	2010	66386.11
"A60045903"	2009	66477
"A28407484"	2013	66559.15
"B81335473"	2014	66656.92
"A28077709"	2008	66702
"A32015844"	2017	66726.58
"A11355526"	2016	66770.31
"A33006404"	2007	66816.79
"A38024345"	2014	66888.74
"B60024353"	2009	66931.19
"A11355526"	2010	66935.08
"A33008921"	2010	67065.53
"B81335473"	2013	67096.06
"B04348579"	2010	67144.53
"B48472500"	2016	67248.4
"A13008339"	2011	67264.64
"B08373250"	2012	67320.94
"A41461856"	2011	67355.6
"A08002073"	2015	67392.88
"A38015459"	2010	67473.63
"B28250090"	2017	67512.35
"A22174932"	2008	67526.42
"A35610666"	2014	67559.37
"B85225282"	2015	67633.73
"G38004297"	2014	67646.42
"B11630886"	2014	67656.86
"A28085520"	2012	67668.98
"A78389608"	2017	67715.59
"A24011165"	2015	67730
"A06017941"	2016	67758.78
"F32001976"	2008	67796.82
"B28250090"	2016	67805.24
"A12023693"	2015	67805.85
"B35007376"	2017	67864.11
"A16009870"	2011	67868.98
"B83814251"	2014	67884.2
"A08332363"	2014	67993.66
"A28077709"	2007	68084.88
"A08401184"	2007	68131.95
"B41008970"	2014	68204.08
"A08721177"	2017	68239.02
"A28487007"	2014	68267.61
"A46105532"	2013	68395.11
"A06017941"	2017	68437.71
"A28131274"	2014	68440.08
"A11355526"	2009	68442.92
"A08721177"	2007	68495.9
"B96952635"	2012	68520.45
"A16004665"	2011	68548.97
"B08359093"	2015	68587.21
"A97617773"	2017	68644.41
"A24011165"	2008	68652.68
"A33008921"	2011	68717.38
"A08401184"	2013	68731.2
"A28002640"	2013	68861.12
"A08332363"	2015	68866.23
"A08518979"	2009	68907
"A46003265"	2011	68921.9
"A48084909"	2014	68932.3
"A46070777"	2011	68991.4
"A38024345"	2013	69061.99
"B07883457"	2009	69069.28
"A38232526"	2012	69119.87
"A08274987"	2011	69127.95
"A13008339"	2010	69217.77
"A96945530"	2011	69231.22
"A35610666"	2013	69231.67
"A28985992"	2012	69243.67
"A28668127"	2017	69289.13
"A28985992"	2011	69391.02
"A28827335"	2016	69451.09
"A28668127"	2015	69473.8
"A28668127"	2016	69601.33
"B08359093"	2014	69639.63
"A03402468"	2007	69722.36
"A28077709"	2014	69763
"A53817359"	2014	69772.83
"B08359093"	2017	69775.16
"A28085520"	2013	69844.65
"B07029465"	2007	69866.63
"B58836321"	2013	69897
"B83814251"	2013	70066.7
"F32001976"	2015	70113.18
"A11355526"	2008	70138.85
"B08243693"	2010	70149
"A82501545"	2009	70230.08
"A39000450"	2007	70276.55
"A30009146"	2012	70279.73
"A14018634"	2015	70393.1
"A28407484"	2010	70418.05
"B28102556"	2013	70431.49
"B78077724"	2010	70515
"A16009870"	2015	70556.49
"A08016255"	2010	70731
"A08016255"	2012	70734
"A07059058"	2016	70743.78
"B38425070"	2015	70749.7
"B78077724"	2009	70819
"A61427183"	2013	70853.52
"A28827335"	2017	70902.75
"A08016255"	2011	70922
"A28456820"	2015	70976.77
"A28002640"	2012	71022.92
"A78018421"	2008	71099
"A35023746"	2008	71172.94
"A15009665"	2009	71263.2
"B14819643"	2017	71281.6
"A48084909"	2015	71313.09
"A28407484"	2009	71331.4
"A35610666"	2015	71358.92
"B81335473"	2012	71361.29
"B08359093"	2016	71475.14
"A33006404"	2008	71571.93
"A46003265"	2013	71729.83
"B62385067"	2009	71793.41
"A08016255"	2009	71797
"B43110113"	2012	71881.41
"A08002073"	2014	72090.73
"A11355526"	2017	72176.12
"A03681186"	2013	72291.23
"B28255016"	2011	72359
"B07883457"	2010	72392.98
"B95388450"	2016	72421.84
"A28085520"	2014	72441.79
"B83814251"	2016	72468.05
"B83814251"	2012	72482.85
"B85225282"	2014	72535
"A46105532"	2017	72548.2
"A46105532"	2014	72621.74
"A28329480"	2014	72625.91
"A08002073"	2016	72673.39
"A14018634"	2017	72737.08
"A30009146"	2011	72799.15
"B35007376"	2015	72901
"A53559530"	2013	72957.97
"B43110113"	2011	73007.23
"A81041147"	2007	73039.94
"A80482334"	2016	73196.27
"B38425070"	2012	73268.55
"A28211092"	2017	73333.7
"A97617773"	2016	73362.95
"B83814251"	2015	73393.42
"B35007376"	2016	73428
"A50032002"	2013	73578.08
"A12023693"	2016	73589.32
"B58836321"	2012	73675
"B38425070"	2011	73676.48
"A46105532"	2016	73727.15
"A28085520"	2015	74057.94
"A46105532"	2015	74281.2
"A35023746"	2010	74298.8
"A28396042"	2008	74384
"B62173604"	2017	74442
"A16009870"	2013	74446.56
"B83257295"	2011	74451.51
"A28077709"	2013	74546
"A33008921"	2012	74565.72
"A38015459"	2011	74593
"A28002640"	2011	74621.18
"B43110113"	2013	74663.24
"A07059058"	2015	74873.34
"A14018634"	2016	74971.58
"A08503005"	2011	75103
"A13010004"	2013	75170.48
"B29006574"	2012	75249.77
"F32001976"	2009	75305.18
"A39000450"	2017	75389
"A08002073"	2017	75445.28
"B62173604"	2016	75482
"A28827335"	2014	75580.74
"A28485571"	2014	75652.88
"A28407484"	2012	75674.88
"A35397884"	2017	75691.03
"A08046799"	2009	75712
"A33008921"	2013	75791.89
"A60045903"	2010	75925
"B62385067"	2012	76041.84
"A78018421"	2017	76069
"A50049519"	2014	76322.19
"B35007376"	2012	76396.59
"A28077709"	2011	76414
"B58836321"	2011	76600
"B43110113"	2010	76655.56
"A21006911"	2014	76657.71
"B31684020"	2013	76732.54
"B58836321"	2015	76851
"A97617773"	2015	76892.24
"A31007743"	2017	76982
"A28211092"	2016	77121.95
"A28146579"	2014	77284.95
"A16009870"	2017	77341
"A35397884"	2015	77358.48
"A33006404"	2009	77449.02
"A38645214"	2017	77483.2
"F32001976"	2010	77537.7
"A50049519"	2015	77537.92
"A29005782"	2008	77563.41
"A46070777"	2017	77632.01
"A28827335"	2013	77729
"F32001976"	2017	77759
"A28077709"	2012	77783
"A39000450"	2010	77829
"B83257295"	2012	78008.16
"A61713301"	2014	78134
"B95388450"	2014	78197.9
"B83257295"	2010	78398.17
"A28985992"	2015	78476.1
"A28658177"	2010	78501.79
"B07029465"	2010	78549.03
"A96945530"	2012	78610.09
"A28085520"	2016	78644.51
"A85270965"	2017	78656.84
"A50018837"	2014	78740.83
"A28002640"	2010	78819.25
"A13008339"	2013	78842.15
"A80245129"	2014	78847.52
"A60362266"	2008	78905.1
"B83257295"	2009	78959.11
"A33006404"	2016	78968.17
"A28085686"	2017	79012.55
"A35397884"	2016	79048.9
"B62385067"	2011	79066.27
"B07029465"	2008	79153.38
"A80245129"	2013	79271.16
"A38666897"	2011	79401.51
"B83814251"	2011	79406.41
"A61713301"	2013	79479
"A35023746"	2009	79553.85
"B62409065"	2010	79688.7
"A31007743"	2012	79737.87
"A21006911"	2015	79820.05
"B61914883"	2013	79948.11
"B20023982"	2016	80013.02
"A50049519"	2017	80033.7
"A80245129"	2012	80050.44
"A45445210"	2010	80096
"A46003265"	2016	80257.75
"A28002640"	2009	80273.37
"B91235622"	2016	80302.53
"A07161821"	2016	80351.67
"A28985992"	2014	80361.45
"A39000450"	2008	80406.41
"A46003265"	2015	80654.77
"A16009870"	2016	80743.97
"A28085686"	2014	80749.11
"B20023982"	2017	80757.73
"A61713301"	2012	80917
"A38348413"	2016	80917.91
"A38645214"	2016	80941.46
"A81041147"	2008	80997
"A78831369"	2007	81035.45
"A30009146"	2013	81073.76
"A81041147"	2011	81075
"B07029465"	2009	81087.36
"B46012324"	2012	81088.96
"A50049519"	2016	81193.48
"A15009665"	2010	81352.15
"A33006404"	2017	81363.02
"A82335746"	2014	81462.76
"A33006404"	2015	81493.07
"A28077709"	2010	81916
"A20031076"	2007	82037.52
"A35004571"	2009	82050
"B28255016"	2012	82201.37
"A28407484"	2011	82262.67
"A48547558"	2009	82320.96
"A38015459"	2012	82344
"B83257295"	2013	82549.42
"B28255016"	2017	82581.28
"A12512497"	2017	82647.64
"A46070777"	2012	82892.91
"A24011165"	2009	82925.28
"A39000450"	2016	83133
"B91235622"	2013	83143.13
"A08663684"	2014	83164.69
"A38666897"	2016	83185.58
"A39000450"	2011	83266
"A38645214"	2015	83272.41
"A28220606"	2008	83275
"A03681186"	2014	83454.17
"B07883457"	2011	83556.85
"A82307117"	2008	83643
"A78018421"	2007	83657
"A12011946"	2008	83674.23
"A28273043"	2011	83784.98
"A19122209"	2010	83814
"B91235622"	2015	83815.3
"A28146579"	2015	83826.91
"A38024345"	2015	83887.63
"A35023746"	2011	83895.97
"A28077709"	2015	84269
"A28012342"	2008	84273
"A24011165"	2011	84394.74
"A31071913"	2017	84428.56
"A82198847"	2007	84531.92
"A08046799"	2008	84579
"B91235622"	2012	84645.09
"B07883457"	2012	84949.52
"B31684020"	2015	84991.84
"A38023925"	2012	85016.68
"A38666897"	2017	85070.93
"A28273043"	2013	85107
"B78077724"	2011	85174
"A28273241"	2010	85514.48
"A39000450"	2009	85517
"A85280253"	2017	85532
"A28012342"	2007	85555
"A82335746"	2017	85560.38
"A28002640"	2008	85630.86
"A28220606"	2007	85657.5
"A28077709"	2009	85678
"A82335746"	2016	85776.64
"A24011165"	2012	85870.73
"A24011165"	2010	85927.77
"A03402468"	2011	85955.15
"A28146579"	2016	85986.68
"A20031076"	2009	86071
"A09354176"	2016	86114.16
"A82335746"	2015	86117.68
"B08243693"	2011	86191
"A08016255"	2016	86294
"A31007743"	2016	86369
"A57277709"	2012	86630.5
"B62385067"	2010	86862.7
"A28273241"	2013	86917.02
"B48969885"	2008	87195.63
"A20031076"	2008	87278
"A28456820"	2016	87344.63
"A28985992"	2016	87489.11
"A28273043"	2012	87506.2
"A08016255"	2017	87520
"A36036739"	2012	87523.02
"A12512497"	2013	87537.91
"A33008921"	2014	87542.79
"A13008339"	2014	87622.13
"B28227866"	2015	87855.28
"A29005782"	2009	88222.24
"A28012342"	2009	88455
"A35004571"	2017	88556
"A21006911"	2017	88564.04
"B28102556"	2014	88742.38
"B08243693"	2017	88781
"A31071913"	2016	88924.94
"A39000450"	2012	88938
"A33006404"	2011	88995.14
"A12512497"	2014	89025.03
"A28985992"	2017	89112.29
"A46003265"	2014	89115.23
"B29006574"	2013	89123.13
"B08243693"	2016	89333
"B07029465"	2011	89448.13
"A28814135"	2012	89752.74
"A60362266"	2016	89800.73
"A33006404"	2010	89866.3
"A08016255"	2013	89888
"A29005782"	2007	89955.73
"A07326473"	2008	89982.71
"A21006911"	2016	90072.18
"A33008921"	2017	90197
"A28273241"	2011	90222.76
"A36036739"	2015	90399
"A08016255"	2014	90689
"A38024345"	2016	90923.06
"B08243693"	2014	91079
"A24011165"	2013	91280.08
"A33006404"	2012	91439.7
"A08016255"	2015	91610
"A28146579"	2017	91691.8
"A82335746"	2013	91704.13
"A30009146"	2015	91891.12
"A33778739"	2011	91959.27
"A35023746"	2013	91970.72
"B08243693"	2015	92197
"B62850094"	2015	92256.42
"A81041147"	2009	92296
"B46012324"	2017	92340.09
"A46003265"	2017	92643.22
"A83048363"	2009	92906.2
"B08243693"	2012	92968
"A60362266"	2015	93012.55
"B35007376"	2013	93033.59
"A82501545"	2017	93167.1
"A28002640"	2007	93198.51
"A60045903"	2011	93663
"A28155240"	2017	93681.18
"A78831369"	2008	93824.78
"B35042092"	2011	93858
"B46012324"	2016	93928.54
"B28241495"	2007	93960.43
"B28102556"	2015	93970.59
"A97789861"	2015	94068
"A12512497"	2016	94172.26
"A28046431"	2007	94173.7
"A28046431"	2008	94349.09
"B11630886"	2016	94384.64
"A39000450"	2014	94596
"A28273241"	2012	94679.66
"A38666897"	2012	94749
"A80245129"	2015	94906.69
"A35023746"	2014	94964.77
"A08046799"	2007	95119
"A33778739"	2013	95335.69
"B28102556"	2016	95351.03
"A85279107"	2017	95356.93
"A61713301"	2011	95451
"A16009870"	2014	95483.14
"A08721177"	2008	95703.16
"B08243693"	2013	95822
"A24011165"	2014	95831.33
"B14819643"	2016	95841.96
"A61427183"	2017	95898.17
"A33778739"	2012	95982.34
"B31684020"	2016	96110.78
"B29006574"	2014	96297.72
"A15009665"	2011	96388.26
"B58875048"	2013	96414.03
"A82501545"	2016	96555.41
"B28255016"	2015	96582.31
"B31684020"	2017	96652.13
"A28023422"	2013	96838.01
"A82335746"	2012	96928.98
"A36036739"	2016	96959.31
"A78831369"	2009	96988
"B07883457"	2017	97089.15
"A53817359"	2015	97199.99
"B28255016"	2016	97449.16
"A48050728"	2007	97457.55
"A60362266"	2014	97650.13
"A38232526"	2013	97871.08
"A33006404"	2013	97941.27
"B28102556"	2017	98059.13
"A38666897"	2013	98125
"A82335746"	2011	98148.74
"A09354176"	2017	98235.88
"A82501545"	2015	98331.69
"A19122209"	2011	98336
"B28255016"	2014	98464.66
"A46070777"	2015	98552.69
"A35023746"	2012	98620.81
"A28985992"	2013	98654.56
"A60362266"	2013	98896.98
"A41461856"	2010	99019.52
"A33778739"	2014	99216.51
"A61713301"	2010	99411
"A39000450"	2015	99421
"A22174932"	2017	99473
"A61427183"	2016	99986.56
"A60362266"	2009	100075.8
"A91291435"	2010	100080.8
"B04348579"	2011	100293.7
"B97861843"	2015	100305
"A28220606"	2010	100333
"B48948830"	2009	100429.4
"A82501545"	2010	100591.8
"A33778739"	2017	100825
"A28198661"	2008	100832.3
"B07883457"	2015	100890.6
"A60362266"	2011	100978.1
"A22174932"	2016	100985
"A82501545"	2011	101092.9
"A13008339"	2015	101189.3
"A53817359"	2016	101190.9
"A28198661"	2007	101342
"A28002640"	2014	101440.9
"A35004571"	2016	101679
"A28456820"	2017	101748.4
"B28255016"	2013	101800.2
"A97789861"	2016	101811
"A53817359"	2017	101897.7
"A33006404"	2014	102016.4
"A78831369"	2010	102170
"A60045903"	2012	102309
"A84434224"	2012	102375
"A28155240"	2015	102628.3
"A31007743"	2015	102748
"B57362105"	2017	102798.2
"A08023145"	2015	103034
"A97789861"	2017	103073
"A60362266"	2010	103271.7
"A28220606"	2009	103621
"A33778739"	2015	103655.5
"B96952635"	2013	103719
"B07883457"	2016	104151.2
"A08023145"	2016	104612
"A46070777"	2016	104652.1
"A31007743"	2013	104861
"A28396042"	2009	105244
"A33008921"	2015	105251.4
"A12011946"	2009	105357.3
"A08008450"	2012	105449
"B35110410"	2016	105820.6
"A22174932"	2015	105875
"B08373250"	2013	105887.7
"A03402468"	2016	105898.5
"B31684020"	2014	105940.2
"B57362105"	2016	106049.2
"A82501545"	2013	106086.9
"A82501545"	2012	106118.3
"A35004571"	2015	106155
"A39000450"	2013	106479
"A36036739"	2013	106485
"A31007743"	2014	106646.8
"A28658177"	2011	106648
"A20031076"	2010	106670
"A82501545"	2014	106697.2
"A03402468"	2008	106869.3
"A38232526"	2014	106897.6
"A08377046"	2007	107387
