nif	year	ig_explo
"A37021631"	2017	
"A23012305"	2015	
"A47017074"	2015	
"B35028281"	2012	
"A47018361"	2015	
"A23011497"	2007	
"A13001730"	2015	
"A28111342"	2007	
"A01004993"	2013	
"A18565705"	2007	
"B83654426"	2008	
"A08646143"	2016	
"A16010225"	2014	
"A24004426"	2015	
"A03167939"	2013	
"B01376615"	2008	
"B83156745"	2016	
"A08576068"	2017	
"A48050124"	2017	
"A27014430"	2017	
"A46078556"	2013	
"B30041115"	2013	
"V11317633"	2010	
"A25017435"	2009	
"B08258857"	2012	
"A38666897"	2007	
"B06007074"	2017	
"A32006835"	2016	
"A38030680"	2017	
"A38243986"	2015	
"B83209015"	2008	
"B92403716"	2009	
"A22271209"	2008	
"A10301240"	2007	
"A31024458"	2008	
"A17001207"	2017	
"B35504059"	2007	
"A48061345"	2016	
"B83156745"	2017	
"A47024393"	2017	
"G38004297"	2017	
"A41002841"	2011	
"G38004297"	2016	
"V03315637"	2011	
"A48050439"	2008	
"A30604680"	2014	
"A28156776"	2015	
"A46019204"	2016	
"A20005351"	2009	
"A08513541"	2015	
"B46045456"	2012	
"B06338339"	2007	
"A28171445"	2008	
"V03315637"	2007	
"B84150994"	2011	
"B11606761"	2014	
"A63746275"	2008	
"A28649747"	2016	
"A36610590"	2007	
"A48000939"	2016	
"A37010295"	2010	
"A38225041"	2014	
"A43016286"	2012	
"B08094237"	2008	
"B28341832"	2015	
"A11301645"	2012	
"A36002830"	2012	
"B28340388"	2016	
"A08218810"	2016	
"A35515485"	2011	
"A28554707"	2009	
"A63736458"	2010	
"A28121820"	2017	
"G07065709"	2015	
"B30558290"	2010	
"B64555980"	2008	
"A18077875"	2011	
"A20015368"	2016	
"V03315637"	2012	
"A31003304"	2016	
"B08499410"	2016	
"A46031761"	2012	
"B83393223"	2008	
"A28368280"	2013	
"B03028099"	2015	
"A33026907"	2015	
"B82956517"	2008	
"A43016286"	2017	
"B31049273"	2017	
"A28649747"	2012	
"A82843129"	2014	
"B81771628"	2014	
"A12017919"	2016	
"B85133544"	2010	
"A31825466"	2009	
"B38071155"	2014	
"A20055380"	2015	
"A84780055"	2013	
"A08681637"	2013	
"A08250425"	2016	
"A20054854"	2008	
"A46031761"	2014	
"B28538874"	2013	
"A03028321"	2017	
"A31394356"	2017	
"A41212572"	2017	
"B45013455"	2016	
"A97628242"	2007	
"B03028099"	2013	
"A63736458"	2008	
"A31825466"	2008	
"B12681060"	2011	
"A97789861"	2009	
"B28137594"	2013	
"B28644441"	2014	
"A28669851"	2009	
"A12004131"	2017	
"B74148388"	2007	
"A48032981"	2015	
"A01004993"	2012	
"B85692374"	2013	
"B31784895"	2009	
"A28411577"	2016	
"A31825466"	2010	
"A08426249"	2011	
"B46095402"	2016	
"A07028210"	2014	
"A97043772"	2007	
"A12010914"	2013	
"A28465680"	2009	
"A08201238"	2014	
"A48029847"	2008	
"A42000471"	2007	
"A36610590"	2008	
"A28392736"	2015	
"F18034686"	2014	
"V11317633"	2011	
"B85294916"	2010	
"A47007281"	2016	
"B82612896"	2008	
"A08640039"	2016	
"B28257434"	2017	
"A74136060"	2010	
"B61175725"	2013	
"F41114141"	2015	
"A08438061"	2011	
"B31072705"	2016	
"V11317633"	2016	
"A27009737"	2010	
"B08365215"	2011	
"A16010225"	2013	
"A13010046"	2012	
"B31744709"	2008	
"B62133384"	2016	
"A48032981"	2009	
"A48032981"	2010	
"A23012305"	2009	
"V83443390"	2007	
"A97617773"	2008	
"A28040418"	2016	
"A08616542"	2010	
"B03020740"	2010	
"A46031761"	2011	
"A43035435"	2015	
"V28664472"	2007	
"A38645214"	2013	
"V11317633"	2008	
"B91172221"	2008	
"B61252185"	2016	
"A82854811"	2015	
"A74136060"	2011	
"A01376888"	2014	
"F14016729"	2016	
"A26000174"	2017	
"A01009414"	2017	
"A31394356"	2015	
"A32006504"	2013	
"B31777691"	2015	
"A28740397"	2013	
"B03028099"	2017	
"F21339106"	2013	
"A08303869"	2009	
"B85010643"	2012	
"B83156745"	2015	
"B85036887"	2007	
"B97751978"	2009	
"B85036887"	2009	
"B31881055"	2016	
"B91629634"	2016	
"B46092755"	2015	
"A03010568"	2008	
"A28013407"	2008	
"B18022988"	2016	
"F38004289"	2015	
"B46090874"	2011	
"F38004289"	2014	
"A83578328"	2007	
"A46022117"	2013	
"A28171445"	2013	
"B09319021"	2017	
"A03021409"	2007	
"F38004289"	2012	
"A12010914"	2014	
"B31631062"	2012	
"A46036380"	2017	
"A40004731"	2012	
"B85160976"	2009	
"B30025449"	2015	
"B27009794"	2016	
"B03034501"	2015	
"B47531462"	2010	
"B06007314"	2017	
"B91629634"	2013	
"A08227928"	2012	
"A08409948"	2015	
"A31933088"	2007	
"A46032132"	2017	
"A03097946"	2017	
"A46031845"	2017	
"A46031845"	2016	
"B85225282"	2010	
"F38004289"	2010	
"B85225282"	2011	
"A46021804"	2016	
"B31829195"	2010	
"B08565988"	2014	
"A45018926"	2013	
"B85225282"	2015	
"A08257925"	2015	
"A40004210"	2016	
"A03010568"	2012	
"A46070777"	2017	
"A08248502"	2017	
"B84886837"	2007	
"A48000939"	2012	
"A28649747"	2013	
"B85294916"	2011	
"A39022660"	2013	
"B85294916"	2013	
"A30013627"	2008	
"B85294916"	2014	
"B30025449"	2008	
"B08304610"	2017	
"B08367948"	2015	
"B83603746"	2007	
"B85692374"	2007	
"B85692374"	2008	
"B16007551"	2009	
"B11604493"	2017	
"B44181634"	2007	
"A08438061"	2017	
"A46009023"	2015	
"B08488660"	2010	
"A46023347"	2015	
"A18026260"	2013	
"A46023347"	2012	
"V30558738"	2010	
"A47024104"	2017	
"B31881055"	2007	
"A48050439"	2012	
"A03063690"	2016	
"A01020809"	2013	
"A24009086"	2014	
"A25005331"	2012	
"A46022117"	2010	
"B64555980"	2014	
"B84069491"	2007	
"B91172221"	2007	
"A48034110"	2016	
"B73254898"	2010	
"B35597020"	2008	
"B84570803"	2010	
"F95002150"	2009	
"A91369819"	2014	
"B31083199"	2008	
"B36684157"	2015	
"V41812744"	2017	
"B84599422"	2010	
"A44003663"	2009	
"B84363555"	2011	
"B31881055"	2012	
"A24009086"	2017	
"F37014560"	2011	
"B47572367"	2011	
"B18022087"	2017	
"A46017919"	2014	
"B46167078"	2016	
"A30012009"	2015	
"A46016374"	2014	
"A01006055"	2011	
"F04005344"	2008	
"A57082570"	2007	
"A08201238"	2008	
"B14819643"	2010	
"A20065744"	2014	
"A08010779"	2017	
"A83956136"	2007	
"B83852160"	2010	
"A83826362"	2009	
"B11604402"	2014	
"A08580268"	2016	
"A80245129"	2007	
"A31001027"	2015	
"F46024378"	2008	
"B84654201"	2010	
"A28270452"	2016	
"F35006451"	2010	
"B95388450"	2010	
"V30558738"	2009	
"A36010676"	2013	
"A26053363"	2017	
"V57525560"	2013	
"A08392938"	2017	
"B28137594"	2014	
"B30036826"	2014	
"B46074829"	2008	
"B14819643"	2008	
"B92091404"	2008	
"F35006451"	2009	
"A84911825"	2010	
"A20015368"	2015	
"B38425070"	2008	
"A28449569"	2017	
"A40004210"	2012	
"A48059943"	2008	
"A14023139"	2015	
"A08296790"	2017	
"A03021409"	2013	
"A08552622"	2008	
"A43110337"	2015	
"A16010225"	2009	
"A38017679"	2011	
"B84504455"	2012	
"A28225241"	2009	
"A12021366"	2012	
"B46074829"	2007	
"A83741967"	2007	
"B84443480"	2007	
"B28692309"	2014	
"A30013627"	2015	
"A46002184"	2016	
"B84069491"	2009	
"B12024873"	2011	
"A08183485"	2017	
"A46002184"	2015	
"A24015802"	2008	
"A46002184"	2011	
"F28698488"	2016	
"V57525560"	2011	
"B92328129"	2017	
"B36880003"	2007	
"A28606242"	2014	
"A01009414"	2016	
"B08459273"	2015	
"B36014975"	2015	
"B91235622"	2014	
"B64455447"	2013	
"B53548384"	2017	
"F95002150"	2016	
"A45562329"	2008	
"A08241267"	2010	
"B92554765"	2008	
"A08426249"	2010	
"B92554765"	2010	
"B01128552"	2017	
"A38243986"	2014	
"B92554765"	2017	
"B92709526"	2007	
"A45063039"	2015	
"F30587919"	2008	
"A46021804"	2015	
"A20015368"	2011	
"A31737455"	2007	
"A78267309"	2011	
"B31777691"	2014	
"B30025449"	2017	
"A45006459"	2014	
"A84434224"	2009	
"B97705990"	2010	
"A11903044"	2014	
"B95422721"	2009	
"B92963628"	2007	
"B35503200"	2017	
"B57208878"	2007	
"B61252185"	2015	
"A40004210"	2014	
"F27007608"	2012	
"B08488660"	2007	
"B15782550"	2007	
"A08649741"	2015	
"A01016591"	2014	
"A41080144"	2015	
"B92972066"	2007	
"A08533119"	2017	
"B38927463"	2013	
"B33025123"	2017	
"A57346926"	2007	
"A39022660"	2012	
"A60362266"	2017	
"B97307086"	2009	
"A45018926"	2015	
"B11018462"	2017	
"B30566194"	2010	
"B08094237"	2012	
"B62850094"	2016	
"A22271209"	2009	
"A45006939"	2016	
"B38628590"	2007	
"B20078598"	2013	
"A20049078"	2012	
"A84534874"	2009	
"A28586626"	2013	
"A83048363"	2007	
"B36002970"	2007	
"A48029847"	2009	
"B45555489"	2008	
"B23219009"	2013	
"A48059943"	2009	
"B95271326"	2010	
"A24015802"	2007	
"A80482334"	2008	
"A58356213"	2013	
"A20032959"	2009	
"A18565705"	2008	
"A20018610"	2016	
"A48093983"	2013	
"A45015765"	2011	
"B31089071"	2017	
"A38356937"	2017	
"A30036214"	2011	
"B08375677"	2013	
"B41086844"	2015	
"A08576068"	2016	
"A32002107"	2009	
"B30036826"	2016	
"B83211318"	2007	
"B30025449"	2013	
"A84534627"	2008	
"A28394633"	2008	
"A39022660"	2010	
"A46023347"	2013	
"B31089071"	2007	
"A29057833"	2011	
"B57551350"	2008	
"A17035361"	2007	
"B36639060"	2017	
"A31106701"	2013	
"A31071913"	2010	
"A28444388"	2017	
"B36610004"	2016	
"A48050728"	2016	
"B03077039"	2012	
"B08194276"	2014	
"A50055532"	2014	
"B15043961"	2009	
"B92403716"	2007	
"A50012822"	2016	
"B21365630"	2010	
"B83741835"	2008	
"A49004484"	2016	
"A03076270"	2010	
"A08438061"	2013	
"B46063137"	2010	
"V43129667"	2010	
"A28396042"	2017	
"A20018610"	2013	
"B36002970"	2008	
"A46036380"	2014	
"A12004131"	2010	
"A45005790"	2016	
"B31084874"	2015	
"F27016591"	2007	
"B83782169"	2007	
"A31065816"	2017	
"A33019720"	2012	
"F27007608"	2016	
"A45005477"	2017	
"B50997949"	2008	
"A58494048"	2016	
"B85036887"	2012	
"A85426971"	2008	
"B97526008"	2009	
"A28505337"	2016	
"F01131978"	2008	
"A07019698"	2016	
"A03010170"	2017	
"B62111018"	2007	
"A41089368"	2014	
"B84348622"	2009	
"B84372051"	2009	
"B38380473"	2011	
"A45002219"	2017	
"A28429280"	2017	
"A08136806"	2007	
"B35642198"	2011	
"F32001976"	2012	
"A28173573"	2017	
"A38017679"	2013	
"A21391917"	2011	
"A45002128"	2016	
"A82843129"	2012	
"B46131371"	2013	
"A18565705"	2011	
"A63414486"	2008	
"A46056255"	2017	
"A45006459"	2017	
"A85450476"	2011	
"A38762167"	2009	
"A17003757"	2016	
"A26011320"	2017	
"B91372748"	2007	
"B92709526"	2009	
"A22013502"	2016	
"B96906375"	2011	
"B54055140"	2007	
"A41010257"	2008	
"A47008487"	2012	
"A28515567"	2010	
"A41010257"	2010	
"A28472256"	2015	
"A41010257"	2011	
"B36614816"	2016	
"B08581951"	2015	
"A18024950"	2009	
"A35036599"	2008	
"B83680322"	2009	
"A78905908"	2007	
"A84451848"	2017	
"B62916077"	2008	
"B11630886"	2015	
"A08441495"	2016	
"B91372748"	2008	
"B34226514"	2011	
"A08024317"	2014	
"A03042504"	2011	
"A35115856"	2017	
"A28647758"	2014	
"B26018150"	2016	
"V57525560"	2012	
"B84537315"	2016	
"B20035424"	2011	
"A15000391"	2016	
"B97131155"	2007	
"B02419273"	2010	
"A08170151"	2016	
"A24004426"	2014	
"A07015787"	2017	
"V30558738"	2007	
"B27009794"	2015	
"A31062342"	2014	
"B12026183"	2014	
"B28094944"	2017	
"B92963628"	2008	
"A47008487"	2016	
"A38005153"	2017	
"A84434224"	2010	
"A08584062"	2016	
"B97389209"	2008	
"B97389209"	2009	
"B81496515"	2017	
"A48094486"	2012	
"B08488660"	2017	
"A78879079"	2016	
"B32002164"	2016	
"A11005840"	2017	
"A60651783"	2015	
"A48061675"	2016	
"B62293113"	2015	
"A07919087"	2016	
"A28399186"	2015	
"B46167078"	2007	
"B36014975"	2017	
"B36014975"	2016	
"A06244131"	2016	
"A78753514"	2014	
"B31071178"	2011	
"A08616542"	2015	
"A06016208"	2016	
"B28091486"	2016	
"F08678054"	2017	
"A08303869"	2014	
"A08438061"	2015	
"B15015712"	2014	
"B63149637"	2008	
"A04006847"	2014	
"A28511400"	2010	
"A31009665"	2013	
"B32362410"	2009	
"A97789861"	2007	
"B97526008"	2011	
"A84911445"	2012	
"A84050301"	2007	
"B31071178"	2014	
"B31071178"	2015	
"B31071178"	2017	
"V43661891"	2017	
"B57487159"	2012	
"A08575672"	2017	
"F10109296"	2016	
"B46118303"	2017	
"B28340388"	2008	
"B31777691"	2007	
"B97705990"	2008	
"A63047922"	2016	
"A38356937"	2016	
"A30006308"	2007	
"V43129667"	2014	
"B92963628"	2012	
"B14028732"	2011	
"B97705990"	2012	
"A01006659"	2009	
"B35022425"	2017	
"A84451848"	2016	
"B91139717"	2007	
"B32362410"	2007	
"A28283794"	2017	
"B63100150"	2009	
"A29030848"	2014	
"B20078598"	2015	
"B03061124"	2014	
"B63677223"	2011	
"B31072705"	2015	
"A08010779"	2008	
"B83071928"	2008	
"A58356213"	2014	
"B50009349"	2017	
"A43016286"	2013	
"B97861843"	2010	
"B96695622"	2015	
"B95486213"	2011	
"B28483345"	2010	
"A45006459"	2012	
"A08426108"	2017	
"A16010225"	2012	
"F06402697"	2007	
"B85160976"	2007	
"B47009840"	2013	
"A28159622"	2009	
"A08422412"	2016	
"V38081873"	2010	
"A58356213"	2017	
"B31829195"	2011	
"A80200868"	2014	
"B12024873"	2016	
"F14016729"	2014	
"F41114141"	2016	
"B03020740"	2016	
"A46099735"	2007	
"A38013272"	2007	
"A11769502"	2009	
"A74136060"	2007	
"A45006459"	2015	
"A80482334"	2017	
"B99029365"	2010	
"B61252185"	2017	
"A28285765"	2016	
"A30011282"	2017	
"B21376942"	2007	
"A32225419"	2017	
"B83393223"	2007	
"B28460681"	2007	
"B15043961"	2008	
"A22174932"	2014	
"A28392736"	2016	
"A12004131"	2015	
"A50889955"	2007	
"A31394356"	2016	
"C08164253"	2014	
"A08463481"	2016	
"B45006616"	2016	
"A12004131"	2007	
"A45002839"	2013	
"F14016729"	2010	
"B92554765"	2007	
"B31082720"	2008	
"A28372803"	2013	
"A08577215"	2017	
"A36002830"	2014	
"B35022425"	2007	
"A83956136"	2008	
"A60651783"	2017	
"A08147555"	2017	
"A84434224"	2011	
"A24009086"	2011	
"A08623191"	2010	
"F10109296"	2011	
"B34224923"	2012	
"B84363555"	2008	
"B30029110"	2015	
"A08242992"	2012	
"B14461032"	2017	
"A28053080"	2015	
"B11576006"	2009	
"F01131978"	2012	
"B15015712"	2008	
"B31881055"	2017	
"A25529074"	2008	
"A08241267"	2016	
"B83481002"	2008	
"A28577062"	2007	
"F12039442"	2013	
"A12014569"	2013	
"B31071178"	2012	
"A32006835"	2010	
"B28538874"	2009	
"A11301645"	2010	
"A31449002"	2016	
"B08059636"	2015	
"A28647758"	2012	
"B03020740"	2015	
"B37002854"	2014	
"A08010779"	2010	
"A95444519"	2007	
"B83840900"	2009	
"A36010676"	2016	
"A31024458"	2007	
"B50009349"	2011	
"B35980937"	2008	
"A06388052"	2008	
"A08197881"	2011	
"V83443390"	2008	
"A41176934"	2017	
"B80470628"	2017	
"F08678054"	2015	
"B95388450"	2011	
"B28072205"	2017	
"B46163655"	2016	
"A28695930"	2017	
"A28530699"	2014	
"A46017919"	2016	
"V43129667"	2013	
"A46089819"	2014	
"A08463481"	2013	
"A38014098"	2017	
"B01015221"	2007	
"A60651783"	2010	
"B01015221"	2015	
"B06320410"	2007	
"A08438061"	2016	
"A81487027"	2014	
"A28225241"	2016	
"B64555980"	2015	
"A36010676"	2014	
"A28539013"	2011	
"A30006308"	2017	
"A17035361"	2015	
"B35028281"	2013	
"A08441495"	2014	
"A28184661"	2016	
"A28399186"	2009	
"A62332580"	2007	
"A46141792"	2015	
"A01009075"	2014	
"A07042237"	2015	
"A03076270"	2017	
"B97389209"	2007	
"B33920141"	2007	
"B18751461"	2010	
"B01015221"	2011	
"A41081886"	2013	
"A02436152"	2013	
"A41080144"	2016	
"A08200313"	2016	
"A50004860"	2016	
"A43033117"	2015	
"B30010326"	2017	
"B36002970"	2014	
"B84871607"	2010	
"B83541912"	2007	
"A08539553"	2010	
"F06402697"	2010	
"F10026128"	2012	
"A36010676"	2009	
"B01015221"	2014	
"A37018603"	2017	
"A50042191"	2015	
"B25436122"	2016	
"A22005797"	2013	
"A08699720"	2012	
"B16007551"	2010	
"B31084874"	2017	
"B39541776"	2008	
"F10026128"	2009	
"B31798929"	2009	
"A46036562"	2017	
"F08203663"	2012	
"V03315637"	2015	
"A48093983"	2015	
"A08441495"	2007	
"F10026128"	2008	
"A14029011"	2017	
"B47009840"	2011	
"A01376888"	2016	
"A23205289"	2010	
"A85279107"	2007	
"A08426249"	2016	
"B73254898"	2008	
"F08678054"	2014	
"A28399186"	2012	
"F27007608"	2013	
"A28273241"	2007	
"A22005797"	2008	
"A16010225"	2015	
"B28257434"	2014	
"A08051526"	2016	
"A08369068"	2016	
"B38604112"	2007	
"B84654201"	2009	
"A01006055"	2007	
"A32002107"	2008	
"A10011641"	2016	
"A24286312"	2008	
"B28240075"	2016	
"B33605031"	2011	
"A35028570"	2017	
"A14580385"	2011	
"A40004210"	2013	
"C08164253"	2009	
"A85450476"	2013	
"A28650307"	2008	
"B28296283"	2017	
"A62400718"	2014	
"A84534874"	2007	
"B20793956"	2009	
"A84050301"	2009	
"A08197881"	2014	
"B83426387"	2007	
"A28108793"	2017	
"F50011139"	2012	
"B57551350"	2012	
"B12662722"	2011	
"B38828687"	2007	
"B18018176"	2017	
"A84050301"	2010	
"A39025838"	2011	
"B83654426"	2009	
"A28649747"	2017	
"A60651783"	2014	
"A48059943"	2010	
"A48059943"	2012	
"B06422877"	2009	
"A48059943"	2015	
"A48059943"	2016	
"B50997949"	2010	
"A01007137"	2017	
"B03039781"	2016	
"A20020277"	2010	
"B33605031"	2017	
"A20054854"	2016	
"B30010797"	2015	
"F46026829"	2015	
"A48061345"	2012	
"A08012676"	2011	
"B63078075"	2007	
"A18565705"	2017	
"B38005377"	2016	
"B91629634"	2014	
"B41021767"	2017	
"A30037873"	2014	
"A63776306"	2010	
"B84886837"	2010	
"A35500800"	2009	
"A28341055"	2015	
"B85160976"	2012	
"A06011381"	2016	
"B84527704"	2009	
"A28404614"	2016	
"A78379989"	2017	
"B03019601"	2016	
"A07028210"	2008	
"F27007608"	2011	
"V57525560"	2008	
"A08409948"	2016	
"A08481632"	2015	
"B46108403"	2014	
"B43952126"	2012	
"A48071369"	2007	
"B06368674"	2007	
"A63746275"	2011	
"B85225282"	2013	
"B01376615"	2010	
"A03021409"	2016	
"A28399186"	2007	
"A28389880"	2017	
"A17025404"	2017	
"B08216202"	2017	
"B08276594"	2012	
"A48077184"	2014	
"A48081061"	2017	
"A20054854"	2010	
"A96974340"	2007	
"A48080147"	2015	
"A28013407"	2014	
"A46002184"	2007	
"A08197881"	2010	
"B73254898"	2009	
"B35018332"	2010	
"B46050910"	2015	
"A81000028"	2012	
"B96906375"	2014	
"A08681637"	2012	
"A12018354"	2017	
"B83426387"	2017	
"A08303869"	2013	
"A45063039"	2017	
"F20025441"	2016	
"B83060756"	2007	
"A17035361"	2011	
"A28515567"	2009	
"A43016286"	2011	
"B57362105"	2008	
"A25005331"	2016	
"A08453219"	2015	
"B85692374"	2015	
"A35515485"	2010	
"B38927463"	2007	
"A12013496"	2017	
"B46076287"	2017	
"A48092944"	2016	
"F32001976"	2011	
"A27014430"	2016	
"A48040232"	2011	
"B28126886"	2015	
"B12008660"	2007	
"B84372051"	2010	
"A12014569"	2016	
"B08583452"	2015	
"A14037832"	2017	
"A28143782"	2017	
"A01009075"	2015	
"A48094486"	2009	
"A08576068"	2014	
"B20759023"	2007	
"B45011269"	2017	
"A48094486"	2016	
"V43661891"	2008	
"A28127462"	2015	
"B39004981"	2007	
"B57362105"	2010	
"A32006504"	2008	
"A20063038"	2014	
"B84886837"	2009	
"B30558290"	2009	
"B79959961"	2014	
"B79959961"	2008	
"A28429280"	2015	
"B03076197"	2015	
"B28465730"	2015	
"A48110381"	2007	
"B08375677"	2015	
"B84443480"	2009	
"B36006575"	2007	
"A06388052"	2011	
"B08013963"	2015	
"A08104994"	2017	
"A08640039"	2011	
"F43393065"	2017	
"B18018176"	2011	
"V11317633"	2014	
"A08192858"	2015	
"A10294585"	2008	
"B97861843"	2011	
"A28341055"	2012	
"B50057330"	2017	
"A08646143"	2014	
"F04005344"	2015	
"B97751978"	2011	
"F32001976"	2014	
"A28554624"	2015	
"A33604406"	2017	
"B08459273"	2017	
"A08586133"	2015	
"B97356471"	2007	
"B21365630"	2009	
"B47572367"	2017	
"A08010779"	2015	
"A08201238"	2013	
"A08580268"	2017	
"A29057833"	2012	
"A08105371"	2016	
"A84911825"	2012	
"B08375677"	2011	
"A08227928"	2013	
"A06419220"	2009	
"A48403927"	2007	
"A28491041"	2010	
"A43110337"	2017	
"A26021527"	2017	
"B46441275"	2007	
"A11545795"	2007	
"A95249199"	2008	
"A85426971"	2010	
"A46078556"	2014	
"V03315637"	2010	
"B03076197"	2017	
"B48092084"	2016	
"A11010469"	2007	
"B27321249"	2007	
"B83616920"	2008	
"A28687978"	2010	
"A49004484"	2008	
"A28530699"	2013	
"B08375677"	2008	
"A07026651"	2014	
"A08463481"	2008	
"B37015526"	2015	
"B18018176"	2015	
"B84894377"	2012	
"A22005797"	2017	
"B97623938"	2007	
"A20049078"	2011	
"A23012305"	2013	
"B48605521"	2011	
"V43661891"	2007	
"A28324630"	2017	
"A38348413"	2008	
"B28028348"	2015	
"A40004210"	2011	
"A01376888"	2009	
"B57362105"	2009	
"A33021809"	2016	
"B76013721"	2011	
"A84911825"	2011	
"A11005840"	2015	
"B85160976"	2011	
"A08209736"	2015	
"A20049078"	2014	
"A08699720"	2013	
"B74246927"	2012	
"A20061131"	2007	
"B74102872"	2016	
"B01128552"	2008	
"A83956136"	2016	
"A08201238"	2012	
"A47007281"	2015	
"F32001976"	2016	
"A01020809"	2012	
"B74148388"	2011	
"A32006835"	2013	
"A14012819"	2017	
"A12010914"	2011	
"B74114182"	2017	
"A23022783"	2015	
"A62703806"	2016	
"A46031845"	2015	
"B20035424"	2014	
"A16010225"	2008	
"A46009023"	2014	
"A29018223"	2014	
"A50029693"	2014	
"A03035417"	2016	
"A26001867"	2013	
"A28510246"	2012	
"B74102872"	2010	
"A35753094"	2016	
"B97526008"	2008	
"B91235622"	2009	
"A08515116"	2010	
"A50032325"	2016	
"B46108403"	2013	
"B73456147"	2012	
"A08365413"	2015	
"A38842316"	2011	
"B84443480"	2010	
"B39523956"	2007	
"B39523956"	2008	
"B41591165"	2014	
"A38645214"	2007	
"B73254898"	2007	
"A23004369"	2012	
"A08513541"	2016	
"F04005344"	2010	
"B14819643"	2007	
"A63645220"	2007	
"B43907112"	2013	
"B46074829"	2015	
"A84451848"	2012	
"B15015712"	2012	
"A08689796"	2015	
"A28136711"	2017	
"A20070371"	2010	
"B62133384"	2012	
"A28515567"	2016	
"B74246927"	2011	
"A28465680"	2011	
"A48403927"	2014	
"A42000471"	2016	
"B28340388"	2015	
"B28563476"	2016	
"F06312920"	2008	
"V03315637"	2016	
"A38485827"	2013	
"A18017244"	2014	
"B21376942"	2010	
"B30010797"	2016	
"A26011320"	2015	
"B08375677"	2007	
"A46023347"	2009	
