nif	year	acreed_ciales
"D80651219"	2007	
"A28603611"	2011	
"B61914883"	2017	
"A12004131"	2017	
"A62520788"	2015	
"B83616920"	2007	
"F18034686"	2015	
"B84309616"	2011	
"B48605521"	2010	
"A85426971"	2011	
"A50012822"	2015	
"B85692374"	2007	
"B97751978"	2007	
"B83680322"	2008	
"A22271209"	2009	
"A63796395"	2015	
"A38017679"	2011	
"B32002164"	2016	
"B83680322"	2016	
"V11317633"	2015	
"B03019106"	2012	
"A70063383"	2012	
"A30013627"	2013	
"A31062342"	2014	
"B23219009"	2009	
"A82843129"	2013	
"B83766485"	2010	
"A40004210"	2007	
"A08699720"	2016	
"A81438145"	2009	
"B23219009"	2010	
"B14819643"	2015	
"A31933088"	2009	
"B97705990"	2008	
"B97623938"	2010	
"V95436002"	2011	
"A28200384"	2016	
"A27009737"	2016	
"B50561968"	2017	
"B29024379"	2017	
"V11317633"	2009	
"A46055497"	2014	
"A48093538"	2007	
"B83782169"	2011	
"B08704439"	2016	
"B61540118"	2007	
"B83814251"	2007	
"A35115856"	2015	
"A08699720"	2015	
"B48969877"	2008	
"A36561595"	2013	
"A07123441"	2015	
"B50051705"	2017	
"A46031761"	2016	
"A57082570"	2007	
"A48175699"	2017	
"F95073748"	2013	
"B48092084"	2014	
"A08170151"	2017	
"B95422721"	2007	
"A28167567"	2016	
"F27016591"	2008	
"A03027919"	2015	
"B14028732"	2010	
"A16004665"	2010	
"A41191313"	2014	
"B62133384"	2010	
"B36639060"	2016	
"B03035854"	2009	
"B83840900"	2007	
"A17035361"	2017	
"A18291476"	2011	
"B79945150"	2015	
"A08626103"	2015	
"B48081715"	2007	
"A08609281"	2016	
"A41191313"	2012	
"B47009840"	2012	
"A05122460"	2017	
"B47009626"	2010	
"A16004665"	2007	
"B60338290"	2016	
"F20025441"	2011	
"A43029339"	2014	
"B84150994"	2007	
"B84150994"	2011	
"A17025404"	2017	
"A30013627"	2015	
"A20008579"	2017	
"F30587919"	2017	
"B84227461"	2009	
"A17007014"	2013	
"B33605031"	2014	
"A08463481"	2015	
"A01376888"	2013	
"B97466981"	2010	
"A38348413"	2008	
"A85450476"	2011	
"A08182206"	2017	
"B83782169"	2008	
"A07061534"	2017	
"B97466981"	2008	
"B83852160"	2010	
"B97466981"	2007	
"B43907112"	2009	
"V11317633"	2011	
"A08633745"	2016	
"B31049273"	2017	
"V04509865"	2007	
"A11005840"	2008	
"A12010914"	2017	
"F46024378"	2007	
"B18012831"	2007	
"B57487159"	2009	
"A83932475"	2010	
"B97389209"	2016	
"F21339106"	2008	
"A28290799"	2007	
"A27009737"	2011	
"A82198847"	2007	
"B57487159"	2010	
"A08365413"	2015	
"F21339106"	2014	
"B18018176"	2016	
"A07025026"	2010	
"B84348622"	2011	
"B97705990"	2009	
"B35597020"	2016	
"V03315637"	2017	
"F27016591"	2015	
"A81487027"	2014	
"B08258857"	2012	
"A22005797"	2013	
"B92403716"	2008	
"B28538874"	2009	
"F35006451"	2008	
"A28192532"	2008	
"A41028820"	2017	
"B36008415"	2016	
"A03063690"	2017	
"A25011610"	2011	
"B31850977"	2008	
"A15010994"	2015	
"A80359730"	2015	
"A46002184"	2007	
"A63746275"	2009	
"F32001976"	2012	
"A28476778"	2008	
"B61175725"	2017	
"B99004541"	2014	
"B47014568"	2015	
"A80732142"	2017	
"A28017531"	2010	
"A28372803"	2017	
"B57551350"	2012	
"B73456147"	2011	
"B06007314"	2015	
"A36002830"	2013	
"B30032445"	2011	
"A28011872"	2011	
"A08244220"	2015	
"B84443480"	2009	
"A25005331"	2012	
"B84443480"	2011	
"F27016591"	2013	
"A28080489"	2007	
"A31189350"	2008	
"B84504455"	2012	
"F01131978"	2013	
"B43952126"	2009	
"A17054081"	2016	
"A12363529"	2011	
"A14616031"	2008	
"B84603935"	2007	
"A28357093"	2008	
"B60544046"	2017	
"B60544046"	2016	
"A07038441"	2008	
"B61252185"	2015	
"A09031089"	2015	
"B60544046"	2015	
"B03077039"	2009	
"B12008660"	2010	
"B60544046"	2012	
"A20032678"	2017	
"B50938489"	2014	
"B81231516"	2011	
"A47018361"	2015	
"B48124275"	2016	
"A92954130"	2010	
"A08299406"	2015	
"A45006459"	2015	
"A48049928"	2014	
"B12002457"	2015	
"B84598192"	2011	
"B84598192"	2012	
"A08681637"	2015	
"B48907885"	2017	
"A36605772"	2010	
"A48032981"	2015	
"A31024458"	2011	
"A08194284"	2015	
"B84599422"	2012	
"A45006459"	2009	
"B28376184"	2007	
"A11012572"	2016	
"B60338290"	2007	
"A08250425"	2015	
"A08560823"	2015	
"A07034036"	2015	
"B84603935"	2012	
"A35004399"	2017	
"A28399186"	2007	
"A36561595"	2011	
"B84654201"	2009	
"A30036214"	2010	
"A35014414"	2016	
"B47506811"	2007	
"A33019423"	2014	
"A24007072"	2016	
"B84654201"	2014	
"B91235622"	2008	
"B84768761"	2007	
"A20015368"	2007	
"B92963628"	2012	
"A48050728"	2015	
"B24008914"	2017	
"A46009023"	2015	
"B46105771"	2009	
"A35610666"	2013	
"A08576068"	2016	
"B83495101"	2016	
"B57208878"	2007	
"B84527704"	2010	
"A28123875"	2015	
"B35054006"	2016	
"A35811272"	2011	
"A63645220"	2007	
"A03076270"	2013	
"B48969885"	2007	
"B12557773"	2007	
"A25011610"	2007	
"A22005797"	2007	
"A33008921"	2017	
"B47531462"	2010	
"B84871607"	2008	
"A28324630"	2017	
"B35054006"	2011	
"B84871607"	2016	
"A28225241"	2012	
"B61567970"	2011	
"B08415424"	2007	
"B38001905"	2007	
"A08681637"	2012	
"B84886837"	2010	
"A30032130"	2015	
"B85036887"	2012	
"B46124434"	2011	
"A41089368"	2014	
"A03018710"	2016	
"A45006459"	2014	
"B48070155"	2017	
"B83541912"	2008	
"B46139143"	2015	
"F14016729"	2012	
"B84894377"	2009	
"B37416575"	2008	
"B46118303"	2016	
"A92152602"	2017	
"B28281095"	2017	
"A33202474"	2008	
"A37010295"	2008	
"A78990603"	2015	
"F27007608"	2014	
"B73212417"	2008	
"A28049153"	2010	
"A06388052"	2008	
"A07019698"	2017	
"B20793956"	2007	
"B46022513"	2016	
"A08572430"	2014	
"A34129635"	2010	
"A15010994"	2012	
"A28695930"	2017	
"A08260507"	2015	
"A80245129"	2007	
"B85036887"	2008	
"B62133384"	2012	
"A28023422"	2017	
"A17018391"	2016	
"B31777691"	2015	
"A96966049"	2013	
"A28399186"	2010	
"A08280430"	2011	
"B29006574"	2007	
"A08667016"	2017	
"B28094944"	2015	
"B84654201"	2012	
"A31194905"	2007	
"B50997949"	2009	
"A48061675"	2011	
"A83956136"	2010	
"A28040996"	2015	
"A45012226"	2014	
"B35980937"	2008	
"A33019720"	2012	
"A35753094"	2009	
"A81041147"	2008	
"A38356937"	2014	
"A36561595"	2008	
"F38004289"	2015	
"A31009665"	2016	
"B85225282"	2015	
"B85294916"	2008	
"B85294916"	2009	
"B85294916"	2010	
"B85294916"	2011	
"A28505337"	2015	
"A41028820"	2013	
"A58664764"	2015	
"B08459273"	2016	
"A01010701"	2014	
"A85125078"	2008	
"A31071913"	2010	
"B13008669"	2017	
"A83932475"	2012	
"A08010779"	2009	
"A53242152"	2013	
"A28465680"	2012	
"A41042904"	2015	
"A31449002"	2017	
"A33202474"	2012	
"B95486213"	2011	
"B85692374"	2009	
"B83045674"	2016	
"B85692374"	2013	
"B97526008"	2008	
"B46055448"	2012	
"A38027637"	2013	
"B97131155"	2007	
"B91172221"	2007	
"A79203568"	2016	
"A50029693"	2014	
"B91190173"	2007	
"B91190173"	2008	
"A08533119"	2012	
"B80397409"	2017	
"A32002107"	2012	
"B91235622"	2011	
"B50997949"	2013	
"B64055445"	2008	
"B38020020"	2012	
"B95486213"	2008	
"A08120859"	2017	
"A28023422"	2015	
"B20793956"	2008	
"A57277709"	2009	
"B82956517"	2007	
"A48107171"	2014	
"F27007608"	2015	
"B57423519"	2007	
"B91235622"	2014	
"B07029465"	2015	
"A48069991"	2014	
"A38762167"	2007	
"A57277709"	2008	
"F35006451"	2016	
"A07427081"	2016	
"A83150060"	2009	
"A42000471"	2016	
"B91372748"	2007	
"A43042324"	2009	
"A46016374"	2016	
"A41112012"	2007	
"B23014848"	2011	
"A39031620"	2015	
"A60963287"	2009	
"A30012959"	2016	
"B83426387"	2017	
"B08488660"	2011	
"A08552622"	2008	
"B28126886"	2017	
"B10317188"	2008	
"B18751461"	2015	
"A48059943"	2011	
"A48000939"	2014	
"A45006459"	2017	
"B76013721"	2012	
"B04018495"	2010	
"A43030626"	2008	
"B03020740"	2012	
"B95486213"	2007	
"B91629634"	2011	
"A28523066"	2016	
"A80200868"	2014	
"B34224923"	2017	
"A08533945"	2017	
"B47572367"	2017	
"B36853935"	2016	
"A18008334"	2016	
"A37018603"	2016	
"B28218816"	2015	
"A36002830"	2011	
"B41042995"	2012	
"B62133384"	2016	
"B92403716"	2007	
"A50013671"	2010	
"A07019698"	2010	
"A41057209"	2016	
"A28740397"	2014	
"B46133617"	2015	
"B11630886"	2015	
"A31086598"	2015	
"B85692374"	2010	
"A08009490"	2011	
"B46131371"	2016	
"B46130647"	2015	
"A08301475"	2008	
"A03018710"	2015	
"A18291476"	2017	
"A50011717"	2013	
"A01009075"	2009	
"B82852831"	2009	
"A36610590"	2007	
"B46167078"	2010	
"B38927463"	2012	
"A41059445"	2015	
"V61861548"	2013	
"A32002107"	2010	
"B18018176"	2015	
"A28551422"	2016	
"A11000098"	2014	
"B73254898"	2007	
"A08197881"	2016	
"B28538874"	2016	
"B47531462"	2007	
"B46103131"	2017	
"B28569127"	2015	
"A20032678"	2009	
"B46103131"	2014	
"B03061124"	2014	
"B21015474"	2014	
"B46095402"	2010	
"A36000073"	2013	
"A07019698"	2011	
"A50011717"	2012	
"B07031149"	2014	
"B46084208"	2010	
"A23004369"	2009	
"B46074829"	2015	
"B46074829"	2014	
"B46074829"	2013	
"B46074829"	2012	
"B46074829"	2007	
"A18017244"	2008	
"B18018176"	2011	
"A46105532"	2010	
"A85426971"	2015	
"A20015368"	2015	
"B08565988"	2007	
"A26011320"	2017	
"B31072705"	2016	
"A36621522"	2008	
"F04005344"	2013	
"A07028210"	2015	
"A28647758"	2016	
"A23004369"	2013	
"B83393223"	2011	
"B46055802"	2013	
"A48547558"	2012	
"B50938489"	2007	
"B46055448"	2014	
"A36010676"	2016	
"B31850977"	2011	
"B82956517"	2008	
"B47531462"	2008	
"A08699720"	2011	
"B58977497"	2012	
"A15685324"	2012	
"A06008411"	2007	
"A02006419"	2016	
"A46021804"	2014	
"A47011051"	2007	
"A29955093"	2008	
"A20063038"	2007	
"A29076270"	2013	
"B18751461"	2008	
"A09354176"	2011	
"B84309616"	2009	
"B92963628"	2008	
"B73212417"	2007	
"B84822832"	2015	
"A28270452"	2017	
"B45555489"	2010	
"A28650307"	2012	
"B45555489"	2008	
"F21339106"	2007	
"A08131914"	2017	
"B45493707"	2010	
"B97623938"	2008	
"B24013856"	2011	
"A11010469"	2007	
"A28638542"	2016	
"V03315637"	2013	
"B61395497"	2015	
"B37016607"	2017	
"A20032959"	2009	
"B50002849"	2015	
"B38318572"	2016	
"A28695856"	2008	
"B62236781"	2007	
"B61395497"	2016	
"B08245805"	2009	
"A27005834"	2011	
"F08203663"	2010	
"A28740397"	2015	
"V03315637"	2015	
"B82899550"	2015	
"A28225241"	2010	
"B84309616"	2007	
"A47091632"	2010	
"B15021520"	2013	
"A07078405"	2007	
"B84311760"	2011	
"A78018421"	2016	
"B43907112"	2012	
"A15685324"	2009	
"A53242152"	2011	
"A39008305"	2017	
"A19163682"	2008	
"B28538874"	2007	
"A43621416"	2007	
"A85280253"	2008	
"A28411585"	2011	
"A30604680"	2014	
"A01016591"	2017	
"A03042504"	2015	
"B43579424"	2013	
"B28934081"	2016	
"A08616542"	2014	
"A92152602"	2016	
"A03021409"	2017	
"B28361350"	2008	
"A35753094"	2014	
"A74136060"	2010	
"B41045089"	2011	
"B15043961"	2009	
"A28220606"	2007	
"B91372748"	2009	
"A08392938"	2012	
"A38030680"	2007	
"B18751461"	2012	
"F38004289"	2016	
"B43040310"	2017	
"A85279107"	2015	
"A18012807"	2010	
"A50011717"	2017	
"A08195927"	2015	
"B43009091"	2014	
"A35047778"	2011	
"A92086479"	2015	
"F32001976"	2013	
"B83654426"	2011	
"A28603041"	2016	
"F08203663"	2009	
"A45012259"	2010	
"B11606647"	2016	
"A15020480"	2010	
"A20032678"	2014	
"F32001976"	2007	
"A28368280"	2011	
"A18017244"	2013	
"A81410227"	2007	
"B41217761"	2010	
"B41217761"	2007	
"A28111342"	2008	
"B41094459"	2016	
"B41094459"	2015	
"B08488660"	2007	
"A47008487"	2014	
"A46021804"	2011	
"A27005834"	2017	
"A29076759"	2014	
"A22007314"	2009	
"A13010046"	2012	
"B18022988"	2016	
"A08204851"	2016	
"A21010616"	2017	
"A53817359"	2008	
"A47024393"	2017	
"B41067414"	2017	
"B41067414"	2016	
"A48077184"	2017	
"B91235622"	2010	
"B46043238"	2008	
"A39007943"	2013	
"B30020226"	2016	
"B97307086"	2009	
"B83156745"	2007	
"A38017679"	2012	
"B16010464"	2007	
"B41045089"	2016	
"B54055140"	2012	
"B28692309"	2017	
"A81256661"	2010	
"A03032653"	2011	
"B41033267"	2015	
"A26008664"	2015	
"A48071369"	2009	
"B41031980"	2011	
"B41031980"	2009	
"B41021767"	2015	
"B41021767"	2009	
"A50050236"	2015	
"B30041115"	2016	
"B08304610"	2016	
"F10026128"	2007	
"B83616920"	2008	
"B74148388"	2008	
"A58583766"	2016	
"A48093421"	2008	
"B48092084"	2017	
"B37416575"	2014	
"B41006578"	2009	
"A96966049"	2008	
"A26000174"	2017	
"A48403927"	2015	
"B50054154"	2017	
"A46017919"	2014	
"A38225041"	2014	
"V57525560"	2008	
"A57346926"	2014	
"B39541776"	2009	
"B36639060"	2017	
"A30604680"	2017	
"A07123441"	2016	
"A08012676"	2014	
"A28487601"	2016	
"A24020562"	2017	
"A29076270"	2015	
"A12461802"	2007	
"A84780055"	2017	
"A08036709"	2017	
"A08250425"	2012	
"A70063383"	2011	
"A08242513"	2016	
"B38927463"	2015	
"B38927463"	2010	
"B83141838"	2007	
"A63414486"	2010	
"A12105029"	2013	
"A23012305"	2012	
"A01006055"	2011	
"B01015221"	2013	
"A28123875"	2017	
"B38425070"	2008	
"A41010257"	2017	
"B38380473"	2011	
"B38380473"	2010	
"B38366225"	2012	
"B38366225"	2010	
"A41010257"	2014	
"A16010340"	2007	
"B38318572"	2015	
"A96966049"	2007	
"B84527704"	2017	
"B18022087"	2017	
"A08131153"	2008	
"B83495101"	2015	
"A48050124"	2007	
"A36606895"	2014	
"A29955093"	2009	
"A07016025"	2014	
"A08426249"	2007	
"A28465680"	2016	
"B31881055"	2012	
"B01376615"	2017	
"B31684020"	2010	
"A38356937"	2013	
"B38022570"	2015	
"A48040232"	2015	
"B38020020"	2007	
"A46036380"	2014	
"A30009815"	2014	
"A50615160"	2017	
"B91372748"	2015	
"A08012676"	2015	
"B46148797"	2016	
"A21391917"	2011	
"A78097656"	2007	
"A08699720"	2009	
"A63414486"	2013	
"A38027637"	2014	
"A84039338"	2008	
"A20054854"	2009	
"A45018926"	2014	
"B84822832"	2011	
"B37416575"	2010	
"A36000073"	2012	
"A95249199"	2009	
"A08202582"	2013	
"A97617773"	2010	
"B36002970"	2009	
"A08539553"	2008	
"B46055448"	2013	
"A20557294"	2017	
"B37015526"	2015	
"A18016709"	2014	
"A45063039"	2016	
"B31083355"	2015	
"B34226514"	2010	
"A08012676"	2013	
"V95436002"	2013	
"B83242248"	2008	
"B12043048"	2015	
"V11317633"	2017	
"B37002854"	2017	
"B36913960"	2008	
"A46017919"	2016	
"A78990603"	2010	
"A74255282"	2009	
"A36016350"	2015	
"B01015221"	2015	
"B58222548"	2008	
"B18547281"	2011	
"A08303869"	2015	
"B08094237"	2007	
"B36621068"	2012	
"B50561968"	2015	
"B50038033"	2015	
"B36614816"	2015	
"B28120012"	2008	
"B99029365"	2010	
"B28563476"	2016	
"B36610004"	2014	
"A20061131"	2016	
"A82501545"	2008	
"A08640039"	2010	
"B36014975"	2015	
"A33055138"	2007	
"A46105532"	2007	
"B78077724"	2009	
"B14028732"	2016	
"A08713869"	2017	
"B30029110"	2015	
"A50004860"	2016	
"A12010914"	2015	
"A48080147"	2015	
"A03003530"	2015	
"B36002970"	2016	
"A27005834"	2010	
"F04005344"	2010	
"B36002970"	2008	
"B03101748"	2016	
"A41042904"	2017	
"B92963628"	2009	
"A28491041"	2013	
"B35980937"	2013	
"B35980937"	2010	
"B84227461"	2007	
"F20025441"	2015	
"A31829203"	2011	
"B35642198"	2017	
"B35642198"	2015	
"B35642198"	2013	
"A35016658"	2011	
"B46163655"	2015	
"A08128910"	2012	
"A48069991"	2016	
"B48045942"	2014	
"A08012676"	2011	
"B28538874"	2015	
"A17034794"	2017	
"A03041183"	2017	
"B47572367"	2010	
"A08575672"	2017	
"B35054006"	2014	
"B35054006"	2013	
"B35046630"	2016	
"A01009075"	2011	
"B35046630"	2014	
"B06338339"	2007	
"B35044197"	2016	
"B35044197"	2015	
"A41920943"	2007	
"V43129667"	2017	
"A81944324"	2007	
"B08013963"	2015	
"A11012572"	2012	
"A40004210"	2015	
"A57277709"	2007	
"B08275026"	2017	
"B35028281"	2012	
"A32006504"	2008	
"A45018926"	2010	
"A11012572"	2017	
"A03010170"	2017	
"B35022425"	2007	
"A08145385"	2011	
"B62263272"	2007	
"B38927463"	2016	
"B31784895"	2007	
"A97628242"	2011	
"A46081881"	2015	
"B83045674"	2009	
"A33202474"	2016	
"B08304610"	2015	
"A46023594"	2017	
"A17006792"	2015	
"A08698862"	2012	
"A07033491"	2014	
"A50011717"	2007	
"A46066825"	2016	
"A07058084"	2017	
"A84534627"	2009	
"A08401820"	2017	
"A84451848"	2012	
"A08278293"	2015	
"A48094486"	2007	
"B28302305"	2016	
"A79253803"	2017	
"A16010225"	2015	
"A38013272"	2011	
"A03062619"	2016	
"B38017067"	2016	
"B33605031"	2016	
"F95002150"	2013	
"B57208878"	2009	
"A10005999"	2017	
"B64455447"	2012	
"B08304610"	2017	
"A23012305"	2009	
"A28011716"	2016	
"B31881055"	2017	
"B32362410"	2012	
"B32362410"	2011	
"A31024458"	2012	
"B32362410"	2008	
"A32006835"	2013	
"B08375677"	2013	
"A46022117"	2007	
"A08329831"	2013	
"B35046630"	2017	
"B27013556"	2017	
"A07038441"	2012	
"B31881055"	2009	
"B82393778"	2008	
"A08556896"	2015	
"B84372051"	2009	
"B31829195"	2011	
"B31798929"	2016	
"B08488645"	2012	
"A20008579"	2015	
"F08203663"	2008	
"B31784895"	2010	
"B31784895"	2008	
"B92972066"	2009	
"A62332580"	2015	
"B31777691"	2008	
"B96906375"	2007	
"B13008669"	2012	
"A28649747"	2016	
"B31881055"	2015	
"A09010125"	2016	
"A48071369"	2016	
"B97861843"	2012	
"A08346116"	2012	
"F04005344"	2016	
"B46108403"	2016	
"B31089071"	2017	
"A35036599"	2013	
"A28389880"	2016	
"A28117224"	2016	
"A48050439"	2008	
"B06007314"	2016	
"B84311760"	2010	
"B85692374"	2016	
"B31072705"	2015	
"B31631062"	2014	
"A25005331"	2010	
"B30037204"	2007	
"A29005782"	2017	
"A03011392"	2016	
"A07068430"	2016	
"A07033491"	2016	
"A13010046"	2013	
"B99004541"	2016	
"F32001976"	2011	
"A08573370"	2014	
"B28121036"	2009	
"A08617128"	2017	
"B83045674"	2017	
"B08094237"	2013	
"B38002655"	2012	
"A28011872"	2015	
"B38022570"	2016	
"A85270965"	2008	
"B31007354"	2007	
"A46072203"	2017	
"B46055448"	2011	
"A81256661"	2011	
"A78990603"	2017	
"B36008415"	2017	
"A24009086"	2011	
"B82175001"	2014	
"A20054854"	2010	
"B23219009"	2015	
"F04005344"	2008	
"A50013671"	2017	
"A28554707"	2012	
"B31631062"	2015	
"A08024317"	2014	
"B30604854"	2017	
"B35054006"	2015	
"B84570803"	2009	
"A07016025"	2010	
"A96646880"	2011	
"A12018354"	2016	
"A08699720"	2013	
"A28695930"	2016	
"A08202582"	2012	
"B30566194"	2010	
"B30566194"	2007	
"A30037873"	2015	
"B30558290"	2011	
"B30558290"	2009	
"A08146870"	2014	
"B84603935"	2010	
"A92954130"	2014	
"A28530699"	2010	
"B63805295"	2009	
"A85426971"	2008	
"A28539013"	2011	
"B38927463"	2011	
"A38013744"	2017	
"B60024353"	2017	
"B82852831"	2007	
"A82026840"	2012	
"B03019106"	2015	
"B46148797"	2015	
"B08375677"	2011	
"B45555489"	2013	
"A30006308"	2009	
"B07029465"	2017	
"B30036826"	2016	
"A45562329"	2010	
"V95436002"	2009	
"B14028732"	2011	
"A84911445"	2011	
"A20049078"	2013	
"B95422721"	2011	
"A46009023"	2016	
"A30036214"	2016	
"A28505337"	2010	
"A08519175"	2017	
"B26451849"	2010	
"A22005797"	2014	
"A14015101"	2010	
"A81256661"	2009	
"B30029110"	2016	
"B83242248"	2014	
"A28294718"	2016	
"B20690368"	2010	
"A85426971"	2012	
"B30029110"	2012	
"B43952126"	2010	
"A14530497"	2015	
"A35753094"	2007	
"A34011411"	2016	
"A83401273"	2013	
"B38005377"	2017	
"B85225282"	2012	
"B23219009"	2014	
"B62293113"	2017	
"B30010797"	2016	
"A46022117"	2016	
"A01000116"	2015	
"A31406945"	2015	
"V95239604"	2007	
"A95444519"	2009	
"B29785391"	2007	
"B83826230"	2009	
"B06422877"	2007	
"A39025838"	2017	
"B29682135"	2011	
"B85010643"	2008	
"B29369758"	2015	
"B29212644"	2017	
"A57082570"	2011	
"B29212644"	2013	
"A83826362"	2007	
"B29053808"	2016	
"A08616542"	2017	
"A28412724"	2017	
"A43016286"	2013	
"A08128035"	2017	
"A31009665"	2012	
"A06011381"	2014	
"A79203568"	2017	
"B28934081"	2011	
"B38071155"	2013	
"A45005790"	2016	
"A79492104"	2017	
"B28757730"	2007	
"A08556896"	2017	
"F04005344"	2011	
"B28701340"	2015	
"A53552634"	2013	
"A07065717"	2012	
"B73456147"	2012	
"B83393223"	2008	
"A48032981"	2012	
"A28494482"	2017	
"A02005122"	2015	
"A08204851"	2017	
"B35029420"	2016	
"A11301645"	2011	
"B45013455"	2015	
"B28623213"	2010	
"A12025565"	2008	
"B63677223"	2008	
"A15020480"	2012	
"A28108793"	2015	
"A46070777"	2007	
"A17018391"	2010	
"A18024950"	2008	
"A07028210"	2012	
"B46148797"	2014	
"A47018361"	2016	
"A08426249"	2014	
"A08441495"	2007	
"A46332995"	2016	
"A30029862"	2017	
"A15685373"	2007	
"F35006451"	2015	
"A30007231"	2016	
"F10109296"	2008	
"A53242152"	2012	
"B83541912"	2009	
"A20063038"	2014	
"V43129667"	2016	
"V04509865"	2012	
"B03019106"	2016	
"B46115838"	2017	
"B12026183"	2010	
"B28538874"	2010	
"A45012259"	2009	
"B28538874"	2008	
"A45005477"	2017	
"A08242992"	2011	
"A09281999"	2009	
"A20054854"	2013	
"B16007551"	2014	
"A45006459"	2010	
"B28489748"	2016	
"A37010295"	2015	
"B28483345"	2012	
"A41112012"	2008	
"A78067188"	2016	
"A14580385"	2011	
"B63031660"	2007	
"A08196446"	2011	
"B28419703"	2016	
"B48092084"	2016	
"A08104994"	2017	
"A09013947"	2017	
"B28403194"	2016	
"A46066825"	2015	
"A04047700"	2011	
"A18565705"	2016	
"B17002049"	2013	
"B28383362"	2017	
"B28376184"	2016	
"A20073169"	2012	
"B83766485"	2008	
"B28341832"	2015	
"B28361350"	2017	
"B63458004"	2009	
"A29030848"	2016	
"A08539553"	2010	
"A28429280"	2013	
"B61425682"	2011	
"B28341832"	2014	
"B97705990"	2010	
"A01161066"	2017	
"A46022117"	2015	
"A08539553"	2014	
"A01337260"	2008	
"A41061771"	2014	
"B48841282"	2007	
"B97861843"	2011	
"A08330789"	2017	
"A37010295"	2010	
"B58075136"	2007	
"A83150060"	2012	
"A48093983"	2017	
"B82988825"	2007	
"A33021809"	2016	
