nif	year	clientes
"B54055140"	2009	
"B85294916"	2012	
"A48093421"	2008	
"B91372748"	2009	
"A35098482"	2017	
"B53548384"	2008	
"B48120810"	2009	
"A07046659"	2017	
"F95073748"	2013	
"A28108793"	2016	
"F95002150"	2013	
"B27013556"	2017	
"A41112012"	2011	
"A96918867"	2010	
"A58356213"	2015	
"B50561968"	2009	
"A08303869"	2009	
"B50051705"	2014	
"A20574380"	2010	
"A28086858"	2014	
"B48124275"	2014	
"F49006554"	2011	
"A28167567"	2010	
"A46141792"	2017	
"A31825466"	2009	
"B50067586"	2016	
"A22009690"	2017	
"B50067586"	2011	
"B79959961"	2008	
"A08197881"	2013	
"B92963628"	2011	
"B50054154"	2017	
"A74255282"	2013	
"B35980937"	2013	
"B83680322"	2009	
"A08250425"	2014	
"B46055802"	2013	
"A08270357"	2015	
"A28715183"	2016	
"B61567970"	2011	
"B38025920"	2017	
"A84039338"	2008	
"A08626939"	2015	
"A28156776"	2011	
"A09354176"	2017	
"B23219009"	2016	
"B50009349"	2011	
"A17018391"	2010	
"A12014569"	2010	
"A46008827"	2013	
"A03050572"	2017	
"A28487460"	2011	
"B48969885"	2008	
"A28411585"	2008	
"A34129635"	2012	
"B33605031"	2008	
"B48969877"	2010	
"A28295038"	2013	
"A08375537"	2016	
"A45445210"	2009	
"A18001412"	2016	
"B83588657"	2009	
"B48948830"	2010	
"B48907885"	2016	
"A08515116"	2015	
"B46063137"	2011	
"B83782169"	2010	
"A08375537"	2014	
"A03042504"	2017	
"B35329077"	2007	
"A28324630"	2011	
"B85010643"	2012	
"B07031149"	2017	
"B20057063"	2008	
"B46055489"	2014	
"A28127462"	2017	
"A28225241"	2017	
"B04348579"	2013	
"B20815643"	2012	
"A08182206"	2015	
"B46051116"	2016	
"B46051116"	2015	
"B46051116"	2014	
"B95271326"	2007	
"A30016687"	2017	
"A36610590"	2010	
"A33008921"	2016	
"F27016591"	2014	
"A28491041"	2008	
"B46043238"	2015	
"B46043238"	2009	
"B83257295"	2009	
"B97751978"	2009	
"A01376888"	2015	
"A60045903"	2011	
"B08375677"	2017	
"A28159622"	2009	
"B84372051"	2015	
"A28539013"	2008	
"A28491041"	2013	
"F08678054"	2015	
"A30031769"	2016	
"A29063567"	2015	
"A31449002"	2017	
"A19180108"	2010	
"A50049519"	2014	
"A25005331"	2017	
"F49006554"	2014	
"B85294916"	2014	
"B45555489"	2014	
"A28515567"	2012	
"B45555489"	2009	
"A48121826"	2014	
"B41591165"	2017	
"A08346116"	2011	
"A30011282"	2012	
"A08466187"	2017	
"A28011286"	2008	
"B08459273"	2017	
"B81762684"	2010	
"B45018017"	2007	
"B29006574"	2011	
"A35036599"	2013	
"B97861843"	2011	
"A20063038"	2015	
"B18006668"	2013	
"A31933088"	2011	
"A32002107"	2011	
"B27321249"	2011	
"A08681637"	2013	
"B04348579"	2009	
"A08539553"	2014	
"B48841282"	2007	
"A29063567"	2017	
"B57551350"	2013	
"A03077898"	2014	
"B45005279"	2017	
"A38013744"	2015	
"A16004665"	2008	
"A46070777"	2012	
"A47011051"	2007	
"B83393223"	2016	
"B43952126"	2012	
"A06388052"	2011	
"B08147696"	2014	
"A08012676"	2017	
"B43907112"	2009	
"B43636075"	2007	
"A08463481"	2008	
"A07027261"	2012	
"B50776657"	2016	
"A48087126"	2016	
"A15685373"	2015	
"A74136060"	2007	
"A31737455"	2007	
"B57551350"	2010	
"A08699720"	2016	
"A41014457"	2012	
"V30558738"	2012	
"A12105029"	2014	
"B96683347"	2011	
"A01009075"	2016	
"B28376184"	2017	
"B29212644"	2014	
"B97861843"	2017	
"A09021825"	2017	
"A63736359"	2009	
"B43040310"	2017	
"A08377046"	2011	
"A35753094"	2011	
"A18024950"	2007	
"A25005331"	2010	
"A28552404"	2015	
"B85692374"	2013	
"A07033178"	2011	
"A85450476"	2015	
"A32002107"	2015	
"B36913960"	2009	
"A79259388"	2009	
"A58583766"	2015	
"A30018345"	2017	
"A08183485"	2016	
"B41441387"	2015	
"B41441387"	2013	
"B10317188"	2009	
"B41217761"	2016	
"A18016709"	2017	
"B96683347"	2009	
"B41094459"	2017	
"B45018017"	2016	
"A48093983"	2016	
"B84150994"	2007	
"A28687978"	2014	
"B78077724"	2011	
"A47007281"	2011	
"A09000308"	2017	
"B41086844"	2016	
"F10026128"	2008	
"B08100380"	2016	
"A46023347"	2014	
"A28111342"	2007	
"A33202474"	2010	
"A16010340"	2007	
"B41070020"	2016	
"B41070020"	2015	
"A60853413"	2014	
"A06337331"	2007	
"A46002184"	2015	
"B08565988"	2011	
"A35036599"	2009	
"B08265183"	2009	
"A84911825"	2010	
"B38828687"	2008	
"B46173423"	2015	
"A28219202"	2015	
"A15685324"	2011	
"B28257434"	2014	
"A39022660"	2013	
"B41045089"	2015	
"B41045089"	2013	
"B12026183"	2015	
"A25017435"	2011	
"B41033267"	2016	
"B41033267"	2015	
"B20035424"	2010	
"A39031620"	2013	
"A13001730"	2013	
"B36621068"	2007	
"A48119143"	2011	
"A45445210"	2010	
"A08377046"	2012	
"A60045903"	2009	
"B41006578"	2011	
"A06388052"	2008	
"A79203568"	2007	
"A28037240"	2012	
"A29057833"	2015	
"A28290799"	2016	
"B91372748"	2017	
"B31083199"	2009	
"A84434224"	2009	
"B63100150"	2010	
"A08507741"	2014	
"A97398317"	2009	
"B46045456"	2014	
"A08556896"	2016	
"A08595324"	2017	
"A31737455"	2016	
"B92403716"	2009	
"A08093254"	2015	
"F08678054"	2012	
"A50889955"	2014	
"A81438145"	2009	
"B31082720"	2007	
"B63677223"	2009	
"B39004981"	2007	
"B97861843"	2009	
"B38927463"	2012	
"A45017142"	2017	
"A46164034"	2017	
"B38828687"	2011	
"A08657546"	2015	
"A08146870"	2016	
"A43015338"	2017	
"A08051526"	2017	
"B36002970"	2011	
"B63100150"	2007	
"B48045942"	2014	
"A29057833"	2014	
"A48102792"	2014	
"B41031980"	2011	
"A46008827"	2010	
"B38380473"	2011	
"B97307086"	2009	
"A61351540"	2013	
"A28046431"	2015	
"A08681637"	2012	
"B84537315"	2011	
"B46167078"	2011	
"B15015712"	2011	
"B38318572"	2015	
"A28647758"	2015	
"A39005574"	2014	
"B38318572"	2011	
"A11005840"	2010	
"B38318572"	2009	
"B81762684"	2008	
"A28465680"	2011	
"A28530699"	2012	
"B84654201"	2014	
"B38071155"	2014	
"A08241267"	2014	
"A28586592"	2016	
"B38071155"	2007	
"B38030045"	2017	
"V04509865"	2017	
"B38030045"	2014	
"A79492104"	2012	
"B28692044"	2016	
"B15015712"	2014	
"B41086844"	2014	
"B74102872"	2016	
"B38024089"	2017	
"A03010170"	2014	
"A25017435"	2016	
"A28404614"	2014	
"B41088642"	2016	
"B38022570"	2016	
"B38022570"	2015	
"B38022570"	2014	
"A28110971"	2014	
"B38017067"	2016	
"A43042324"	2015	
"A82854811"	2013	
"B09319021"	2017	
"B45013455"	2012	
"B38005377"	2014	
"A28399186"	2010	
"A08552812"	2015	
"A28487007"	2007	
"B03035854"	2007	
"A12013496"	2015	
"B03091527"	2012	
"B92403716"	2010	
"A48031140"	2009	
"A45025327"	2016	
"B83211318"	2007	
"A83826362"	2009	
"B62236781"	2012	
"A30004790"	2015	
"B83481002"	2016	
"A46070777"	2009	
"A28211092"	2009	
"B64455447"	2010	
"B62133384"	2009	
"B37016607"	2013	
"A82198847"	2007	
"B38005377"	2016	
"G38004297"	2014	
"A48847321"	2017	
"A20054854"	2008	
"A13010004"	2017	
"A83741967"	2009	
"A28211092"	2011	
"A41010257"	2009	
"A08024317"	2014	
"V30405880"	2016	
"B28376184"	2013	
"A08242992"	2017	
"B85036887"	2010	
"B12541496"	2007	
"B43636075"	2014	
"B36880003"	2007	
"A28449569"	2017	
"B41058124"	2017	
"B36853935"	2014	
"B36853935"	2012	
"B36853935"	2011	
"A82026840"	2008	
"A73350399"	2008	
"B08094237"	2016	
"B15004849"	2011	
"B30037204"	2012	
"B36623148"	2008	
"B03036340"	2017	
"A50011717"	2007	
"B28563476"	2016	
"B46043238"	2016	
"B46074829"	2014	
"B03091527"	2015	
"A62977186"	2011	
"A48040232"	2015	
"A20054854"	2015	
"A43015338"	2014	
"A08365413"	2014	
"B36606853"	2016	
"B41217761"	2009	
"B83481002"	2009	
"A28368280"	2014	
"A08033474"	2013	
"B97389209"	2013	
"B14461032"	2017	
"B81907776"	2009	
"A30028559"	2017	
"A80732142"	2010	
"B36008415"	2017	
"A08182206"	2009	
"A20055380"	2017	
"A38842316"	2012	
"B26231191"	2007	
"A28695930"	2017	
"B36002970"	2009	
"B18022988"	2013	
"B03094455"	2016	
"A08346116"	2014	
"A50042191"	2014	
"B35980937"	2009	
"A28121820"	2017	
"A28027811"	2017	
"B41217761"	2010	
"A28551422"	2016	
"F06312920"	2015	
"B35642198"	2016	
"A31829203"	2008	
"B84504455"	2008	
"A39008305"	2017	
"A08667925"	2011	
"A28695930"	2015	
"B29053808"	2014	
"A08560823"	2014	
"B64555980"	2013	
"B81762684"	2016	
"A35031343"	2007	
"A26001867"	2012	
"A28612208"	2010	
"F12039442"	2017	
"B81907776"	2007	
"B38366225"	2008	
"B20078598"	2015	
"A17018391"	2016	
"A04006847"	2014	
"B36014975"	2017	
"B85010643"	2009	
"A08170151"	2016	
"B85225282"	2008	
"A28143782"	2007	
"B35054006"	2013	
"B84871607"	2017	
"B35054006"	2009	
"B28193340"	2014	
"B35046630"	2013	
"B35044197"	2015	
"B35044197"	2014	
"B11900602"	2007	
"A46017919"	2012	
"A22005797"	2008	
"B60074663"	2007	
"A07013907"	2013	
"B57487159"	2010	
"A04047700"	2009	
"A01004993"	2013	
"A07070584"	2014	
"B35028281"	2015	
"B28337038"	2011	
"B35028281"	2011	
"B28383362"	2017	
"A48114318"	2009	
"A46017919"	2013	
"A28428233"	2008	
"A48040232"	2011	
"A08560823"	2011	
"B60241437"	2015	
"A28101707"	2014	
"B12008660"	2010	
"B35021831"	2017	
"B08459273"	2016	
"A78753514"	2016	
"B35018332"	2010	
"A46031845"	2015	
"B64455447"	2014	
"A78688934"	2016	
"B46071080"	2014	
"A01016591"	2017	
"A08242992"	2016	
"F08203663"	2016	
"B46139143"	2015	
"B35028281"	2014	
"A48061345"	2016	
"B83211318"	2011	
"A18016709"	2015	
"A09031089"	2016	
"A36040442"	2011	
"A57277709"	2008	
"A85270965"	2009	
"B34224923"	2015	
"B61882551"	2011	
"A08441495"	2011	
"A79092573"	2009	
"A08221582"	2014	
"B46074829"	2016	
"A83401273"	2013	
"B33920141"	2007	
"B46090874"	2011	
"A29057833"	2011	
"B33605031"	2013	
"A28070167"	2012	
"A85426971"	2007	
"A41010257"	2012	
"A38485827"	2012	
"A12105029"	2007	
"B14819643"	2013	
"A08480287"	2017	
"A28200384"	2011	
"B33605031"	2010	
"B46095402"	2014	
"B25436122"	2015	
"A46164034"	2016	
"B33025123"	2015	
"A53559530"	2012	
"A04006847"	2012	
"B29006574"	2009	
"A28711893"	2008	
"A08392938"	2017	
"A02006419"	2017	
"B83393223"	2012	
"V57525560"	2008	
"A85125078"	2012	
"A82501545"	2009	
"B03072493"	2017	
"A60045903"	2013	
"A08575672"	2017	
"A46021804"	2016	
"A13001730"	2011	
"B03019106"	2012	
"A28154029"	2016	
"A28603611"	2014	
"A48031140"	2010	
"B81231516"	2011	
"B84822832"	2008	
"A23004369"	2013	
"B31798929"	2008	
"B31784895"	2008	
"B31777691"	2017	
"B31777691"	2015	
"B31777691"	2014	
"B31777691"	2007	
"A81256661"	2010	
"B15596331"	2007	
"G07065709"	2016	
"A45012259"	2009	
"B31744709"	2008	
"B45018017"	2012	
"B31631062"	2017	
"A12004131"	2017	
"B81365181"	2017	
"A28012656"	2015	
"A29955093"	2012	
"B33920141"	2009	
"B38380473"	2010	
"A27005834"	2015	
"A11606134"	2009	
"B29369758"	2016	
"B31083355"	2015	
"B31083355"	2014	
"A01006055"	2007	
"V43661891"	2008	
"B97623938"	2011	
"A40004731"	2016	
"A08117806"	2013	
"B31082720"	2008	
"A03042504"	2015	
"B82899550"	2010	
"A43016286"	2014	
"A28539013"	2017	
"A41080144"	2016	
"A14012819"	2015	
"A81896375"	2012	
"A33617218"	2014	
"B36014975"	2015	
"A32007817"	2016	
"A03010568"	2014	
"A73350399"	2012	
"A12025565"	2008	
"B08156036"	2009	
"B57175283"	2009	
"A11000288"	2009	
"A38842316"	2007	
"A79259404"	2012	
"B81762684"	2009	
"A46019204"	2016	
"B28460681"	2007	
"A46022117"	2013	
"A28117398"	2017	
"A33055138"	2017	
"A28225241"	2009	
"A36643450"	2013	
"A11005840"	2007	
"A50000355"	2015	
"B35980937"	2011	
"A28412724"	2011	
"B57175283"	2014	
"B31631062"	2016	
"A97628242"	2010	
"B31007354"	2016	
"B31005507"	2017	
"A35016658"	2012	
"B91172221"	2008	
"A32002107"	2008	
"A08539553"	2016	
"A80845050"	2015	
"F06402697"	2010	
"B03028099"	2012	
"B08271694"	2008	
"A79259339"	2008	
"B46135471"	2016	
"B60085867"	2012	
"A46098521"	2017	
"B96952635"	2013	
"A47007281"	2017	
"A37010295"	2009	
"A46063731"	2008	
"A08573370"	2017	
"B30016612"	2015	
"B08581951"	2017	
"B30558290"	2014	
"B30558290"	2012	
"B30558290"	2010	
"A28617801"	2017	
"B21015474"	2015	
"B41088642"	2014	
"A08616542"	2015	
"A79492104"	2007	
"B54055140"	2011	
"A22271209"	2007	
"A09281999"	2008	
"B03035854"	2011	
"A74255282"	2011	
"A31933088"	2012	
"A50013671"	2016	
"A31035413"	2014	
"A08426249"	2016	
"B83257295"	2013	
"F14016729"	2009	
"A43029339"	2013	
"A28394633"	2008	
"B30041115"	2016	
"A15000391"	2016	
"B30037204"	2017	
"B30037204"	2010	
"B30037204"	2008	
"A08033474"	2015	
"A79290565"	2016	
"B30034730"	2017	
"A08194284"	2011	
"A35101732"	2017	
"B03039609"	2014	
"B36008555"	2017	
"A50011980"	2017	
"A45562329"	2010	
"A63414486"	2017	
"B38318572"	2012	
"B83766485"	2008	
"B30029599"	2015	
"B35022425"	2016	
"B30029110"	2014	
"B15862667"	2007	
"B30558290"	2011	
"B06001143"	2015	
"A12010914"	2011	
"B30025449"	2007	
"B38318572"	2013	
"B30020226"	2016	
"A85280253"	2009	
"A07046659"	2013	
"B41045089"	2011	
"B62385067"	2009	
"F30046411"	2014	
"B81771628"	2014	
"A41043159"	2016	
"A09028184"	2017	
"B30010326"	2017	
"A30112221"	2014	
"A28040996"	2016	
"B11606647"	2017	
"B92972066"	2010	
"B39523956"	2007	
"B41094459"	2015	
"A38013744"	2009	
"A78831369"	2017	
"B64455447"	2013	
"A81200511"	2013	
"A03032653"	2007	
"B28689370"	2017	
"A20037933"	2016	
"A28355931"	2011	
"B29682135"	2011	
"A20040929"	2017	
"A13005384"	2016	
"A53817359"	2007	
"B03072493"	2012	
"B57551350"	2008	
"B29024379"	2017	
"V11317633"	2012	
"A28487601"	2016	
"A28156776"	2017	
"A22005797"	2014	
"B29006574"	2013	
"A28192532"	2009	
"A08186074"	2017	
"A96785225"	2011	
"A20018610"	2013	
"A14015101"	2014	
"B31850977"	2007	
"A30013247"	2014	
"B28102556"	2014	
"A50013671"	2010	
"B28757730"	2010	
"A03010568"	2013	
"B28701340"	2016	
"B62059498"	2014	
"B28701340"	2012	
"A35811272"	2008	
"A28294718"	2007	
"A14580385"	2009	
"F27016591"	2013	
"B62173604"	2010	
"V43129667"	2014	
"B84894377"	2007	
"A28411577"	2012	
"A46036380"	2016	
"B28670602"	2014	
"B28670602"	2013	
"A08139339"	2007	
"F01131978"	2016	
"A48119143"	2013	
"A08244220"	2015	
"B85294916"	2009	
"F20025441"	2011	
"B28623213"	2013	
"A28200384"	2014	
"A28554707"	2013	
"B62850094"	2011	
"A63796395"	2017	
"B28569127"	2017	
"A08560823"	2012	
"B28341832"	2010	
"B48070155"	2017	
"B28563476"	2017	
"A40005415"	2008	
"A63414486"	2010	
"B48092084"	2017	
"B46095402"	2016	
"A08573370"	2016	
"A08401184"	2017	
"A45012226"	2016	
"B28554608"	2015	
"A08033474"	2007	
"A47018361"	2017	
"B74246927"	2009	
"A07067713"	2017	
"B01015221"	2007	
"B28538874"	2009	
"B62409065"	2010	
"A06419220"	2007	
"A06011381"	2017	
"B28498210"	2008	
"B62916077"	2010	
"B46105771"	2014	
"B12008660"	2012	
"B28489748"	2016	
"B28483345"	2011	
"A63645220"	2007	
"B28465730"	2014	
"B41591165"	2014	
"B28465730"	2012	
"A23011497"	2007	
"A80200868"	2017	
"B28455574"	2015	
"B28419703"	2017	
"B28419703"	2016	
"A28368280"	2016	
"A12017919"	2014	
"A30028559"	2012	
"B28403194"	2017	
"A08626103"	2008	
"A22013072"	2016	
"B84372051"	2011	
"B28385110"	2017	
"A28123875"	2015	
"B61882551"	2009	
"A38645214"	2010	
"B57175283"	2015	
"A91291435"	2012	
"A28156776"	2010	
"B28376184"	2011	
"B28376184"	2010	
"A84911445"	2012	
"B97466981"	2009	
"B95422721"	2011	
"A39031620"	2015	
"A97163653"	2017	
"B63218440"	2008	
"B80146517"	2016	
"V43129667"	2011	
"A20806329"	2010	
"A28490548"	2012	
"A62704457"	2007	
"A17006792"	2010	
"A13010046"	2017	
"A17006792"	2011	
"B03072857"	2017	
"A81410227"	2007	
"A08369068"	2014	
"A09013947"	2016	
"B28340388"	2015	
"A36605772"	2014	
"A33202474"	2009	
"A28124311"	2017	
"A28086858"	2017	
"B28337038"	2008	
"A25418401"	2009	
"B62133384"	2013	
"B23219009"	2017	
"B28296283"	2016	
"B62059498"	2015	
"B46108403"	2008	
"A20020277"	2017	
"B83426387"	2009	
"B36853935"	2013	
"B96906375"	2014	
"A85279107"	2007	
"A06337331"	2015	
"B28250090"	2012	
"B28250090"	2011	
"A47007281"	2012	
"A33036807"	2014	
"A07190291"	2017	
"A47016944"	2013	
"A39003025"	2014	
"A02436152"	2010	
"A79290565"	2013	
"A35115856"	2013	
"A83102426"	2010	
"B08581951"	2015	
"A29018223"	2009	
"A07028210"	2013	
"B12027843"	2014	
"A01337260"	2007	
"B48045942"	2007	
"B82435371"	2009	
"A16010977"	2017	
"A28518041"	2009	
"B46043238"	2010	
"B08488660"	2012	
"A27009737"	2010	
"A08201238"	2007	
"B46055448"	2014	
"B63031660"	2010	
"A28156776"	2016	
"B31829195"	2011	
"B63122253"	2008	
"A08024317"	2016	
"B48948830"	2009	
"B28194926"	2017	
"B28193340"	2013	
"A07019698"	2008	
"B28193340"	2011	
"B73456147"	2011	
"A08303869"	2007	
"A85426971"	2014	
"A60963287"	2014	
"D80651219"	2007	
"A31009665"	2012	
"A20054854"	2013	
"A03035417"	2017	
"B61252185"	2013	
"A33014176"	2014	
"A08196446"	2013	
"A35047778"	2007	
"B01128552"	2014	
"B28126886"	2015	
"B28341832"	2015	
"A08681637"	2016	
"F28698488"	2015	
"B28383362"	2012	
"A36643450"	2008	
"A58356213"	2011	
"B83616920"	2009	
"A03057221"	2014	
"A28695856"	2008	
"A28669851"	2010	
"A63414486"	2011	
"B83814251"	2007	
"A19012962"	2017	
"A31086598"	2015	
"A79492104"	2013	
"B08194359"	2012	
"A14580385"	2012	
"A45018926"	2013	
"A46115101"	2011	
"A63776306"	2009	
"V03315637"	2008	
"B50002849"	2016	
"A83932475"	2013	
"B28072205"	2014	
"A35012012"	2011	
"F01131978"	2008	
"B28059012"	2017	
"B50009349"	2017	
"B03077039"	2012	
"A34011411"	2016	
"A60963287"	2011	
"B48969885"	2009	
"B28028348"	2015	
"A46022117"	2016	
"A48000939"	2015	
"B08375677"	2014	
"B27321249"	2014	
"A95444519"	2015	
"B27321249"	2008	
"A37010295"	2007	
"A40004210"	2012	
"A08681637"	2011	
"A58664764"	2010	
"B27014398"	2012	
"A08687204"	2015	
"B43907112"	2011	
"B28692309"	2014	
"B97131155"	2007	
"A28324630"	2017	
"A23205289"	2008	
"A08934168"	2016	
"B31881055"	2014	
"A12018354"	2017	
"A28143782"	2010	
"B28094944"	2016	
"A91291435"	2007	
"B27007897"	2017	
"A28530699"	2016	
"B83654426"	2014	
"B27007897"	2007	
"B61428611"	2008	
"B26451849"	2013	
"A23022783"	2017	
"B26451849"	2010	
"B26393637"	2011	
"B08367948"	2015	
"V38081873"	2011	
"B06341333"	2007	
"A08484925"	2016	
"B28250090"	2017	
"A35569102"	2007	
"B28138196"	2014	
"A97398317"	2008	
"A60651783"	2017	
"B01015221"	2017	
"B63805295"	2009	
"A35014414"	2016	
"B28138196"	2010	
"A73127771"	2007	
"A07216948"	2014	
"B24028011"	2012	
"A07009814"	2015	
"A20049078"	2011	
"A28220606"	2007	
"B13008669"	2014	
"A20015368"	2016	
"A36040442"	2013	
"A03057221"	2011	
"A47011317"	2012	
"B06320410"	2007	
"B82988825"	2007	
"A28164374"	2016	
"B45013455"	2017	
"B61441127"	2007	
"B23219009"	2014	
"B23219009"	2010	
"B23015753"	2017	
"A20063038"	2014	
"A79492104"	2009	
"A08586133"	2015	
"F20025441"	2013	
"B84822832"	2016	
"A28711893"	2010	
"B84570803"	2008	
"A48071369"	2008	
"B31850977"	2010	
"A35019637"	2010	
"A48061675"	2011	
"A82843129"	2007	
"B84886837"	2009	
"A28650307"	2007	
"B07685779"	2011	
"B60085867"	2009	
"V95436002"	2008	
"A20038915"	2013	
"A24004103"	2011	
"A84534874"	2007	
"B20690368"	2011	
"A08617128"	2015	
"A97789861"	2011	
"A08182206"	2012	
"B85225282"	2010	
"B20193017"	2007	
"V57525560"	2009	
"B20078598"	2014	
"A28505337"	2007	
"B20078598"	2009	
"A46036562"	2017	
"A16010225"	2007	
"A12016093"	2017	
"A50011717"	2014	
"B08359705"	2017	
"A18291476"	2011	
"B20049615"	2017	
"A08128910"	2007	
"A12010914"	2012	
"A28554624"	2007	
"A30005920"	2017	
"A35036599"	2016	
"B03020740"	2016	
"A80482334"	2014	
"A12512497"	2008	
"B28028348"	2008	
"B81335473"	2010	
"A08383051"	2011	
"A28017531"	2010	
"B84598192"	2010	
"A41010257"	2013	
"A08218810"	2015	
"A95444519"	2016	
"A39014477"	2015	
"B36623148"	2017	
"A37018603"	2016	
"B18694349"	2009	
"A04007811"	2014	
"B18547281"	2012	
"A48110381"	2007	
"B18547281"	2010	
"B46116182"	2017	
"A36040442"	2012	
"A30026363"	2011	
"B18022988"	2015	
"B15021520"	2012	
"A20073169"	2013	
"A78990603"	2017	
"B18018176"	2015	
"B18018176"	2011	
"F41114141"	2015	
"B91235622"	2010	
"A37018603"	2017	
"B17462961"	2014	
"B43907112"	2008	
"A32006835"	2012	
"A07033491"	2016	
"A28923662"	2013	
"A78267309"	2014	
"B83782169"	2013	
"A84534874"	2009	
"A08242513"	2017	
"B08265183"	2011	
"A07068430"	2016	
"A22271209"	2014	
"B43590272"	2008	
"G07065709"	2015	
"A45011103"	2016	
"A09031089"	2015	
"A78879079"	2010	
"A41018854"	2014	
"B85160976"	2014	
"A83150060"	2016	
"B61967774"	2017	
"B82988825"	2008	
"A37010295"	2011	
"A08024317"	2013	
"A08010779"	2016	
"B14028732"	2010	
"A50011717"	2008	
"B85692374"	2007	
"B28295863"	2015	
"B97389209"	2017	
"B61441127"	2009	
"A08012676"	2015	
"A46055497"	2014	
"A33202474"	2017	
"A08241267"	2011	
"A30032130"	2014	
"A81000028"	2012	
"A32002107"	2016	
"A60963287"	2013	
"B38425070"	2008	
"A28168698"	2014	
"A08110249"	2014	
"A28208825"	2015	
"A33026907"	2016	
"B36684157"	2015	
"B16007551"	2007	
"B84150994"	2010	
"A79259404"	2017	
"B15862667"	2012	
"A07049133"	2017	
"F50011139"	2007	
"A28190973"	2017	
"B15596331"	2008	
"B95271326"	2012	
"B48969877"	2008	
"A25011610"	2007	
"A48061675"	2017	
"B15043961"	2008	
"A36605772"	2017	
"B35028281"	2012	
"A08303869"	2008	
"A81047375"	2013	
"A28372803"	2012	
"A85279107"	2008	
"B33920141"	2010	
"A38013272"	2011	
"A28173573"	2017	
